BASE_YEAR,BASE_MONTH,GU_DC,MV_TOT_CNT,MV_MAN_CNT,MV_WMAN_CNT
2018,12,사상구,22457.13,13489.72,8967.42
2018,12,사하구,18522.3,10623.09,7899.22
2018,12,서구,6906.31,3972.62,2933.69
2018,12,수영구,17412.7,9158.08,8254.62
2018,12,연제구,14610.9,7939.61,6671.29
2018,12,영도구,6684.71,4003.07,2681.64
2018,12,중구,12925.38,7123.66,5801.71
2018,12,해운대구,21880.34,11584.95,10295.38
2019,1,강서구,24116.57,15034.27,9082.3
2019,1,금정구,13542.3,6743.98,6798.32
2019,1,기장군,36660.77,19062.81,17597.97
2019,1,남구,14047.73,7116.8,6930.93
2019,1,동구,9047.9,4543.66,4504.24
2019,1,동래구,20294.78,9720.13,10574.65
2019,1,부산진구,19408.44,9418.16,9990.28
2019,1,북구,18760.85,9027.02,9733.83
2019,1,사상구,20446.57,10936.25,9510.32
2019,1,사하구,18767.81,9489.5,9278.3
2019,1,서구,7612.89,3724.13,3888.76
2019,1,수영구,17931.63,8569.43,9362.19
2019,1,연제구,16925.56,8149.1,8776.46
2019,1,영도구,7953.69,4131.26,3822.44
2019,1,중구,9743.32,4896.06,4847.27
2019,1,해운대구,24573.22,11694.27,12878.96
2019,2,강서구,22368.24,13783.49,8584.74
2019,2,금정구,13530.04,6756.75,6773.29
2019,2,기장군,35636.92,18513.39,17123.54
2019,2,남구,14504.02,7367.53,7136.49
2019,2,동구,9362.59,4701.07,4661.52
2019,2,동래구,21540.32,10424.51,11115.8
2019,2,부산진구,20525.89,10010.5,10515.39
2019,2,북구,20274.28,9830.34,10443.93
2019,2,사상구,20759.86,11101.49,9658.37
2019,2,사하구,17742.06,9016.21,8725.84
2019,2,서구,7986.37,3924.18,4062.19
2019,2,수영구,18412.53,8862.42,9550.11
2019,2,연제구,17605.19,8542.4,9062.78
2019,2,영도구,7586.6,3972.81,3613.79
2019,2,중구,10060.17,5041.71,5018.46
2019,2,해운대구,24693.94,11850.27,12843.66
2019,3,강서구,23147.85,14380.37,8767.47
2019,3,금정구,14795.07,7367,7428.06
2019,3,기장군,35103.74,18209.42,16894.32
2019,3,남구,15388.4,7783.07,7605.33
2019,3,동구,9282.21,4646.35,4635.86
2019,3,동래구,21089.17,10123.11,10966.05
2019,3,부산진구,21182.67,10266.04,10916.63
2019,3,북구,19909.91,9566.88,10343.03
2019,3,사상구,21329.05,11354.87,9974.19
2019,3,사하구,18148.2,9177.88,8970.32
2019,3,서구,8105.29,3958.06,4147.23
2019,3,수영구,18460.34,8785.29,9675.06
2019,3,연제구,18068.01,8688.34,9379.67
2019,3,영도구,8622.74,4552.64,4070.09
2019,3,중구,9955.57,4984.82,4970.75
2019,3,해운대구,22432.11,10778.35,11653.76
2019,4,강서구,17601.66,10522.01,7079.65
2019,4,금정구,14990.83,7251.91,7738.92
2019,4,기장군,32499.31,16018.06,16481.25
2019,4,남구,15968.46,7830.93,8137.53
2019,4,동구,8590.48,4167.92,4422.56
2019,4,동래구,20435.97,9732.75,10703.23
2019,4,부산진구,20093.11,9549.68,10543.43
2019,4,북구,21572.86,10259.07,11313.79
2019,4,사상구,21300.21,10947.12,10353.09
2019,4,사하구,20120.67,9928.81,10191.87
2019,4,서구,8501.25,4071.46,4429.79
2019,4,수영구,17392.74,8124.64,9268.1
2019,4,연제구,17720.91,8402.06,9318.85
2019,4,영도구,11216.81,5634.78,5582.03
2019,4,중구,8944.13,4384.21,4559.92
2019,4,해운대구,24155.91,11361.43,12794.48
2019,5,강서구,15586.01,9447.32,6138.69
2019,5,금정구,14716.96,7150.07,7566.9
2019,5,기장군,32548.31,16077.47,16470.84
2019,5,남구,15714.47,7712.04,8002.43
2019,5,동구,8510.67,4131.92,4378.74
2019,5,동래구,20461.98,9743.44,10718.54
2019,5,부산진구,19969.82,9486.64,10483.17
2019,5,북구,21333.19,10175.15,11158.04
2019,5,사상구,21143.23,10883.9,10259.32
2019,5,사하구,19938.7,9839.36,10099.34
2019,5,서구,8413.51,4048.03,4365.48
2019,5,수영구,17350.59,8126.29,9224.29
2019,5,연제구,17433.58,8307.41,9126.17
2019,5,영도구,11046.79,5533.11,5513.68
2019,5,중구,8935.28,4366.32,4568.96
2019,5,해운대구,24075.52,11347.06,12728.46
2019,6,강서구,17004.44,10084.3,6920.14
2019,6,금정구,14815.8,7203.99,7611.81
2019,6,기장군,33045.84,16329.98,16715.85
2019,6,남구,16040.37,7873.13,8167.24
2019,6,동구,8522.91,4139.85,4383.06
2019,6,동래구,21080.71,10051.38,11029.34
2019,6,부산진구,20238.6,9646.18,10592.42
2019,6,북구,21805.02,10415.01,11390.01
2019,6,사상구,21384.12,10988.84,10395.28
2019,6,사하구,20424.91,10092,10332.91
2019,6,서구,8646.72,4182.5,4464.22
2019,6,수영구,17983.34,8410.63,9572.71
2019,6,연제구,17780.54,8490.47,9290.08
2019,6,영도구,11155.21,5576.83,5578.38
2019,6,중구,9000.03,4398.1,4601.93
2019,6,해운대구,25061.94,11832.71,13229.22
2019,7,강서구,17280.35,10351.17,6929.18
2019,7,금정구,14169.33,6878.89,7290.44
2019,7,기장군,29644.88,14735.93,14908.95
2019,7,남구,15760.35,7688.26,8072.09
2019,7,동구,8590.24,4155.16,4435.07
2019,7,동래구,20919.36,9931.43,10987.93
2019,7,부산진구,20128.3,9543.62,10584.68
2019,7,북구,21543.24,10236.77,11306.47
2019,7,사상구,21150.45,10865.56,10284.89
2019,7,사하구,20210.33,9977.13,10233.2
2019,7,서구,8517.65,4101.41,4416.24
2019,7,수영구,18132.69,8478.53,9654.16
2019,7,연제구,17738.35,8469.98,9268.36
2019,7,영도구,11053.84,5459.25,5594.59
2019,7,중구,8857.2,4319.91,4537.29
2019,7,해운대구,24987.72,11779.77,13207.95
2019,8,강서구,17014.33,10090.42,6923.91
2019,8,금정구,14440.55,7022.3,7418.25
2019,8,기장군,33351.24,16517.49,16833.74
2019,8,남구,15677.63,7677.81,7999.82
2019,8,동구,8603.8,4176.83,4426.97
2019,8,동래구,20500.51,9770.75,10729.76
2019,8,부산진구,20194.13,9609.92,10584.21
2019,8,북구,21301.65,10186.8,11114.86
2019,8,사상구,20788.36,10677.16,10111.2
2019,8,사하구,20099.51,9938.94,10160.57
2019,8,서구,8398.83,4040.7,4358.13
2019,8,수영구,17995.82,8434.55,9561.27
2019,8,연제구,17813.55,8530.63,9282.92
2019,8,영도구,11235.13,5608.79,5626.34
2019,8,중구,9201.09,4502.93,4698.15
2019,8,해운대구,25411.23,12023.27,13387.95
2019,9,강서구,17028.5,10110.79,6917.7
2019,9,금정구,15140.97,7392.84,7748.13
2019,9,기장군,33029.86,16340.99,16688.87
2019,9,남구,16460.87,8084.67,8376.2
2019,9,동구,8634.86,4207.57,4427.29
2019,9,동래구,21090.27,10050.05,11040.22
2019,9,부산진구,21099.38,10049.44,11049.95
2019,9,북구,21788.9,10441.36,11347.54
2019,9,사상구,21301.97,10919.95,10382.03
2019,9,사하구,20708.92,10241.87,10467.05
2019,9,서구,9234.44,4442.82,4791.62
2019,9,수영구,17803.3,8344.65,9458.66
2019,9,연제구,18331.94,8733.56,9598.38
2019,9,영도구,11739.15,5944.73,5794.42
2019,9,중구,8136.47,4010.96,4125.51
2019,9,해운대구,24869.15,11756.31,13112.84
2019,10,강서구,17776.28,10632.28,7144
2019,10,금정구,14919.69,7259.33,7660.36
2019,10,기장군,33564.42,16636.65,16927.77
2019,10,남구,16413.79,8080.49,8333.3
2019,10,동구,8666.1,4193.35,4472.76
2019,10,동래구,21304.2,10147.69,11156.51
2019,10,부산진구,20840.06,9892.21,10947.85
2019,10,북구,21558.01,10274.82,11283.19
2019,10,사상구,21330.73,10974.1,10356.63
2019,10,사하구,20585.96,10217.94,10368.02
2019,10,서구,9204.95,4423.83,4781.13
2019,10,수영구,17352.75,8120.26,9232.49
2019,10,연제구,17888.02,8496.3,9391.72
2019,10,영도구,11331.62,5686.64,5644.98
2019,10,중구,8445.69,4143.66,4302.03
2019,10,해운대구,24929.47,11747.11,13182.37
2019,11,강서구,17906.51,10705.34,7201.17
2019,11,금정구,14840.84,7214.95,7625.89
2019,11,기장군,32942.42,16353.73,16588.69
2019,11,남구,16149.38,7926.81,8222.57
2019,11,동구,8648.96,4215.72,4433.24
2019,11,동래구,20649.24,9836.76,10812.48
2019,11,부산진구,20788.12,9880.08,10908.04
2019,11,북구,21329.47,10177.23,11152.24
2019,11,사상구,21242.06,10922.76,10319.29
2019,11,사하구,20342.76,10066.1,10276.66
2019,11,서구,9090.74,4370.36,4720.38
2019,11,수영구,17282.82,8122.06,9160.76
2019,11,연제구,17974.63,8569.66,9404.97
2019,11,영도구,11186.94,5630.6,5556.34
2019,11,중구,8558.09,4189.32,4368.77
2019,11,해운대구,24954.02,11824.76,13129.26
2019,12,강서구,17772.49,10549.62,7222.88
2019,12,금정구,14875.87,7250.63,7625.24
2019,12,기장군,32661.74,16136.85,16524.89
2019,12,남구,16273.36,7992.99,8280.37
2019,12,동구,8750.42,4268.72,4481.7
2019,12,동래구,20872.89,9986.41,10886.48
2019,12,부산진구,20641.07,9859.6,10781.47
2019,12,북구,21500.35,10272.2,11228.15
2019,12,사상구,21136.62,10872.66,10263.95
2019,12,사하구,20545.5,10177.44,10368.06
2019,12,서구,9142.17,4404.62,4737.55
2019,12,수영구,17864.63,8409.32,9455.31
2019,12,연제구,18042.96,8638.7,9404.26
2019,12,영도구,11181.25,5585.55,5595.7
2019,12,중구,9026.08,4413.35,4612.73
2019,12,해운대구,25321.41,11895.27,13426.14
2020,1,강서구,17597.52,10336.64,7260.88
2020,1,금정구,14606.39,7134.33,7472.06
2020,1,기장군,33253.09,16493.26,16759.83
2020,1,남구,16070.13,7848.41,8221.71
2020,1,동구,8646.53,4222.86,4423.67
2020,1,동래구,21083.13,10115.07,10968.07
2020,1,부산진구,20494.45,9794.38,10700.07
2020,1,북구,21906.09,10518.12,11387.97
2020,1,사상구,21129.2,10831.95,10297.25
2020,1,사하구,20604.19,10223.58,10380.6
2020,1,서구,9092.11,4379.85,4712.26
2020,1,수영구,17929.07,8450.36,9478.71
2020,1,연제구,18191.56,8699.9,9491.66
2020,1,영도구,11166.92,5547.2,5619.72
2020,1,중구,8610.47,4224.78,4385.7
2020,1,해운대구,25092.47,11835.97,13256.49
2020,2,강서구,17795.87,10613.86,7182.02
2020,2,금정구,14812.58,7200,7612.58
2020,2,기장군,33704.35,16716.17,16988.18
2020,2,남구,16373.07,8003.85,8369.22
2020,2,동구,8514.66,4168.16,4346.49
2020,2,동래구,20861.2,9962.52,10898.68
2020,2,부산진구,20266.47,9649.05,10617.42
2020,2,북구,22037.88,10495.07,11542.8
2020,2,사상구,21360.85,10935.5,10425.36
2020,2,사하구,20859.62,10306.66,10552.96
2020,2,서구,9066.19,4352.41,4713.78
2020,2,수영구,18024.3,8450.14,9574.15
2020,2,연제구,18228.89,8681.43,9547.46
2020,2,영도구,11306.8,5636.31,5670.48
2020,2,중구,8094.89,4013.12,4081.77
2020,2,해운대구,25059.89,11807.04,13252.85
2020,3,강서구,17756.61,10608.83,7147.78
2020,3,금정구,15064.5,7312.89,7751.6
2020,3,기장군,33772.1,16691.18,17080.92
2020,3,남구,16424.32,8024.47,8399.85
2020,3,동구,8256.7,4028.81,4227.89
2020,3,동래구,20965.46,10002.91,10962.55
2020,3,부산진구,19768.3,9447.99,10320.3
2020,3,북구,22219.62,10608.21,11611.41
2020,3,사상구,21342.22,10950.91,10391.31
2020,3,사하구,21006.49,10389.58,10616.91
2020,3,서구,9096.36,4361.1,4735.26
2020,3,수영구,17922.98,8419.18,9503.8
2020,3,연제구,17983.41,8577.02,9406.39
2020,3,영도구,11422.08,5677.42,5744.66
2020,3,중구,7503.95,3738.39,3765.56
2020,3,해운대구,24654.38,11637.07,13017.31
2020,4,강서구,17697.03,10559.28,7137.75
2020,4,금정구,15358.81,7451.29,7907.51
2020,4,기장군,34391.11,17004.64,17386.47
2020,4,남구,16561.38,8083.05,8478.33
2020,4,동구,8276.59,4029.63,4246.96
2020,4,동래구,21140.24,10100.43,11039.81
2020,4,부산진구,20301.55,9680.24,10621.31
2020,4,북구,22327.42,10648.82,11678.6
2020,4,사상구,21570.49,11029.24,10541.25
2020,4,사하구,21250.4,10491.83,10758.57
2020,4,서구,9269.13,4440.86,4828.27
2020,4,수영구,18128.01,8517.72,9610.29
2020,4,연제구,18254.78,8699.53,9555.26
2020,4,영도구,11492.51,5755.88,5736.62
2020,4,중구,7785.82,3861.91,3923.92
2020,4,해운대구,24835.16,11731.51,13103.64
2020,5,강서구,16932.35,9997.99,6934.36
2020,5,금정구,15174.08,7384.88,7789.2
2020,5,기장군,35329.99,17450.98,17879
2020,5,남구,16362.22,8035.05,8327.17
2020,5,동구,8318.77,4041.43,4277.34
2020,5,동래구,21135.52,10145.27,10990.25
2020,5,부산진구,20325.97,9703.82,10622.15
2020,5,북구,22335.67,10729.32,11606.34
2020,5,사상구,21476.74,11022.45,10454.29
2020,5,사하구,20843.96,10327.06,10516.9
2020,5,서구,9195.57,4456.18,4739.39
2020,5,수영구,18069.23,8543.24,9525.99
2020,5,연제구,18119.33,8662.51,9456.82
2020,5,영도구,11446.61,5726.83,5719.77
2020,5,중구,7971.66,3920.11,4051.55
2020,5,해운대구,25045.45,11868.93,13176.52
2020,6,강서구,17230.06,10329.86,6900.2
2020,6,금정구,15285.98,7411.36,7874.63
2020,6,기장군,34685.91,17135.86,17550.05
2020,6,남구,16372.69,8024.09,8348.6
2020,6,동구,8507.76,4131.42,4376.34
2020,6,동래구,20861.95,9950.91,10911.04
2020,6,부산진구,20473.9,9722.03,10751.87
2020,6,북구,21991.71,10481.82,11509.88
2020,6,사상구,21438.23,10986.75,10451.49
2020,6,사하구,20821.4,10295.3,10526.09
2020,6,서구,9213.49,4436.2,4777.29
2020,6,수영구,17860.93,8391.37,9469.56
2020,6,연제구,18072.79,8586.48,9486.31
2020,6,영도구,11434.55,5719.36,5715.19
2020,6,중구,8053.32,3961.66,4091.67
2020,6,해운대구,24975.66,11776.78,13198.88
2020,7,강서구,17157.21,10241.02,6916.19
2020,7,금정구,14872.76,7203.78,7668.97
2020,7,기장군,34031.78,16784.15,17247.63
2020,7,남구,16136.2,7898,8238.2
2020,7,동구,8668.25,4219.8,4448.45
2020,7,동래구,21439.9,10241.52,11198.38
2020,7,부산진구,20425.12,9703.34,10721.78
2020,7,북구,22144.31,10553.78,11590.53
2020,7,사상구,21246.21,10888.8,10357.42
2020,7,사하구,20732.57,10266.3,10466.27
2020,7,서구,9029.46,4338.44,4691.02
2020,7,수영구,18069.03,8481.43,9587.6
2020,7,연제구,17970.87,8553.76,9417.11
2020,7,영도구,11305.74,5641.97,5663.77
2020,7,중구,8455.72,4182.24,4273.48
2020,7,해운대구,25423.01,11965.22,13457.79
2020,8,강서구,16743.57,9857,6886.57
2020,8,금정구,14943.36,7259.55,7683.81
2020,8,기장군,34744.78,17189.51,17555.27
2020,8,남구,16088.06,7890.85,8197.22
2020,8,동구,8434.68,4102.68,4332
2020,8,동래구,21133.85,10108.72,11025.14
2020,8,부산진구,20009.61,9563.12,10446.49
2020,8,북구,22134.48,10606.73,11527.75
2020,8,사상구,21079,10809.05,10269.95
2020,8,사하구,20535.13,10196.44,10338.69
2020,8,서구,9048.02,4353.24,4694.78
2020,8,수영구,18239.06,8584.37,9654.69
2020,8,연제구,17605.49,8425.91,9179.58
2020,8,영도구,11293.23,5624.96,5668.27
2020,8,중구,8265.06,4089.94,4175.12
2020,8,해운대구,25704.9,12146.5,13558.4
2020,9,강서구,17476.64,10373.58,7103.05
2020,9,금정구,15167.62,7359.08,7808.54
2020,9,기장군,34380.09,17075.88,17304.21
2020,9,남구,16523.81,8081.74,8442.06
2020,9,동구,8358.45,4068.77,4289.68
2020,9,동래구,21283.94,10126.19,11157.75
2020,9,부산진구,20286.98,9648.03,10638.95
2020,9,북구,22392.43,10649.71,11742.72
2020,9,사상구,21532.1,11009.23,10522.87
2020,9,사하구,20936.76,10341.94,10594.82
2020,9,서구,9089.65,4356.58,4733.07
2020,9,수영구,17946.87,8416.15,9530.71
2020,9,연제구,17861.99,8499.96,9362.02
2020,9,영도구,11515.79,5770.04,5745.75
2020,9,중구,7942.5,3935.54,4006.96
2020,9,해운대구,24915.46,11732.62,13182.84
2020,10,강서구,17060.28,10057.89,7002.4
2020,10,금정구,14874.4,7217.07,7657.33
2020,10,기장군,34579.65,17133.42,17446.23
2020,10,남구,16339.44,8012.51,8326.93
2020,10,동구,8344.13,4062.23,4281.9
2020,10,동래구,21195.47,10162.24,11033.23
2020,10,부산진구,20221.35,9667.31,10554.04
2020,10,북구,22141.29,10626.66,11514.63
2020,10,사상구,21305.26,10902.48,10402.78
2020,10,사하구,20749.93,10273.31,10476.62
2020,10,서구,9044.99,4355.27,4689.72
2020,10,수영구,18038.77,8496.69,9542.09
2020,10,연제구,17621.7,8434.65,9187.05
2020,10,영도구,11383.02,5668.46,5714.56
2020,10,중구,8143.93,4018.52,4125.41
2020,10,해운대구,25133.87,11881.7,13252.17
2020,11,강서구,17269.71,10300.67,6969.04
2020,11,금정구,14914.89,7222.02,7692.86
2020,11,기장군,34209.11,16955.64,17253.47
2020,11,남구,16206.79,7932.37,8274.43
2020,11,동구,8488.83,4135.39,4353.45
2020,11,동래구,21094.32,10064.55,11029.77
2020,11,부산진구,20351.66,9705.78,10645.87
2020,11,북구,22137.6,10578.16,11559.44
2020,11,사상구,21492.23,11004.35,10487.88
2020,11,사하구,20843.74,10321.99,10521.75
2020,11,서구,9088.49,4369.48,4719.01
2020,11,수영구,17917.71,8415.12,9502.59
2020,11,연제구,17527.31,8383.91,9143.39
2020,11,영도구,11341.69,5686.71,5654.98
2020,11,중구,8280.74,4101.18,4179.56
2020,11,해운대구,25253.31,11915.82,13337.49
2020,12,강서구,17111.32,10190.75,6920.57
2020,12,금정구,14802.85,7184.52,7618.33
2020,12,기장군,34147.93,16956.75,17191.17
2020,12,남구,16522.95,8068.21,8454.74
2020,12,동구,8235.76,4007.55,4228.21
2020,12,동래구,21402.47,10208.61,11193.86
2020,12,부산진구,19842.93,9477.34,10365.58
2020,12,북구,22536.18,10747.14,11789.04
2020,12,사상구,21474.9,11020.54,10454.36
2020,12,사하구,20980.24,10384.53,10595.71
2020,12,서구,8995.24,4329.45,4665.79
2020,12,수영구,18086.04,8527.83,9558.21
2020,12,연제구,17685.71,8460.2,9225.51
2020,12,영도구,11404.41,5697.56,5706.85
2020,12,중구,7689.57,3825.03,3864.54
2020,12,해운대구,25283.52,11944.29,13339.22
2021,1,강서구,8100.09,5468.43,2631.66
2021,1,금정구,4220.29,2141.18,2079.11
2021,1,기장군,7647.59,4471.21,3176.39
2021,1,남구,4520.12,2365.21,2154.9
2021,1,동구,3406.44,1691.51,1714.92
2021,1,동래구,6473.75,3156.62,3317.12
2021,1,부산진구,5900.15,2887.84,3012.31
2021,1,북구,4822.87,2334.31,2488.56
2021,1,사상구,6157.57,3547.43,2610.15
2021,1,사하구,4866.8,2620.27,2246.53
2021,1,서구,3462.6,1753.94,1708.66
2021,1,수영구,5397.84,2619,2778.84
2021,1,연제구,4869.08,2420.62,2448.46
2021,1,영도구,3006.51,1647.93,1358.58
2021,1,중구,2766.8,1382.59,1384.2
2021,1,해운대구,6715.63,3287.99,3427.64
2021,2,강서구,8390.89,5582.84,2808.06
2021,2,금정구,4499.91,2279.94,2219.97
2021,2,기장군,8454.28,4798.22,3656.06
2021,2,남구,4805.08,2503.1,2301.98
2021,2,동구,3521.16,1756.11,1765.05
2021,2,동래구,6848.39,3370.01,3478.38
2021,2,부산진구,6461.62,3155.35,3306.27
2021,2,북구,5189.57,2521.32,2668.25
2021,2,사상구,6499.4,3697.67,2801.73
2021,2,사하구,5164.82,2759.86,2404.96
2021,2,서구,3750.99,1883.67,1867.32
2021,2,수영구,5817.41,2822.79,2994.62
2021,2,연제구,5185.97,2576.96,2609.01
2021,2,영도구,3265.64,1779.18,1486.46
2021,2,중구,2970.21,1479.83,1490.39
2021,2,해운대구,7324.63,3573.94,3750.68
2021,3,강서구,8893.67,5971.86,2921.81
2021,3,금정구,4675.35,2368.26,2307.09
2021,3,기장군,8315,4779.5,3535.5
2021,3,남구,4818.97,2521.19,2297.78
2021,3,동구,3672.27,1818.66,1853.6
2021,3,동래구,6825.09,3317.71,3507.38
2021,3,부산진구,6709.96,3283.48,3426.48
2021,3,북구,5278.68,2526.42,2752.26
2021,3,사상구,6682.72,3812.72,2870
2021,3,사하구,5241.77,2820.42,2421.36
2021,3,서구,3728.23,1876.28,1851.96
2021,3,수영구,6293.87,3044.1,3249.78
2021,3,연제구,5371.61,2642.06,2729.55
2021,3,영도구,3140.96,1730.07,1410.9
2021,3,중구,3121.69,1562.23,1559.46
2021,3,해운대구,7142.75,3460.28,3682.48
2021,4,강서구,8981.07,6043.6,2937.47
2021,4,금정구,4449.81,2264.73,2185.09
2021,4,기장군,8454.78,4870.75,3584.03
2021,4,남구,4413.94,2320.54,2093.4
2021,4,동구,3612.44,1780.76,1831.68
2021,4,동래구,6375.44,3097.22,3278.22
2021,4,부산진구,6466.11,3148.46,3317.64
2021,4,북구,5094.71,2429.89,2664.82
2021,4,사상구,6449.44,3710.13,2739.31
2021,4,사하구,5019.65,2721.66,2298
2021,4,서구,3642.15,1849.86,1792.29
2021,4,수영구,5982.71,2902.66,3080.05
2021,4,연제구,5081.27,2510.12,2571.15
2021,4,영도구,3063.19,1689.27,1373.92
2021,4,중구,3054.51,1510,1544.51
2021,4,해운대구,6987.87,3386.34,3601.53
2021,5,강서구,8518.87,5677.11,2841.76
2021,5,금정구,4430.96,2241.84,2189.12
2021,5,기장군,8832.24,4973.49,3858.75
2021,5,남구,4255.85,2233.47,2022.39
2021,5,동구,3453.05,1702.07,1750.98
2021,5,동래구,6120.67,2983.35,3137.32
2021,5,부산진구,6404.29,3113.71,3290.58
2021,5,북구,5000.96,2390.43,2610.53
2021,5,사상구,6066.64,3468.44,2598.2
2021,5,사하구,4746.15,2575.76,2170.4
2021,5,서구,3480.41,1768.04,1712.37
2021,5,수영구,6017.75,2907.72,3110.03
2021,5,연제구,4886.87,2415.11,2471.75
2021,5,영도구,3055.67,1690.67,1365
2021,5,중구,3093.49,1532.32,1561.17
2021,5,해운대구,7013.11,3393.88,3619.23
2021,6,강서구,9091.04,6138.08,2952.95
2021,6,금정구,4216.85,2151.42,2065.42
2021,6,기장군,8692.5,4973.12,3719.38
2021,6,남구,4234.84,2264.81,1970.02
2021,6,동구,3596.16,1781.49,1814.67
2021,6,동래구,6036.3,2948.6,3087.7
2021,6,부산진구,6571.82,3195.1,3376.73
2021,6,북구,5149.93,2433.58,2716.35
2021,6,사상구,6305.94,3622.21,2683.73
2021,6,사하구,5078.14,2744.7,2333.45
2021,6,서구,3249.9,1628.85,1621.04
2021,6,수영구,5534.57,2663.64,2870.94
2021,6,연제구,5209.54,2574.6,2634.94
2021,6,영도구,3175.06,1745.85,1429.2
2021,6,중구,3793.94,1916.18,1877.77
2021,6,해운대구,7116.92,3457.9,3659.02
2021,7,강서구,8783.87,5931.21,2852.66
2021,7,금정구,4078.97,2086.02,1992.95
2021,7,기장군,8713.59,4980.52,3733.07
2021,7,남구,3987.9,2134.95,1852.95
2021,7,동구,3392.8,1690.61,1702.2
2021,7,동래구,5754.89,2822.96,2931.94
2021,7,부산진구,6254.21,3046.04,3208.17
2021,7,북구,4905.58,2342.59,2562.99
2021,7,사상구,5908.81,3431.41,2477.4
2021,7,사하구,4841.39,2629.43,2211.95
2021,7,서구,3068.42,1537.7,1530.71
2021,7,수영구,5353.75,2582.29,2771.45
2021,7,연제구,5025.41,2493.77,2531.64
2021,7,영도구,2923.09,1601.62,1321.47
2021,7,중구,3622.34,1836.19,1786.15
2021,7,해운대구,6995.05,3416.3,3578.74
2021,8,강서구,8238.55,5500.16,2738.4
2021,8,금정구,3939.12,2010.16,1928.96
2021,8,기장군,8695.33,4911.47,3783.86
2021,8,남구,3796.88,2033.8,1763.08
2021,8,동구,3246.75,1630.78,1615.98
2021,8,동래구,5469.57,2679.97,2789.59
2021,8,부산진구,6006.85,2928.82,3078.02
2021,8,북구,4772.54,2292.44,2480.1
2021,8,사상구,5578.2,3240.77,2337.43
2021,8,사하구,4600.95,2489.01,2111.94
2021,8,서구,2935.38,1474.42,1460.96
2021,8,수영구,5142.34,2482.05,2660.29
2021,8,연제구,4841.84,2396.89,2444.96
2021,8,영도구,2754.6,1504.89,1249.71
2021,8,중구,3377.72,1706.89,1670.84
2021,8,해운대구,6517.9,3188.03,3329.87
2021,9,강서구,8423.55,5556.03,2867.52
2021,9,금정구,4278.17,2179.9,2098.27
2021,9,기장군,8974.27,5043.83,3930.44
2021,9,남구,4125.22,2203.39,1921.84
2021,9,동구,3360.5,1685.14,1675.36
2021,9,동래구,6020.76,2966.95,3053.81
2021,9,부산진구,6463.98,3163.5,3300.48
2021,9,북구,5223.49,2507.4,2716.08
2021,9,사상구,6053.56,3467.28,2586.28
2021,9,사하구,4877.8,2630.08,2247.72
2021,9,서구,3080.37,1535.5,1544.87
2021,9,수영구,5346.51,2588.65,2757.86
2021,9,연제구,5113.33,2524.32,2589
2021,9,영도구,2974.55,1612.78,1361.77
2021,9,중구,3591.56,1807.29,1784.27
2021,9,해운대구,6770.7,3324.07,3446.63
2021,10,강서구,8650.71,5745.12,2905.59
2021,10,금정구,4229.84,2150.75,2079.1
2021,10,기장군,9097.88,5090.33,4007.55
2021,10,남구,4029.58,2151.29,1878.3
2021,10,동구,3457.96,1727.86,1730.1
2021,10,동래구,5923.38,2888.14,3035.24
2021,10,부산진구,6497.02,3163.75,3333.28
2021,10,북구,5045.55,2414.7,2630.85
2021,10,사상구,6045.18,3474.11,2571.07
2021,10,사하구,4773.03,2591.47,2181.55
2021,10,서구,3031.76,1513.73,1518.03
2021,10,수영구,5317.48,2541.97,2775.51
2021,10,연제구,5103.11,2516.39,2586.72
2021,10,영도구,2978.76,1643.97,1334.79
2021,10,중구,3802.71,1905.57,1897.15
2021,10,해운대구,6897.49,3341.25,3556.24
2021,11,강서구,9131.82,6106.86,3024.96
2021,11,금정구,4281.15,2173.96,2107.18
2021,11,기장군,8793.83,4988.16,3805.67
2021,11,남구,4196.71,2238.32,1958.4
2021,11,동구,3718.59,1845.66,1872.94
2021,11,동래구,5803.22,2816.82,2986.4
2021,11,부산진구,6644.2,3236.42,3407.79
2021,11,북구,5023.69,2391.58,2632.12
2021,11,사상구,6301,3627.97,2673.04
2021,11,사하구,4874.33,2632.89,2241.45
2021,11,서구,2994.99,1490.31,1504.68
2021,11,수영구,5450.95,2610.46,2840.5
2021,11,연제구,5300.92,2618.81,2682.11
2021,11,영도구,2984.31,1623.66,1360.65
2021,11,중구,4080.1,2058.77,2021.33
2021,11,해운대구,6992.12,3399.49,3592.63
2021,12,강서구,9101.92,6070.99,3030.93
2021,12,금정구,4096.89,2094.83,2002.06
2021,12,기장군,8343.83,4768.23,3575.6
2021,12,남구,4122.67,2196.63,1926.04
2021,12,동구,3644.89,1809.27,1835.62
2021,12,동래구,5742.81,2800.17,2942.63
2021,12,부산진구,6544.53,3187.48,3357.05
2021,12,북구,5022.16,2396.99,2625.18
2021,12,사상구,6216.26,3591.13,2625.13
2021,12,사하구,4952.2,2666.09,2286.11
2021,12,서구,3010.82,1501.05,1509.77
2021,12,수영구,5591.45,2672.19,2919.26
2021,12,연제구,5304.51,2630.62,2673.89
2021,12,영도구,2952.13,1599.73,1352.39
2021,12,중구,3974.81,2009.88,1964.93
2021,12,해운대구,7036.33,3416.02,3620.31
