"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","비상시설위치","시설구분명","시설명건물명","해제일자",
"1","민방위급수시설","11_46_01_P","3250000","3250000-E199200001","19920314","","01","영업/정상","18","사용중","","","","","","112","","부산광역시 중구 보수동2가 75번지 28호","부산광역시 중구 보수대로124번길 45 (보수동2가)","600082","보수동28통내","20200728175052","U","2020-07-30 02:40:00.0","","384423.177191407","180319.365507809","부산광역시 중구 보수동2가 75번지 28호","자치단체자체시설","보수동28통내","",
"2","민방위급수시설","11_46_01_P","3250000","3250000-E199500003","19950412","","01","영업/정상","18","사용중","","","","","","270","","부산광역시 중구 보수동1가 95번지 3호","부산광역시 중구 흑교로 48 (보수동1가)","600802","중구방문건강관리센터","20200119152141","U","2020-01-21 02:40:00.0","","384598.620585225","180174.947710732","부산광역시 중구 보수동1가 95번지 3호","자치단체자체시설","중구방문건강관리센터","",
"3","민방위급수시설","11_46_01_P","3250000","3250000-E199800001","19980902","","01","영업/정상","18","사용중","","","","","","300","","부산광역시 중구 동광동5가 16번지 11호","부산광역시 중구 동광길93번길 5 (동광동5가)","600025","대동맨션내","20220513151319","U","2022-05-15 02:40:00.0","","385386.910670474","180576.24477204","부산광역시 중구 동광동5가 16번지 11호","정부지원시설","대동맨션내","",
"4","민방위급수시설","11_46_01_P","3250000","3250000-E200100003","20010411","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 중구 부평동3가 62번지 13호","부산광역시 중구 흑교로17번길 7-1 (부평동3가)","600809","해림목욕탕","20211025171351","U","2021-10-27 02:40:00.0","","384506.317967696","179855.018384751","부산광역시 중구 부평동3가 62번지 13호","민간시설","해림목욕탕","",
"5","민방위급수시설","11_46_01_P","3250000","3250000-E199500001","19950322","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 중구 보수동2가 64번지 1호","부산광역시 중구 보수대로124번길 24-2 (보수동2가)","600082","청소년문화의집","20200119152114","U","2020-01-21 02:40:00.0","","384343.646038637","180387.92541197","부산광역시 중구 보수동2가 64번지 1호","자치단체자체시설","청소년문화의집","",
"6","민방위급수시설","11_46_01_P","3250000","3250000-E199500002","19950322","","01","영업/정상","18","사용중","","","","","","300","","부산광역시 중구 부평동1가 30번지 27호","부산광역시 중구 중구로29번길 23 (부평동1가)","600804","부평동주민센터","20211025171331","U","2021-10-27 02:40:00.0","","384712.851243526","179798.592169711","부산광역시 중구 부평동1가 30번지 27호","자치단체자체시설","부평동주민센터","",
"7","민방위급수시설","11_46_01_P","3250000","3250000-E200100001","20010411","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 중구 대청동1가 48번지","부산광역시 중구 용두산길 9 (대청동1가)","600091","천주교부산중앙성당","20220127172444","U","2022-01-29 02:40:00.0","","385208.188973955","180002.98117656","부산광역시 중구 대청동1가 48번지","민간시설","천주교부산중앙성당","",
"8","민방위급수시설","11_46_01_P","3250000","3250000-E200100002","20010411","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 중구 보수동1가 41번지 1호","부산광역시 중구 법수길 72","600803","대림에이스타운","20200119152220","U","2020-01-21 02:40:00.0","","384593.376750584","180502.719901517","부산광역시 중구 보수동1가 41번지 1호","민간시설","대림에이스타운","",
"9","민방위급수시설","11_46_01_P","3250000","3250000-E197700001","19771231","","01","영업/정상","18","사용중","","","","","","30","","부산광역시 중구 영주동 582번지 2호","부산광역시 중구 대영로226번길 15 (봉래초등학교)","48922","봉래초등학교","20220512174738","U","2022-05-14 02:40:00.0","","385550.446053142","181051.042253247","부산광역시 중구 영주동 582번지 2호","정부지원시설","봉래초등학교","",
"10","민방위급수시설","11_46_01_P","3260000","3260000-E198000004","19801220","","01","영업/정상","18","사용중","","","","","","102","","부산광역시 서구 토성동4가 2번지 3호","부산광역시 서구 구덕로 120 (토성동4가, 서구청)","49247","서구청비상급수시설","20201119143125","U","2020-11-21 02:40:00.0","","384477.310172555","179485.36680469","부산광역시 서구 토성동4가 2번지 3호","정부지원시설","서구청비상급수시설","",
"11","민방위급수시설","11_46_01_P","3260000","3260000-E200200008","20020208","","01","영업/정상","18","사용중","","","","","","95","","부산광역시 서구 서대신동3가 147번지 2호","부산광역시 서구 꽃마을로 24 (서대신동3가, 다비다모자원 영락어린이집)","49203","다비다모자원","20201120154157","U","2020-11-22 02:40:00.0","","383446.105501817","181570.224479432","부산광역시 서구 서대신동3가 147번지 2호","정부지원시설","다비다모자원","",
"12","민방위급수시설","11_46_01_P","3260000","3260000-E198400002","19841130","","01","영업/정상","18","사용중","","","","","","40","","부산광역시 서구 동대신동3가 1번지 28호","부산광역시 서구 망양로111번길 65 (동대신동3가, 경남고등학교)","49201","경남고등학교","20201120143606","U","2020-11-22 02:40:00.0","","384145.499255248","182076.187073444","부산광역시 서구 동대신동3가 1번지 28호","정부지원시설","경남고등학교","",
"13","민방위급수시설","11_46_01_P","3260000","3260000-E199700002","19970218","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 서구 토성동3가 12번지","부산광역시 서구 까치고개로229번길 7 (토성동3가, 경남중학교)","49224","경남중학교","20201120153851","U","2020-11-22 02:40:00.0","","384153.105863025","179800.175297163","부산광역시 서구 토성동3가 12번지","정부지원시설","경남중학교","",
"14","민방위급수시설","11_46_01_P","3260000","3260000-E199500006","19950501","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 서구 동대신동3가 315번지","부산광역시 서구 대영로85번길 81-19 (동신초등학교)","49212","동신초등학교","20201120153802","U","2020-11-22 02:40:00.0","","383895.393554491","181314.580317609","부산광역시 서구 동대신동3가 315번지","자치단체자체시설","동신초등학교","",
"15","민방위급수시설","11_46_01_P","3260000","3260000-E198800004","19880620","","01","영업/정상","18","사용중","","","","","","421","","부산광역시 서구 동대신동3가 1번지 22호","부산광역시 서구 대신공원로 26 (동대신동3가, 동아대학교병원)","49201","동아대병원","20201120144242","U","2020-11-22 02:40:00.0","","383898.91114891","182014.846889314","부산광역시 서구 동대신동3가 1번지 22호","공공시설","동아대병원","",
"16","민방위급수시설","11_46_01_P","3260000","3260000-E201200002","20120903","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 서구 서대신동3가 161번지 13호","부산광역시 서구 꽃마을로 43-0 (서대신동3가)","","남성한빛아파트","20201120154329","U","2020-11-22 02:40:00.0","","383259.412069714","181678.653570702","부산광역시 서구 서대신동3가 161번지 13호","민간시설","남성한빛아파트","",
"17","민방위급수시설","11_46_01_P","3260000","3260000-E201200003","20120903","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 서구 서대신동3가 694번지 1호","부산광역시 서구 대티로 159-0 (서대신동3가)","","협성르네상스","20201120154408","U","2020-11-22 02:40:00.0","","383176.906835168","181175.027825949","부산광역시 서구 서대신동3가 694번지 1호","민간시설","협성르네상스","",
"18","민방위급수시설","11_46_01_P","3260000","3260000-E199700004","19970121","","01","영업/정상","18","사용중","","","","","","200","","부산광역시 서구 부용동2가 11번지","부산광역시 서구 고운들로 12 (부용동2가, 부민초등학교)","49233","부민초등학교","20201120153957","U","2020-11-22 02:40:00.0","","384059.136007074","180458.235372798","부산광역시 서구 부용동2가 11번지","공공시설","부민초등학교","",
"19","민방위급수시설","11_46_01_P","3260000","3260000-E199700005","19970121","","01","영업/정상","18","사용중","","","","","","400","","부산광역시 서구 부용동1가 66번지 1호","부산광역시 서구 보수대로 105-1 (부용동1가, 한웅레포츠)","49223","한웅레포츠","20201120154032","U","2020-11-22 02:40:00.0","","384193.465647996","180347.461227876","부산광역시 서구 부용동1가 66번지 1호","민간시설","한웅레포츠","",
"20","민방위급수시설","11_46_01_P","3260000","3260000-E199700007","19970121","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 서구 부용동1가 65번지 1호","부산광역시 서구 보수대로 111 (부용동1가)","","동아빌딩","20201120154117","U","2020-11-22 02:40:00.0","","384208.078079032","180375.229852642","부산광역시 서구 부용동1가 65번지 1호","민간시설","동아빌딩","",
"21","민방위급수시설","11_46_01_P","3260000","3260000-E201000001","20101201","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 서구 남부민동 523번지 53호","부산광역시 서구 충무대로 134 (남부민동)","","송도해수피아","20201120154246","U","2020-11-22 02:40:00.0","","384659.337991748","177808.202125354","부산광역시 서구 남부민동 523번지 53호","민간시설","송도해수피아","",
"22","민방위급수시설","11_46_01_P","3260000","3260000-E199000002","19901228","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 서구 동대신동2가 75번지 2호","부산광역시 서구 보수대로 202-6 (동대신동2가, 부산서여자고등학교)","49215","서여자고등학교","20201120144538","U","2020-11-22 02:40:00.0","","384246.113504058","181236.963240738","부산광역시 서구 동대신동2가 75번지 2호","정부지원시설","서여자고등학교","",
"23","민방위급수시설","11_46_01_P","3260000","3260000-E199500004","19950501","","01","영업/정상","18","사용중","","","","","","280","","부산광역시 서구 부용동1가 22번지 1호","부산광역시 서구 구덕로250번길 6 (부용동1가)","49223","구_부용동사무소","20201120144633","U","2020-11-22 02:40:00.0","","384152.19409255","180500.388998056","부산광역시 서구 부용동1가 22번지 1호","자치단체자체시설","구_부용동사무소","",
"24","민방위급수시설","11_46_01_P","3260000","3260000-E199500005","19950501","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 서구 동대신동1가 348번지","부산광역시 서구 대영로86번길 56 (화랑초등학교)","49222","화랑초등학교","20201120153634","U","2020-11-22 02:40:00.0","","384201.972894808","180683.819459445","부산광역시 서구 동대신동1가 348번지","자치단체자체시설","화랑초등학교","",
"25","민방위급수시설","11_46_01_P","3260000","3260000-E198700002","19870320","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 서구 동대신동1가 381번지 1호","부산광역시 서구 구덕로 266 (동대신동1가)","49222","서부교회","20201120144003","U","2020-11-22 02:40:00.0","","384100.44563522","180676.951517915","부산광역시 서구 동대신동1가 381번지 1호","공공시설","서부교회","",
"26","민방위급수시설","11_46_01_P","3260000","3260000-E198800005","19880316","","01","영업/정상","18","사용중","","","","","","60","","부산광역시 서구 서대신동3가 246번지","부산광역시 서구 구덕로345번길 12 (서대신동3가)","49226","정법사(구_대신학원)","20201120144423","U","2020-11-22 02:40:00.0","","383600.719665141","181329.493813297","부산광역시 서구 서대신동3가 246번지","공공시설","정법사(구_대신학원)","",
"27","민방위급수시설","11_46_01_P","3260000","3260000-E201200004","20120903","","01","영업/정상","18","사용중","","","","","","85","","부산광역시 서구 암남동 354번지 1호","부산광역시 서구 충무대로 8 (암남동, 기산비치타운)","49269","기산비치타운","20201120155441","U","2020-11-22 02:40:00.0","","383870.474584095","177147.052622728","부산광역시 서구 암남동 354번지 1호","민간시설","기산비치타운","",
"28","민방위급수시설","11_46_01_P","3260000","3260000-E201200005","20120903","","01","영업/정상","18","사용중","","","","","","450","","부산광역시 서구 서대신동3가 210번지 3호","부산광역시 서구 대신로 150 (서대신동3가)","","부산국민체육센터","20201120160823","U","2020-11-22 02:40:00.0","","383691.385193494","181662.993725678","부산광역시 서구 서대신동3가 210번지 3호","공공시설","부산국민체육센터","",
"29","민방위급수시설","11_46_01_P","3270000","3270000-E201900001","20190430","","01","영업/정상","18","사용중","","","","","","72","","부산광역시 동구 수정동 1163번지 3호","부산광역시 동구 망양로 733-1 (수정동, 청하탕)","48712","청하탕","20210309132719","U","2021-03-11 02:40:00.0","","385949.296455771","183081.361573115","부산광역시 동구 수정동 1163번지 3호","민간시설","청하탕","",
"30","민방위급수시설","11_46_01_P","3270000","3270000-E201900002","20191024","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 동구 초량동 824번지 29호","부산광역시 동구 초량로75번길 6 (초량동)","48806","구봉탕","20210309132734","U","2021-03-11 02:40:00.0","","385371.346890152","181997.559380738","부산광역시 동구 초량동 824번지 29호","민간시설","구봉탕","",
"31","민방위급수시설","11_46_01_P","3270000","3270000-E199500002","19950322","","01","영업/정상","18","사용중","","","","","","200","","부산광역시 동구 초량동 994번지 13호","부산광역시 동구 초량상로 49 (초량초등학교)","48811","초량초등학교","20210309134049","U","2021-03-11 02:40:00.0","","385574.061747413","181584.082028104","부산광역시 동구 초량동 994번지 13호","자치단체자체시설","초량초등학교","",
"32","민방위급수시설","11_46_01_P","3270000","3270000-E197600001","19760101","","01","영업/정상","18","사용중","","","","","","26","","부산광역시 동구 초량동 477번지 2호","부산광역시 동구 중앙대로209번길 10-19 (초량동)","48816","서울모텔","20210412171742","U","2021-04-14 02:40:00.0","","385889.801218691","181652.749809481","부산광역시 동구 초량동 477번지 2호","민간시설","서울모텔","",
"33","민방위급수시설","11_46_01_P","3270000","3270000-E199500003","19950322","","01","영업/정상","18","사용중","","","","","","200","","부산광역시 동구 초량동 773번지 2호","부산광역시 동구 초량로40번길 29 (초량동, 부산중학교)","48802","부산중학교","20210309132500","U","2021-03-11 02:40:00.0","","385655.914567957","182286.442929","부산광역시 동구 초량동 773번지 2호","자치단체자체시설","부산중학교","",
"34","민방위급수시설","11_46_01_P","3270000","3270000-E199100003","19910101","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 동구 수정동 1175번지 6호","부산광역시 동구 망양로685번길 18 (수정동)","48714","백초탕","20220608142417","U","2022-06-10 02:40:00.0","","385869.917487254","182783.74010579","부산광역시 동구 수정동 1175번지 6호","민간시설","백초탕","",
"35","민방위급수시설","11_46_01_P","3270000","3270000-E200100001","20010101","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 동구 초량동 824번지 168호","부산광역시 동구 초량로75번길 23 (초량동)","48806","대성탕","20210309132548","U","2021-03-11 02:40:00.0","","385319.486904057","181913.589199019","부산광역시 동구 초량동 824번지 168호","민간시설","대성탕","",
"36","민방위급수시설","11_46_01_P","3270000","3270000-E198500001","19850401","","01","영업/정상","18","사용중","","","","","","76","","부산광역시 동구 좌천동 682번지 1호","부산광역시 동구 중앙대로 401 (좌천동, 봉생병원)","48775","봉생병원","20210412171925","U","2021-04-14 02:40:00.0","","386826.352832801","183250.094671532","부산광역시 동구 좌천동 682번지 1호","민간시설","봉생병원","",
"37","민방위급수시설","11_46_01_P","3270000","3270000-E200800001","20080321","","01","영업/정상","18","사용중","","","","","","72","","부산광역시 동구 수정동 1178번지 62호","부산광역시 동구 수정공원상로 80-3 (수정동)","48711","김상연시설","20210309170629","U","2021-03-11 02:40:00.0","","385762.124706131","182935.611654563","부산광역시 동구 수정동 1178번지 62호","민간시설","김상연시설","",
"38","민방위급수시설","11_46_01_P","3270000","3270000-E200900001","20090220","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 동구 초량동 308번지 9호","부산광역시 동구 중앙대로231번길 29-1 (초량동)","48815","하나수영장","20210309140129","U","2021-03-11 02:40:00.0","","385839.807944514","181797.110142304","부산광역시 동구 초량동 308번지 9호","민간시설","하나수영장","",
"39","민방위급수시설","11_46_01_P","3270000","3270000-E199500004","19950501","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 동구 수정동 1048번지 689호","부산광역시 동구 홍곡남로 29 (부산서중학교)","48799","부산서중학교","20210309134424","U","2021-03-11 02:40:00.0","","385589.898739648","182579.308711951","부산광역시 동구 수정동 1048번지 689호","자치단체자체시설","부산서중학교","",
"40","민방위급수시설","11_46_01_P","3270000","3270000-E199000002","19901030","","01","영업/정상","18","사용중","","","","","","68","","부산광역시 동구 초량동 331번지","부산광역시 동구 중앙대로229번길 12 (초량동)","48815","태아장","20210412171757","U","2021-04-14 02:40:00.0","","385914.144541866","181746.862719276","부산광역시 동구 초량동 331번지","민간시설","태아장","",
"41","민방위급수시설","11_46_01_P","3270000","3270000-E198900002","19891219","","01","영업/정상","18","사용중","","","","","","66","","부산광역시 동구 좌천동 888번지","부산광역시 동구 증산서로18번길 3 (좌천동)","601825","이성호시설","20210412171936","U","2021-04-14 02:40:00.0","","386654.714424811","183811.551214194","부산광역시 동구 좌천동 888번지","민간시설","이성호시설","",
"42","민방위급수시설","11_46_01_P","3270000","3270000-E201400001","20140218","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 동구 범일동 1315번지 3호","부산광역시 동구 범곡로 15 (범일동)","","옛골맑은물목욕탕","20210309132646","U","2021-03-11 02:40:00.0","","387289.752092476","184201.935620451","부산광역시 동구 범일동 1315번지 3호","민간시설","옛골맑은물목욕탕","",
"43","민방위급수시설","11_46_01_P","3270000","3270000-E199100001","19910619","","01","영업/정상","18","사용중","","","","","","72","","부산광역시 동구 초량동 505번지 1호","부산광역시 동구 초량로13번길 77 (초량동)","48816","귀빈모텔","20210309140154","U","2021-03-11 02:40:00.0","","385793.14532688","181523.35028025","부산광역시 동구 초량동 505번지 1호","민간시설","귀빈모텔","",
"44","민방위급수시설","11_46_01_P","3270000","3270000-E199100002","19910503","","01","영업/정상","18","사용중","","","","","","96","","부산광역시 동구 수정동 1169번지 9호","부산광역시 동구 수정공원상로 2 (수정동)","48711","동네탕","20210412171840","U","2021-04-14 02:40:00.0","","385976.296968998","182959.727431476","부산광역시 동구 수정동 1169번지 9호","민간시설","동네탕","",
"45","민방위급수시설","11_46_01_P","3270000","3270000-E198900001","19891207","","01","영업/정상","18","사용중","","","","","","72","","부산광역시 동구 수정동 1178번지 53호","부산광역시 동구 수정공원상로20번가길 22 (낙원주택)","48711","낙원주택","20210412171724","U","2021-04-14 02:40:00.0","","385691.320569021","182900.472611057","부산광역시 동구 수정동 1178번지 53호","민간시설","낙원주택","",
"46","민방위급수시설","11_46_01_P","3270000","3270000-E200100002","20010302","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 동구 범일동 1430번지 14호","부산광역시 동구 성북로 56 (범일동)","48761","목화탕","20210309132601","U","2021-03-11 02:40:00.0","","386651.165392785","184099.401739334","부산광역시 동구 범일동 1430번지 14호","민간시설","목화탕","",
"47","민방위급수시설","11_46_01_P","3270000","3270000-E201600001","19950331","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 동구 수정동 518번지 30호","부산광역시 동구 수성로 15-1 (수정동)","48705","수정5동시설","20210309134134","U","2021-03-11 02:40:00.0","","386032.414879266","183578.469479186","부산광역시 동구 수정동 518번지 30호","자치단체자체시설","수정5동시설","",
"48","민방위급수시설","11_46_01_P","3270000","3270000-E199700004","19970501","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 동구 수정동 593번지 2호","부산광역시 동구 수정공원로 97 (수정동, 수정그린빌라)","48708","수정그린빌라","20210412171913","U","2021-04-14 02:40:00.0","","385913.474879538","183530.697423763","부산광역시 동구 수정동 593번지 2호","민간시설","수정그린빌라","",
"49","민방위급수시설","11_46_01_P","3270000","3270000-E199000004","19901201","","01","영업/정상","18","사용중","","","","","","115","","부산광역시 동구 수정동 579번지 1호","부산광역시 동구 망양로 792 (수정동)","48776","억수탕","20210309134154","U","2021-03-11 02:40:00.0","","386116.078441486","183506.984673002","부산광역시 동구 수정동 579번지 1호","민간시설","억수탕","",
"50","민방위급수시설","11_46_01_P","3270000","3270000-E198400001","19840101","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 동구 초량동 646번지 3호","부산광역시 동구 홍곡로 31 (초량동)","48800","은하탕","20210412171814","U","2021-04-14 02:40:00.0","","385824.612776243","182318.098624358","부산광역시 동구 초량동 646번지 3호","민간시설","은하탕","",
"51","민방위급수시설","11_46_01_P","3270000","3270000-E198200001","19821217","","01","영업/정상","18","사용중","","","","","","60","","부산광역시 동구 수정동 1043번지 52호","부산광역시 동구 홍곡남로 6 (수정동)","48786","동신탕","20210412171826","U","2021-04-14 02:40:00.0","","385874.596670824","182509.08623689","부산광역시 동구 수정동 1043번지 52호","민간시설","동신탕","",
"52","민방위급수시설","11_46_01_P","3280000","3280000-E201900001","20190611","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 영도구 대교동2가 71번지","부산광역시 영도구 태종로 85 (대교동2가, 영도병원)","49036","영도병원","20220221152948","U","2022-02-23 02:40:00.0","","386006.127048529","178918.916618963","부산광역시 영도구 대교동2가 71번지","정부지원시설","영도병원","",
"53","민방위급수시설","11_46_01_P","3280000","3280000-E200200003","20020729","","01","영업/정상","18","사용중","","","","","","110","","부산광역시 영도구 신선동1가 271번지 4호","부산광역시 영도구 중복4길 29 (신선동1가)","606051","신선동체육공원","20220221154455","U","2022-02-23 02:40:00.0","","386811.102387621","178577.321405023","부산광역시 영도구 신선동1가 271번지 4호","정부지원시설","신선동체육공원","",
"54","민방위급수시설","11_46_01_P","3280000","3280000-E199800001","19981118","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 영도구 동삼동 510번지 30호","부산광역시 영도구 중리로 35 (동삼동)","49118","푸른공원","20220221154018","U","2022-02-23 02:40:00.0","","388553.378033777","176951.111533566","부산광역시 영도구 동삼동 510번지 30호","정부지원시설","푸른공원","",
"55","민방위급수시설","11_46_01_P","3280000","3280000-E198000001","19801219","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 영도구 동삼동 986번지 15호","부산광역시 영도구 태종로 819 (동삼동, 신한여객자동차(주))","49127","신한여객","20200319175651","U","2020-03-21 02:40:00.0","","389796.131089531","175800.432633631","부산광역시 영도구 동삼동 986번지 15호","정부지원시설","신한여객","",
"56","민방위급수시설","11_46_01_P","3280000","3280000-E198800001","19881213","","01","영업/정상","18","사용중","","","","","","161","","부산광역시 영도구 동삼동 656번지","부산광역시 영도구 절영로 504 (동삼동)","606756","조양아파트","20220221153633","U","2022-02-23 02:40:00.0","","388906.362235294","176697.577167316","부산광역시 영도구 동삼동 656번지","자치단체자체시설","조양아파트","",
"57","민방위급수시설","11_46_01_P","3280000","3280000-E200100002","20011228","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 영도구 청학동 468번지 359호","부산광역시 영도구 해돋이2길 308 (청학동)","49032","해돋이마을","20220221153045","U","2022-02-23 02:40:00.0","","387365.68564558","178652.912292036","부산광역시 영도구 청학동 468번지 359호","자치단체자체시설","해돋이마을","",
"58","민방위급수시설","11_46_01_P","3280000","3280000-E199500001","19950302","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 영도구 신선동1가 100번지","부산광역시 영도구 꿈나무길 41 (신선동1가, 영도초등학교)","49061","영도초등학교","20220221154328","U","2022-02-23 02:40:00.0","","386524.673353839","178692.708383233","부산광역시 영도구 신선동1가 100번지","자치단체자체시설","영도초등학교","",
"59","민방위급수시설","11_46_01_P","3280000","3280000-E199500003","19950411","","01","영업/정상","18","사용중","","","","","","220","","부산광역시 영도구 청학동 71번지 1호","부산광역시 영도구 태종로422번길 51 (청학동, 청동초등학교)","49088","청동초등학교","20220120091144","U","2022-01-22 02:40:00.0","","388426.94724919","178495.651726481","부산광역시 영도구 청학동 71번지 1호","자치단체자체시설","청동초등학교","",
"60","민방위급수시설","11_46_01_P","3280000","3280000-E199600002","19960304","","01","영업/정상","18","사용중","","","","","","36","","부산광역시 영도구 신선동2가 177번지 7호","부산광역시 영도구 중복길 306 (샛별아파트)","49075","샛별아파트","20220221154438","U","2022-02-23 02:40:00.0","","386627.520494055","178097.18193573","부산광역시 영도구 신선동2가 177번지 7호","민간시설","샛별아파트","",
"61","민방위급수시설","11_46_01_P","3280000","3280000-E199000001","19901231","","01","영업/정상","18","사용중","","","","","","85","","부산광역시 영도구 동삼동 592번지","부산광역시 영도구 중리북로 5 (동삼동)","606809","부산남고등학교","20220221153649","U","2022-02-23 02:40:00.0","","388372.044910783","176475.18415396","부산광역시 영도구 동삼동 592번지","공공시설","부산남고등학교","",
"62","민방위급수시설","11_46_01_P","3280000","3280000-E199000002","19901231","","01","영업/정상","18","사용중","","","","","","240","","부산광역시 영도구 동삼동 516번지 36호","부산광역시 영도구 와치로 194 (동삼동, 고신대학교)","49104","고신대Ⅰ","20220221153704","U","2022-02-23 02:40:00.0","","388059.83406867","177638.283718713","부산광역시 영도구 동삼동 516번지 36호","공공시설","고신대Ⅰ","",
"63","민방위급수시설","11_46_01_P","3280000","3280000-E199300005","19931231","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 영도구 동삼동 57번지","부산광역시 영도구 절영로490번길 8-22 (동삼동, 해동중학교)","49123","해동중학교","20220221153823","U","2022-02-23 02:40:00.0","","388702.109679643","176477.566378231","부산광역시 영도구 동삼동 57번지","공공시설","해동중학교","",
"64","민방위급수시설","11_46_01_P","3280000","3280000-E199600003","19961231","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 영도구 동삼동 516번지 36호","부산광역시 영도구 와치로 194 (고신대학교)","49104","고신대Ⅱ","20220221153719","U","2022-02-23 02:40:00.0","","388059.83406867","177638.283718713","부산광역시 영도구 동삼동 516번지 36호","공공시설","고신대Ⅱ","",
"65","민방위급수시설","11_46_01_P","3280000","3280000-E199500007","19950331","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 영도구 신선동2가 181번지 30호","부산광역시 영도구 중복길 268 (영광그린파크)","49075","영광그린파크","20220221154400","U","2022-02-23 02:40:00.0","","386676.384107915","178043.391352143","부산광역시 영도구 신선동2가 181번지 30호","민간시설","영광그린파크","",
"66","민방위급수시설","11_46_01_P","3280000","3280000-E199400004","19941231","","01","영업/정상","18","사용중","","","","","","74","","부산광역시 영도구 청학동 62번지 60호","부산광역시 영도구 태종로 428 (청학동, 한라청학아파트)","49088","한라아파트","20220221153124","U","2022-02-23 02:40:00.0","","388500.162946504","178645.339696286","부산광역시 영도구 청학동 62번지 60호","민간시설","한라아파트","",
"67","민방위급수시설","11_46_01_P","3280000","3280000-E199600007","19961231","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 영도구 동삼동 510번지 31호","부산광역시 영도구 중리로 27 (동삼동)","","오상탕","20220221154034","U","2022-02-23 02:40:00.0","","388579.04911995","176876.426685795","부산광역시 영도구 동삼동 510번지 31호","민간시설","오상탕","",
"68","민방위급수시설","11_46_01_P","3280000","3280000-E199600008","19960831","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 영도구 동삼동 510번지 27호","부산광역시 영도구 와치로 266 (동삼동, 영도벽산비치타운)","49115","벽산아파트","20200610171727","U","2020-06-12 02:40:00.0","","388701.801553182","177051.003466127","부산광역시 영도구 동삼동 510번지 27호","민간시설","벽산아파트","",
"69","민방위급수시설","11_46_01_P","3280000","3280000-E199000003","19901130","","01","영업/정상","18","사용중","","","","","","40","","부산광역시 영도구 동삼동 1123번지","부산광역시 영도구 상리로 1 (동삼동, 동삼그린힐아파트)","49089","동삼그린힐아파트","20200610171235","U","2020-06-12 02:40:00.0","","388577.664510255","178279.998453376","부산광역시 영도구 동삼동 1123번지","민간시설","동삼그린힐아파트","",
"70","민방위급수시설","11_46_01_P","3280000","3280000-E199400008","19941231","","01","영업/정상","18","사용중","","","","","","95","","부산광역시 영도구 동삼동 1123번지 7호","부산광역시 영도구 상리로 35 (동삼동)","49089","대광탕","20220221154157","U","2022-02-23 02:40:00.0","","388546.159102348","178137.194669113","부산광역시 영도구 동삼동 1123번지 7호","민간시설","대광탕","",
"71","민방위급수시설","11_46_01_P","3280000","3280000-E199200006","19921230","","01","영업/정상","18","사용중","","","","","","180","","부산광역시 영도구 영선동4가 245번지 1호","부산광역시 영도구 남항새싹길 79 (영선동4가, 영도대원아파트)","49078","대원아파트","20210705131803","U","2021-07-07 02:40:00.0","","386284.315674476","177801.686463325","부산광역시 영도구 영선동4가 245번지 1호","자치단체자체시설","대원아파트","",
