"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","비상시설위치","시설구분명","시설명건물명","해제일자",
"115","민방위급수시설","11_46_01_P","3290000","3290000-E199600008","19960312","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 부산진구 연지동 50번지 6호","부산광역시 부산진구 동평로291번길 30 (연지동)","614788","연지화인아파트","20200324104515","U","2020-03-26 02:40:00.0","","387489.78325928","187958.153019083","부산광역시 부산진구 연지동 50번지 6호","민간시설","연지화인아파트","",
"116","민방위급수시설","11_46_01_P","3290000","3290000-E200700005","20071108","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 당감동 177번지 1호","부산광역시 부산진구 당감로 17 (당감동)","614757","삼익아파트","20200324105720","U","2020-03-26 02:40:00.0","","385681.024112217","186728.150348704","부산광역시 부산진구 당감동 177번지 1호","민간시설","삼익아파트","",
"117","민방위급수시설","11_46_01_P","3290000","3290000-E201100005","20110323","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 부산진구 당감동 614번지 12호","부산광역시 부산진구 백양관문로 60 (당감동)","614822","영동자동차학원","20200324110609","U","2020-03-26 02:40:00.0","","384889.427891914","186995.214878684","부산광역시 부산진구 당감동 614번지 12호","민간시설","영동자동차학원","",
"118","민방위급수시설","11_46_01_P","3290000","3290000-E201100007","20110401","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 부산진구 부전동 404번지 5호","부산광역시 부산진구 서면문화로 48 (부전동)","614849","부용온천","20200324110715","U","2020-03-26 02:40:00.0","","387227.835081613","186625.429003232","부산광역시 부산진구 부전동 404번지 5호","민간시설","부용온천","",
"119","민방위급수시설","11_46_01_P","3290000","3290000-E201100010","20110323","","01","영업/정상","18","사용중","","","","","","35","","부산광역시 부산진구 범천동 1239번지 61호","부산광역시 부산진구 신암로83번길 36 (범천동)","614831","필우탕","20200324110816","U","2020-03-26 02:40:00.0","","386903.042065611","185127.294957082","부산광역시 부산진구 범천동 1239번지 61호","민간시설","필우탕","",
"120","민방위급수시설","11_46_01_P","3290000","3290000-E201100011","20110323","","01","영업/정상","18","사용중","","","","","","36","","부산광역시 부산진구 범천동 1137번지 1호","부산광역시 부산진구 신암로135번가길 13 (범천동)","47344","양지탕","20200324110843","U","2020-03-26 02:40:00.0","","386570.920134173","185591.526829305","부산광역시 부산진구 범천동 1137번지 1호","민간시설","양지탕","",
"121","민방위급수시설","11_46_01_P","3290000","3290000-E201100013","20110323","","01","영업/정상","18","사용중","","","","","","60","","부산광역시 부산진구 범천동 1090번지 26호","부산광역시 부산진구 엄광로 363 (범천동)","47342","본원사","20200324110928","U","2020-03-26 02:40:00.0","","386519.69179134","185795.401867943","부산광역시 부산진구 범천동 1090번지 26호","민간시설","본원사","",
"122","민방위급수시설","11_46_01_P","3290000","3290000-E201100014","20110323","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 부산진구 전포동 485번지 33호","부산광역시 부산진구 진남로328번길 52 (전포동)","614863","효림원","20200324110959","U","2020-03-26 02:40:00.0","","388929.745722408","185810.875996826","부산광역시 부산진구 전포동 485번지 33호","민간시설","효림원","",
"123","민방위급수시설","11_46_01_P","3290000","3290000-E201100021","20110323","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 부산진구 범전동 9번지 48호","부산광역시 부산진구 양성로 12 (범전동)","614824","동원탕","20200324111249","U","2020-03-26 02:40:00.0","","388088.526793324","187343.455713124","부산광역시 부산진구 범전동 9번지 48호","민간시설","동원탕","",
"124","민방위급수시설","11_46_01_P","3290000","3290000-E199500030","19950210","","01","영업/정상","18","사용중","","","","","","36","","부산광역시 부산진구 가야동 611번지 5호","부산광역시 부산진구 가야대로510번길 78 (가야동, 일산주택)","47381","일산아파트","20200324104245","U","2020-03-26 02:40:00.0","","384732.200790685","185277.0535566","부산광역시 부산진구 가야동 611번지 5호","민간시설","일산아파트","",
"125","민방위급수시설","11_46_01_P","3290000","3290000-E199500004","19950102","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 개금동 19번지 2호","부산광역시 부산진구 개금본동로 34","614809","현대아파트","20220627095126","U","2022-06-29 02:40:00.0","","384219.26542912","186418.353179034","부산광역시 부산진구 개금동 19번지 2호","민간시설","현대아파트","",
"126","민방위급수시설","11_46_01_P","3290000","3290000-E199200001","19920101","","01","영업/정상","18","사용중","","","","","","200","","부산광역시 부산진구 개금동 산 57번지 9호","부산광역시 부산진구 복지로 117-2 (개금동)","47397","부산진구종합사회복지관","20210225103938","U","2021-02-27 02:40:00.0","","383990.416550416","184480.066238694","부산광역시 부산진구 개금동 산 57번지 9호","자치단체자체시설","부산진구종합사회복지관","",
"127","민방위급수시설","11_46_01_P","3290000","3290000-E199500023","19950529","","01","영업/정상","18","사용중","","","","","","60","","부산광역시 부산진구 당감동 659번지 1호","부산광역시 부산진구 백양순환로35번길 43 (당감동)","614823","태우아파트","20200324103506","U","2020-03-26 02:40:00.0","","385072.790501671","187254.361380622","부산광역시 부산진구 당감동 659번지 1호","민간시설","태우아파트","",
"128","민방위급수시설","11_46_01_P","3290000","3290000-E201100001","20110323","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 부산진구 개금동 633번지 204호","부산광역시 부산진구 진사로 91 (개금동)","614812","영남통운","20200324105935","U","2020-03-26 02:40:00.0","","383739.018828901","184551.308163598","부산광역시 부산진구 개금동 633번지 204호","민간시설","영남통운","",
"129","민방위급수시설","11_46_01_P","3290000","3290000-E201100003","20110323","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 부산진구 당감동 83번지 7호","부산광역시 부산진구 가야대로691번길 40-32 (당감동)","614816","별자콩나물","20210503101340","U","2021-05-05 02:40:00.0","","386251.611274105","186225.423977964","부산광역시 부산진구 당감동 83번지 7호","민간시설","별자콩나물","",
"130","민방위급수시설","11_46_01_P","3290000","3290000-E199400009","19941105","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 양정동 503번지 42호","부산광역시 부산진구 범양로 124 (양정동)","614858","한일탕","20200323173801","U","2020-03-25 02:40:00.0","","388130.052275517","188048.984442333","부산광역시 부산진구 양정동 503번지 42호","민간시설","한일탕","",
"131","민방위급수시설","11_46_01_P","3290000","3290000-E200600006","20060119","","01","영업/정상","18","사용중","","","","","","36","","부산광역시 부산진구 개금동 53번지 1호","부산광역시 부산진구 백양대로208번길 25","614810","주공1단지","20220627095046","U","2022-06-29 02:40:00.0","","384555.581134366","186355.654831571","부산광역시 부산진구 개금동 53번지 1호","민간시설","주공1단지","",
"132","민방위급수시설","11_46_01_P","3290000","3290000-E199500019","19950420","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 부산진구 연지동 238번지 4호","부산광역시 부산진구 연지로 29 (연지동)","614861","연지초등학교","20200324103345","U","2020-03-26 02:40:00.0","","386900.372418003","187816.242316715","부산광역시 부산진구 연지동 238번지 4호","자치단체자체시설","연지초등학교","",
"133","민방위급수시설","11_46_01_P","3290000","3290000-E200800002","20080716","","01","영업/정상","18","사용중","","","","","","65","","부산광역시 부산진구 전포동 555번지 5호","부산광역시 부산진구 전포대로306번길 12 (전포동, 정우오피스텔)","47236","정우오피스텔","20200324105838","U","2020-03-26 02:40:00.0","","388163.876294624","187051.300508117","부산광역시 부산진구 전포동 555번지 5호","민간시설","정우오피스텔","",
"134","민방위급수시설","11_46_01_P","3290000","3290000-E199500016","19950101","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 부산진구 개금동 608번지 3호","부산광역시 부산진구 냉정로161번길 6 (개금동)","614814","개금천사어린이집","20210208144231","U","2021-02-10 02:40:00.0","","383811.355556192","185291.093475564","부산광역시 부산진구 개금동 608번지 3호","정부지원시설","개금천사어린이집","",
"135","민방위급수시설","11_46_01_P","3290000","3290000-E199300005","19930401","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 초읍동 322번지 1호","부산광역시 부산진구 성지곡로 60 (초읍동)","614873","대진아파트","20200323173614","U","2020-03-25 02:40:00.0","","386621.474685087","189490.022575308","부산광역시 부산진구 초읍동 322번지 1호","민간시설","대진아파트","",
"136","민방위급수시설","11_46_01_P","3290000","3290000-E201100016","20110323","","01","영업/정상","18","사용중","","","","","","97","","부산광역시 부산진구 부암동 117번지 24호","부산광역시 부산진구 신천대로204번길 19-5 (부암동)","614836","성암탕","20200324111028","U","2020-03-26 02:40:00.0","","386819.525115763","186510.730557129","부산광역시 부산진구 부암동 117번지 24호","민간시설","성암탕","",
"137","민방위급수시설","11_46_01_P","3290000","3290000-E201100009","20110401","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 부산진구 부전동 122번지 1호","부산광역시 부산진구 중앙대로756번길 18-10 (부전동)","614844","삼성비치타운","20200324110740","U","2020-03-26 02:40:00.0","","387768.068297308","186363.941690518","부산광역시 부산진구 부전동 122번지 1호","민간시설","삼성비치타운","",
"138","민방위급수시설","11_46_01_P","3290000","3290000-E199500017","19950323","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 부산진구 전포동 188번지 3호","부산광역시 부산진구 진남로373번길 41 (전포동)","47240","부흥경로당","20200323175144","U","2020-03-25 02:40:00.0","","388479.466714898","186403.411667864","부산광역시 부산진구 전포동 188번지 3호","자치단체자체시설","부흥경로당","",
"139","민방위급수시설","11_46_01_P","3290000","3290000-E199600001","19961112","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 당감동 516번지 6호","부산광역시 부산진구 백양관문로 20 (당감동)","614822","주공소공원","20200324104420","U","2020-03-26 02:40:00.0","","385030.729095916","186527.138977733","부산광역시 부산진구 당감동 516번지 6호","정부지원시설","주공소공원","",
"140","민방위급수시설","11_46_01_P","3290000","3290000-E199500003","19950102","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 개금동 55번지","부산광역시 부산진구 백양관문로 31 (개금동)","614810","광무여중","20220627094804","U","2022-06-29 02:40:00.0","","384898.616374522","186628.967029971","부산광역시 부산진구 개금동 55번지","공공시설","광무여중","",
"141","민방위급수시설","11_46_01_P","3290000","3290000-E199500006","19950102","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 부산진구 개금동 1번지 1호","부산광역시 부산진구 백양관문로77번길 145","614809","도개공아파트","20220627095107","U","2022-06-29 02:40:00.0","","384257.712381299","186741.465056364","부산광역시 부산진구 개금동 1번지 1호","민간시설","도개공아파트","",
"142","민방위급수시설","11_46_01_P","3290000","3290000-E200300001","19930401","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 전포동 342번지 25호","부산광역시 부산진구 동성로 34 (전포동)","614867","부산진여자중학교","20200324104804","U","2020-03-26 02:40:00.0","","388477.535311835","185832.456784269","부산광역시 부산진구 전포동 342번지 25호","정부지원시설","부산진여자중학교","",
"143","민방위급수시설","11_46_01_P","3290000","3290000-E202000001","20200220","","01","영업/정상","18","사용중","","","","","","318","","부산광역시 부산진구 가야동 464번지 121호 동의대학교","부산광역시 부산진구 엄광로 176, 동의대학교 (가야동)","47340","동의대학교 기숙사","20200226103341","I","2020-02-28 00:23:23.0","","385474.303751383","184379.476337941","부산광역시 부산진구 가야동 464번지 121호 동의대학교","공공시설","동의대학교 기숙사","",
"144","민방위급수시설","11_46_01_P","3290000","3290000-E201400005","20140714","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 부산진구 개금동 237번지 1호","부산광역시 부산진구 개금본동로9번길 41 (개금동)","614811","해바라기어린이집","20220627094850","U","2022-06-29 02:40:00.0","","384314.625922955","186091.044385939","부산광역시 부산진구 개금동 237번지 1호","민간시설","해바라기어린이집","",
"145","민방위급수시설","11_46_01_P","3290000","3290000-E201400008","20140714","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 부산진구 개금동 11번지","부산광역시 부산진구 개금본동로22번길 24 (개금동)","614712","개금성도빌라B동","20220627094933","U","2022-06-29 02:40:00.0","","384374.857206432","186450.342995814","부산광역시 부산진구 개금동 11번지","민간시설","개금성도빌라B동","",
"146","민방위급수시설","11_46_01_P","3290000","3290000-E201400003","20140704","","01","영업/정상","18","사용중","","","","","","75","","부산광역시 부산진구 가야동 361번지 132호","부산광역시 부산진구 엄광로 249-1 (가야동, 가야사우나)","47335","가야대중사우나탕","20200324111307","U","2020-03-26 02:40:00.0","","385629.799821515","185625.475958262","부산광역시 부산진구 가야동 361번지 132호","민간시설","가야대중사우나탕","",
"147","민방위급수시설","11_46_01_P","3290000","3290000-E201400004","20140714","","01","영업/정상","18","사용중","","","","","","80","","부산광역시 부산진구 연지동 23번지 17호","부산광역시 부산진구 동평로291번길 30-17 (연지동)","614859","연지청구2차아파트","20200324111324","U","2020-03-26 02:40:00.0","","387340.000465925","188074.876392618","부산광역시 부산진구 연지동 23번지 17호","민간시설","연지청구2차아파트","",
"148","민방위급수시설","11_46_01_P","3290000","3290000-E199100001","19910701","","01","영업/정상","18","사용중","","","","","","15","","부산광역시 부산진구 양정동 455번지 1호","부산광역시 부산진구 화지로 12 (양정동, 부산시교육청)","47119","부산광역시교육청","20200323165613","U","2020-03-25 02:40:00.0","","388039.280157737","188257.07994613","부산광역시 부산진구 양정동 455번지 1호","공공시설","부산광역시교육청","",
"149","민방위급수시설","11_46_01_P","3290000","3290000-E199300004","19930731","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 부산진구 양정동 33번지 3호","부산광역시 부산진구 양정로 46 (양정동, 양정고등학교)","47227","양정고등학교","20200323165818","U","2020-03-25 02:40:00.0","","388975.740540223","187592.120668056","부산광역시 부산진구 양정동 33번지 3호","공공시설","양정고등학교","",
"150","민방위급수시설","11_46_01_P","3290000","3290000-E199000014","19900422","","01","영업/정상","18","사용중","","","","","","40","","부산광역시 부산진구 양정동 271번지 2호","부산광역시 부산진구 연수로 29 (산호맨션)","47216","산호맨션","20211115151648","U","2021-11-17 02:40:00.0","","388893.301475864","188137.059649578","부산광역시 부산진구 양정동 271번지 2호","민간시설","산호맨션","",
"151","민방위급수시설","11_46_01_P","3290000","3290000-E201400010","20140813","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 부산진구 가야동 471번지 2호","부산광역시 부산진구 가야공원로 107 (가야동)","47390","냉수탕","20220203134409","U","2022-02-05 02:40:00.0","","384782.899915027","184691.471885602","부산광역시 부산진구 가야동 471번지 2호","민간시설","냉수탕","",
"152","민방위급수시설","11_46_01_P","3290000","3290000-E201400012","20140911","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 부암동 707번지 1호","부산광역시 부산진구 가야대로 729 (부암동)","614836","명안빌딩","20210303135602","U","2021-03-05 02:40:00.0","","386849.181160346","186232.190998168","부산광역시 부산진구 부암동 707번지 1호","민간시설","명안빌딩","",
"153","민방위급수시설","11_46_01_P","3290000","3290000-E201400013","20141022","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 부산진구 개금동 446번지 14호","부산광역시 부산진구 백양대로320번길 40 (개금동)","614811","개림초등학교","20220627094656","U","2022-06-29 02:40:00.0","","383654.455537363","185960.790254769","부산광역시 부산진구 개금동 446번지 14호","공공시설","개림초등학교","",
"154","민방위급수시설","11_46_01_P","3290000","3290000-E201400014","20141022","","01","영업/정상","18","사용중","","","","","","36","","부산광역시 부산진구 양정동 507번지 22호","부산광역시 부산진구 범양로125번길 12 (양정동)","47207","현대가든","20200324111955","U","2020-03-26 02:40:00.0","","388060.883595094","188091.491360133","부산광역시 부산진구 양정동 507번지 22호","민간시설","현대가든","",
"155","민방위급수시설","11_46_01_P","3290000","3290000-E201400015","20141022","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 부산진구 부전동 516번지 5호","부산광역시 부산진구 중앙대로691번가길 24-15 (부전동)","614847","비즈모텔","20200324112018","U","2020-03-26 02:40:00.0","","387314.640431891","185976.644122727","부산광역시 부산진구 부전동 516번지 5호","민간시설","비즈모텔","",
"156","민방위급수시설","11_46_01_P","3290000","3290000-E201400016","20141022","","01","영업/정상","18","사용중","","","","","","90","","부산광역시 부산진구 부전동 222번지 1호","부산광역시 부산진구 동천로 63 (부전동)","614846","성광빌딩","20200324112057","U","2020-03-26 02:40:00.0","","387833.166210162","185852.83839421","부산광역시 부산진구 부전동 222번지 1호","민간시설","성광빌딩","",
"157","민방위급수시설","11_46_01_P","3290000","3290000-E201400018","20141022","","01","영업/정상","18","사용중","","","","","","45","","부산광역시 부산진구 당감동 83번지 8호","부산광역시 부산진구 가야대로691번길 40-34 (당감동)","47262","천수탕","20200324112350","U","2020-03-26 02:40:00.0","","386251.593084097","186215.888048546","부산광역시 부산진구 당감동 83번지 8호","민간시설","천수탕","",
"158","민방위급수시설","11_46_01_P","3290000","3290000-E201400019","20141209","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 부산진구 개금동 639번지","부산광역시 부산진구 가야대로 406 (개금동)","614812","태화빌딩","20220315174712","U","2022-03-17 02:40:00.0","","383705.080347757","185445.996698384","부산광역시 부산진구 개금동 639번지","민간시설","태화빌딩","",
"159","민방위급수시설","11_46_01_P","3290000","3290000-E201100019","20110323","","01","영업/정상","18","사용중","","","","","","96","","부산광역시 부산진구 범전동 406번지","부산광역시 부산진구 새싹로 60-1 (범전동)","614825","신평화탕","20200324111223","U","2020-03-26 02:40:00.0","","387210.693483907","186776.487545784","부산광역시 부산진구 범전동 406번지","민간시설","신평화탕","",
"160","민방위급수시설","11_46_01_P","3290000","3290000-E200700008","20070209","","01","영업/정상","18","사용중","","","","","","36","","부산광역시 부산진구 가야동 459번지 16호","부산광역시 부산진구 엄광로 166 (가야동, 이화맨션)","47341","이화맨션","20220203134527","U","2022-02-05 02:40:00.0","","385187.350385634","185044.450746189","부산광역시 부산진구 가야동 459번지 16호","민간시설","이화맨션","",
"161","민방위급수시설","11_46_01_P","3290000","3290000-E201400021","20141219","","01","영업/정상","18","사용중","","","","","","65","","부산광역시 부산진구 전포동 191번지 265호","부산광역시 부산진구 진남로356번길 75 (전포동, 조은목욕탕)","47232","조은목욕탕","20200324112447","U","2020-03-26 02:40:00.0","","388721.672528119","186393.549321319","부산광역시 부산진구 전포동 191번지 265호","민간시설","조은목욕탕","",
"162","민방위급수시설","11_46_01_P","3290000","3290000-E201500001","20150727","","01","영업/정상","18","사용중","","","","","","98","","부산광역시 부산진구 양정동 342번지 5호","부산광역시 부산진구 진남로 525 (양정동, 유정빌딩)","47222","해천탕","20200324112504","U","2020-03-26 02:40:00.0","","388702.201397848","187694.657318591","부산광역시 부산진구 양정동 342번지 5호","민간시설","해천탕","",
"163","민방위급수시설","11_46_01_P","3290000","3290000-E199500035","19950325","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 양정동 273번지 8호","부산광역시 부산진구 중앙대로941번길 24 (양정초등학교)","47210","양정초등학교","20211115142035","U","2021-11-17 02:40:00.0","","388614.291233828","188172.113088466","부산광역시 부산진구 양정동 273번지 8호","자치단체자체시설","양정초등학교","",
"164","민방위급수시설","11_46_01_P","3290000","3290000-E199800018","19980401","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 개금동 산 56번지 2호","부산광역시 부산진구 복지로 117-46 (개금동)","47397","구.EM연구소","20200324104542","U","2020-03-26 02:40:00.0","","384090.645419844","184478.908917488","부산광역시 부산진구 개금동 산 56번지 2호","정부지원시설","구.EM연구소","",
"165","민방위급수시설","11_46_01_P","3290000","3290000-E199500036","19950331","","01","영업/정상","18","사용중","","","","","","30","","부산광역시 부산진구 양정동 52번지 2호","부산광역시 부산진구 양정로15번길 26 (양정동, 양정2동 주민센터)","47220","양정2동주민센터","20220516172508","U","2022-05-18 02:40:00.0","","389031.620408594","187938.003091026","부산광역시 부산진구 양정동 52번지 2호","자치단체자체시설","양정2동주민센터","",
"166","민방위급수시설","11_46_01_P","3290000","3290000-E199400001","19941123","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 부산진구 개금동 산 54번지 4호","부산광역시 부산진구 엄광로62번길 61 (개금동, 고원아파트)","47398","고원아파트","20201012170944","U","2020-10-14 02:40:00.0","","384201.078318076","184784.107152962","부산광역시 부산진구 개금동 산 54번지 4호","민간시설","고원아파트","",
"167","민방위급수시설","11_46_01_P","3290000","3290000-E199500012","19950502","","01","영업/정상","18","사용중","","","","","","70","","부산광역시 부산진구 전포동 330번지 1037호","부산광역시 부산진구 진남로 306 (전포동)","47313","옹달샘","20200323174906","U","2020-03-25 02:40:00.0","","388806.95391665","185668.011610217","부산광역시 부산진구 전포동 330번지 1037호","자치단체자체시설","옹달샘","",
"168","민방위급수시설","11_46_01_P","3290000","3290000-E199400007","19941006","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 부산진구 부암동 450번지 1호","부산광역시 부산진구 백양순환로119번길 12-39 (부암동, 동평여자중학교)","47137","동평여중","20200323173726","U","2020-03-25 02:40:00.0","","386027.927527925","187589.466586951","부산광역시 부산진구 부암동 450번지 1호","자치단체자체시설","동평여중","",
"169","민방위급수시설","11_46_01_P","3290000","3290000-E199500002","19950602","","01","영업/정상","18","사용중","","","","","","120","","부산광역시 부산진구 당감동 479번지 9호","부산광역시 부산진구 동평로44번길 46 (당감동, 당감새시장)","47177","새당감시장","20200323174313","U","2020-03-25 02:40:00.0","","385387.142920265","186869.394415198","부산광역시 부산진구 당감동 479번지 9호","자치단체자체시설","새당감시장","",
"170","민방위급수시설","11_46_01_P","3290000","3290000-E199500022","19950623","","01","영업/정상","18","사용중","","","","","","150","","부산광역시 부산진구 당감동 751번지 3호","부산광역시 부산진구 당감서로 85 (당감동, 당감4동 주민센터)","47146","구.당감4동사밑","20210226173449","U","2021-02-28 02:40:00.0","","385467.996219966","187313.288215256","부산광역시 부산진구 당감동 751번지 3호","자치단체자체시설","구.당감4동사밑","",
"171","민방위급수시설","11_46_01_P","3290000","3290000-E200700003","20070906","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 당감동 786번지 49호","부산광역시 부산진구 당감서로 152 (당감동)","47154","한국신발피혁연구소","20200324105033","U","2020-03-26 02:40:00.0","","384838.039724886","187739.819774283","부산광역시 부산진구 당감동 786번지 49호","공공시설","한국신발피혁연구소","",
"172","민방위급수시설","11_46_01_P","3290000","3290000-E201100002","20110323","","01","영업/정상","18","사용중","","","","","","89","","부산광역시 부산진구 당감동 348번지 35호","부산광역시 부산진구 백양순환로 12 (당감동)","614879","성수탕","20200324110013","U","2020-03-26 02:40:00.0","","385189.389020507","187075.69659264","부산광역시 부산진구 당감동 348번지 35호","민간시설","성수탕","",
"173","민방위급수시설","11_46_01_P","3290000","3290000-E199800019","19980226","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 부산진구 가야동 361번지 33호","부산광역시 부산진구 엄광로 253 (가야동)","47335","가야동 361-44(엄광로 253)","20200324104614","U","2020-03-26 02:40:00.0","","385670.344666512","185668.998553168","부산광역시 부산진구 가야동 361번지 33호","정부지원시설","가야동 361-44(엄광로 253)","",
"174","민방위급수시설","11_46_01_P","3290000","3290000-E200800005","20081210","","01","영업/정상","18","사용중","","","","","","40","","부산광역시 부산진구 가야동 산 22번지","부산광역시 부산진구 엄광로 176 (가야동, 동의대학교)","47340","동의대학교 야구장","20200324105853","U","2020-03-26 02:40:00.0","","385742.94460500000","185116.05923700000","부산광역시 부산진구 가야동 산 22번지","공공시설","동의대학교 야구장","",
"175","민방위급수시설","11_46_01_P","3290000","3290000-E201100012","20110323","","01","영업/정상","18","사용중","","","","","","45","","부산광역시 부산진구 범천동 1127번지","부산광역시 부산진구 엄광로 394-1 (범천동, 로얄아파트)","47346","로얄타운아파트","20200324110905","U","2020-03-26 02:40:00.0","","386497.590962388","185481.111084113","부산광역시 부산진구 범천동 1127번지","민간시설","로얄타운아파트","",
"176","민방위급수시설","11_46_01_P","3290000","3290000-E201800001","20180816","","01","영업/정상","18","사용중","","","","","","280","","부산광역시 부산진구 전포동 326번지 11호","부산광역시 부산진구 진남로328번길 35 (전포동, 부산진구국민체육센터)","47312","국민체육센터","20200324112546","U","2020-03-26 02:40:00.0","","388893.632938606","185993.369753896","부산광역시 부산진구 전포동 326번지 11호","자치단체자체시설","국민체육센터","",
"177","민방위급수시설","11_46_01_P","3300000","3300000-E201900001","20190503","","01","영업/정상","18","사용중","","","","","","96","","부산광역시 동래구 낙민동 297번지 3호","부산광역시 동래구 충렬대로256번가길 22 (낙민동, 대신리치플러스)","47878","대신리치플러스아파트","20200914095622","U","2020-09-16 02:40:00.0","","390101.628458938","190953.105553247","부산광역시 동래구 낙민동 297번지 3호","민간시설","대신리치플러스아파트","",
"178","민방위급수시설","11_46_01_P","3300000","3300000-E201900004","20191218","","01","영업/정상","18","사용중","","","","","","60","","부산광역시 동래구 명륜동 7번지 10호","부산광역시 동래구 시실로24번길 12 (명륜동)","47744","동온탕","20201110094645","U","2020-11-12 02:40:00.0","","389852.274253757","192779.63895414","부산광역시 동래구 명륜동 7번지 10호","민간시설","동온탕","",
"179","민방위급수시설","11_46_01_P","3300000","3300000-E201900003","20191203","","01","영업/정상","18","사용중","","","","","","66","","부산광역시 동래구 온천동 1680번지","부산광역시 동래구 쇠미로129번길 86 (온천동, 현대아파트)","47868","동부현대아파트","20220614134601","U","2022-06-16 02:40:00.0","","387424.097501442","191616.011122154","부산광역시 동래구 온천동 1680번지","민간시설","동부현대아파트","",
"180","민방위급수시설","11_46_01_P","3300000","3300000-E201300025","20130917","","01","영업/정상","18","사용중","","","","","","53","","부산광역시 동래구 온천동 75번지 3호","부산광역시 동래구 금정마을로 83 (온천동)","607838","새들원","20220217103123","U","2022-02-19 02:40:00.0","","388023.337356782","192383.413357","부산광역시 동래구 온천동 75번지 3호","민간시설","새들원","",
"181","민방위급수시설","11_46_01_P","3300000","3300000-E198800001","19880101","","01","영업/정상","18","사용중","","","","","","75","","부산광역시 동래구 복천동 72번지","부산광역시 동래구 동래로 173 (복천동, 내성초등학교)","47804","내성초등학교비상급수시설","20211231125149","U","2022-01-02 02:40:00.0","","390227.807247211","191464.427845183","부산광역시 동래구 복천동 72번지","공공시설","내성초등학교비상급수시설","",
"182","민방위급수시설","11_46_01_P","3300000","3300000-E199500001","19950902","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 동래구 명륜동 76번지 1호","","","명륜SK-VIEW아파트 비상급수시설","20220614113828","U","2022-06-16 02:40:00.0","","389886.158102967","192537.70319112","부산광역시 동래구 명륜동 76번지 1호","자치단체자체시설","명륜SK-VIEW아파트 비상급수시설","",
"183","민방위급수시설","11_46_01_P","3300000","3300000-E200900014","20090626","","01","영업/정상","18","사용중","","","","","","65","","부산광역시 동래구 수안동 421번지 60호","부산광역시 동래구 명륜로112번길 60 (수안동, 천리교동래교회)","47813","천리교동래교회","20201214120932","U","2020-12-16 02:40:00.0","","389895.436070562","191273.438119717","부산광역시 동래구 수안동 421번지 60호","민간시설","천리교동래교회","",
"184","민방위급수시설","11_46_01_P","3300000","3300000-E199100001","19910101","","01","영업/정상","18","사용중","","","","","","100","","부산광역시 동래구 온천동 17번지 3호","부산광역시 동래구 우장춘로 157-59 (온천동, 금정사)","47700","금정사비상급수시설","20220614125625","U","2022-06-16 02:40:00.0","","388841.715231146","193288.271979788","부산광역시 동래구 온천동 17번지 3호","민간시설","금정사비상급수시설","",
