"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","비상시설위치","시설구분명","시설명건물명","해제일자",
"1","민방위대피시설","11_46_02_P","3250000","3250000-S198600001","19860630","","01","영업/정상","18","사용중","","","","","","1205","","부산광역시 중구 중앙동4가 87번지 7호","부산광역시 중구 충장대로 11 (중앙동4가, 무역회관빌딩)","48939","부산무역회관","20210729124846","U","2021-07-31 02:40:00.0","","385722.4811351","180423.00816521","부산광역시 중구 중앙동4가 87번지 7호","공공시설","부산무역회관","",
"2","민방위대피시설","11_46_02_P","3250000","3250000-S198800002","19880501","","01","영업/정상","18","사용중","","","","","","2543","","부산광역시 중구 중앙동4가 26번지 3호","부산광역시 중구 중앙대로 지하 83 (중앙동4가)","600814","중앙동지하철역","20210729125847","U","2021-07-31 02:40:00.0","","385605.958426897","180306.181055381","부산광역시 중구 중앙동4가 26번지 3호","공공시설","중앙동지하철역","",
"3","민방위대피시설","11_46_02_P","3250000","3250000-S198800003","19880101","","01","영업/정상","18","사용중","","","","","","3666","","부산광역시 중구 중앙동6가 9번지 1호","부산광역시 중구 중앙대로 지하 17 (중앙동6가, 광복지하도상가)","48955","광복지하도상가","20220420141130","U","2022-04-22 02:40:00.0","","385670.69094284","179770.553768032","부산광역시 중구 중앙동6가 9번지 1호","공공시설","광복지하도상가","",
"4","민방위대피시설","11_46_02_P","3250000","3250000-S199400002","19940101","","01","영업/정상","18","사용중","","","","","","424","","부산광역시 중구 중앙동2가 15번지 1호","부산광역시 중구 중앙대로 49 (중앙동2가)","600012","국민은행 부산종합금융센터","20220420141007","U","2022-04-22 02:40:00.0","","385583.662471973","180014.756202785","부산광역시 중구 중앙동2가 15번지 1호","공공시설","국민은행 부산종합금융센터","",
"5","민방위대피시설","11_46_02_P","3250000","3250000-S199700008","19970101","","01","영업/정상","18","사용중","","","","","","660","","부산광역시 중구 중앙동4가 79번지 1호","부산광역시 중구 충장대로9번길 52 (중앙동4가)","600715","마린센터","20220420140928","U","2022-04-22 02:40:00.0","","385825.756707547","180869.292984843","부산광역시 중구 중앙동4가 79번지 1호","공공시설","마린센터","",
"6","민방위대피시설","11_46_02_P","3250000","3250000-S199400017","19940101","","01","영업/정상","18","사용중","","","","","","1547","","부산광역시 중구 보수동1가 산 3번지 41호 중앙도서관","부산광역시 중구 망양로193번길 146, 중앙도서관 (보수동1가)","48903","중앙도서관","20200119152811","U","2020-01-21 02:40:00.0","","384755.697865962","180679.54281741","부산광역시 중구 보수동1가 산 3번지 41호 중앙도서관","공공시설","중앙도서관","",
"7","민방위대피시설","11_46_02_P","3250000","3250000-S199800004","19980216","","01","영업/정상","18","사용중","","","","","","429","","부산광역시 중구 보수동1가 144번지 4호","부산광역시 중구 대청로 71 (보수동1가)","600803","동인빌딩","20200119152401","U","2020-01-21 02:40:00.0","","384805.684033619","180124.151745194","부산광역시 중구 보수동1가 144번지 4호","공공시설","동인빌딩","",
"8","민방위대피시설","11_46_02_P","3250000","3250000-S199700024","19970101","","01","영업/정상","18","사용중","","","","","","102","","부산광역시 중구 영주동 743번지 33호","부산광역시 중구 중구로 160 (영주동)","600811","힐사이드호텔","20220127080309","U","2022-01-29 02:40:00.0","","385551.395066226","180800.325266415","부산광역시 중구 영주동 743번지 33호","공공시설","힐사이드호텔","",
"9","민방위대피시설","11_46_02_P","3250000","3250000-S199700025","19970101","","01","영업/정상","18","사용중","","","","","","264","","부산광역시 중구 영주동 742번지 13호","부산광역시 중구 중구로 151 (영주동)","600811","코모도호텔","20220127080233","U","2022-01-29 02:40:00.0","","385475.543050054","180776.200989752","부산광역시 중구 영주동 742번지 13호","공공시설","코모도호텔","",
"10","민방위대피시설","11_46_02_P","3250000","3250000-S200100004","20010101","","01","영업/정상","18","사용중","","","","","","1592","","부산광역시 중구 대청동4가 95번지","부산광역시 중구 중구로 74 (대청동4가)","600801","광일공영주차장","20220620094356","U","2022-06-22 02:40:00.0","","385019.663595538","180172.819924649","부산광역시 중구 대청동4가 95번지","공공시설","광일공영주차장","",
"11","민방위대피시설","11_46_02_P","3250000","3250000-S199700016","19970101","","01","영업/정상","18","사용중","","","","","","4132","","부산광역시 중구 보수동1가 41번지 1호","부산광역시 중구 법수길 72","600803","대림에이스타운","20200119152450","U","2020-01-21 02:40:00.0","","384593.376750584","180502.719901517","부산광역시 중구 보수동1가 41번지 1호","공공시설","대림에이스타운","",
"12","민방위대피시설","11_46_02_P","3250000","3250000-S199700017","19970101","","01","영업/정상","18","사용중","","","","","","105","","부산광역시 중구 부평동4가 52번지 3호","부산광역시 중구 보수대로 82 (부평동4가)","48973","골든오피스텔","20211025171624","U","2021-10-27 02:40:00.0","","384249.201710589","180080.172971726","부산광역시 중구 부평동4가 52번지 3호","공공시설","골든오피스텔","",
"13","민방위대피시설","11_46_02_P","3250000","3250000-S199400026","19940101","","01","영업/정상","18","사용중","","","","","","330","","부산광역시 중구 부평동2가 2번지 1호","부산광역시 중구 대청로 56 (부평동2가)","600806","부산은행 부평지점","20211025171516","U","2021-10-27 02:40:00.0","","384665.607743034","180070.855855824","부산광역시 중구 부평동2가 2번지 1호","공공시설","부산은행 부평지점","",
"14","민방위대피시설","11_46_02_P","3250000","3250000-S199400027","19940101","","01","영업/정상","18","사용중","","","","","","437","","부산광역시 중구 부평동2가 77번지","부산광역시 중구 흑교로 34 (부평동2가)","600806","부평아파트","20211025171804","U","2021-10-27 02:40:00.0","","384621.820885404","180029.395795349","부산광역시 중구 부평동2가 77번지","공공시설","부평아파트","",
"15","민방위대피시설","11_46_02_P","3250000","3250000-S199400032","19940101","","01","영업/정상","18","사용중","","","","","","206","","부산광역시 중구 신창동1가 8번지 2호","부산광역시 중구 광복중앙로 13 (신창동1가)","48948","부산은행 신창동지점","20210107095024","U","2021-01-09 02:40:00.0","","385096.938581019","179823.23303496","부산광역시 중구 신창동1가 8번지 2호","공공시설","부산은행 신창동지점","",
"16","민방위대피시설","11_46_02_P","3250000","3250000-S199400036","19940101","","01","영업/정상","18","사용중","","","","","","2036","","부산광역시 중구 신창동4가 29번지 18호","부산광역시 중구 중구로 31 (신창동4가, 국제지하도상가)","48978","국제시장지하상가","20200102112053","U","2020-01-04 02:40:00.0","","384860.12416155","179882.514204207","부산광역시 중구 신창동4가 29번지 18호","공공시설","국제시장지하상가","",
"17","민방위대피시설","11_46_02_P","3250000","3250000-S199400038","19940101","","01","영업/정상","18","사용중","","","","","","6416","","부산광역시 중구 남포동6가 117번지 1호","부산광역시 중구 구덕로 지하 80 (남포동6가, 도시철도 자갈치역)","48981","지하철 자갈치역","20191210211413","U","2019-12-12 02:40:00.0","","384750.464967728","179454.705921178","부산광역시 중구 남포동6가 117번지 1호","공공시설","지하철 자갈치역","",
"18","민방위대피시설","11_46_02_P","3250000","3250000-S199400039","19940101","","01","영업/정상","18","사용중","","","","","","7054","","부산광역시 중구 남포동1가 11번지","부산광역시 중구 구덕로 지하 12 (남포동1가, 도시철도 남포역)","48954","지하철 남포역","20190305095542","U","2019-03-07 02:40:00.0","","385452.603862548","179538.845528092","부산광역시 중구 남포동1가 11번지","공공시설","지하철 남포역","",
"19","민방위대피시설","11_46_02_P","3250000","3250000-S199700020","19970101","","01","영업/정상","18","사용중","","","","","","479","","부산광역시 중구 남포동6가 113번지 1호","부산광역시 중구 구덕로 87-1 (남포동6가)","600046","KEB하나은행 충무동지점","20191210210113","U","2019-12-12 02:40:00.0","","384708.848957593","179404.943227079","부산광역시 중구 남포동6가 113번지 1호","공공시설","KEB하나은행 충무동지점","",
"20","민방위대피시설","11_46_02_P","3250000","3250000-S199700026","19970101","","01","영업/정상","18","사용중","","","","","","287","","부산광역시 중구 영주동 23번지 3호","부산광역시 중구 대영로 235 (영주동)","600811","제일빌딩","20220127080509","U","2022-01-29 02:40:00.0","","385585.321891141","181149.765235809","부산광역시 중구 영주동 23번지 3호","공공시설","제일빌딩","",
"21","민방위대피시설","11_46_02_P","3250000","3250000-S199700028","19970101","","01","영업/정상","18","사용중","","","","","","161","","부산광역시 중구 영주동 280번지 4호","부산광역시 중구 동영로 65 (영주동)","600110","영주동새마을금고","20190425161155","U","2019-05-13 02:40:00.0","","385168.803778479","180993.371724575","부산광역시 중구 영주동 280번지 4호","공공시설","영주동새마을금고","",
"22","민방위대피시설","11_46_02_P","3250000","3250000-S199700029","19970226","","01","영업/정상","18","사용중","","","","","","185","","부산광역시 중구 영주동 222번지 2호","부산광역시 중구 망양로383번안길 25 (영주동)","600110","대청어린이집","20190425160843","U","2019-05-13 02:40:00.0","","384948.03527895","180911.609586435","부산광역시 중구 영주동 222번지 2호","공공시설","대청어린이집","",
"23","민방위대피시설","11_46_02_P","3250000","3250000-S199900001","19990901","","01","영업/정상","18","사용중","","","","","","1190","","부산광역시 중구 영주동 160번지","부산광역시 중구 영주로 65 (영주동)","600750","동아아파트","20190425161031","U","2019-05-13 02:40:00.0","","384985.258495071","181165.37134963","부산광역시 중구 영주동 160번지","공공시설","동아아파트","",
"24","민방위대피시설","11_46_02_P","3250000","3250000-S199900002","19990901","","01","영업/정상","18","사용중","","","","","","1910","","부산광역시 중구 영주동 161번지","부산광역시 중구 영주로 51 (영주동)","600110","금호타운","20190425161110","U","2019-05-13 02:40:00.0","","385022.487250824","181030.09515715","부산광역시 중구 영주동 161번지","공공시설","금호타운","",
"25","민방위대피시설","11_46_02_P","3250000","3250000-S199700001","19970101","","01","영업/정상","18","사용중","","","","","","2571","","부산광역시 중구 중앙동4가 77번지 5호","부산광역시 중구 중앙대로 136 (중앙동4가)","600816","KT플라자 중부산점","20201028095157","U","2020-10-30 02:40:00.0","","385709.216919638","180842.067770636","부산광역시 중구 중앙동4가 77번지 5호","공공시설","KT플라자 중부산점","",
"26","민방위대피시설","11_46_02_P","3250000","3250000-S199700006","19970101","","01","영업/정상","18","사용중","","","","","","429","","부산광역시 중구 중앙동4가 25번지 2호","부산광역시 중구 중앙대로 72 (중앙동4가)","600719","유창빌딩","20201028095238","U","2020-10-30 02:40:00.0","","385635.339978485","180238.223506039","부산광역시 중구 중앙동4가 25번지 2호","공공시설","유창빌딩","",
"27","민방위대피시설","11_46_02_P","3250000","3250000-S199400035","19940101","","01","영업/정상","18","사용중","","","","","","509","","부산광역시 중구 신창동1가 5번지 1호","부산광역시 중구 광복중앙로 25 (신창동1가)","600061","우리저축은행 중앙지점","20210107095133","U","2021-01-09 02:40:00.0","","385086.342921812","179937.83428829","부산광역시 중구 신창동1가 5번지 1호","공공시설","우리저축은행 중앙지점","",
"28","민방위대피시설","11_46_02_P","3250000","3250000-S199400042","19940101","","01","영업/정상","18","사용중","","","","","","578","","부산광역시 중구 남포동6가 66번지","부산광역시 중구 구덕로 86 (남포동6가)","600046","신한은행 자갈치역점","20191210210022","U","2019-12-12 02:40:00.0","","384703.165244314","179490.689309949","부산광역시 중구 남포동6가 66번지","공공시설","신한은행 자갈치역점","",
"29","민방위대피시설","11_46_02_P","3250000","3250000-S199700019","19970101","","01","영업/정상","18","사용중","","","","","","330","","부산광역시 중구 남포동5가 88번지","부산광역시 중구 자갈치로37번길 4 (남포동5가)","600045","빛으로의원","20190305095858","U","2019-03-07 02:40:00.0","","384910.4665739","179447.226505734","부산광역시 중구 남포동5가 88번지","공공시설","빛으로의원","",
"30","민방위대피시설","11_46_02_P","3250000","3250000-S199400004","19940101","","01","영업/정상","18","사용중","","","","","","1008","","부산광역시 중구 중앙동2가 44번지 1호","부산광역시 중구 대청로 136 (중앙동2가)","600012","산업은행 부산지점","20220420141336","U","2022-04-22 02:40:00.0","","385467.102971945","180041.88705631","부산광역시 중구 중앙동2가 44번지 1호","공공시설","산업은행 부산지점","",
"31","민방위대피시설","11_46_02_P","3250000","3250000-S199400007","19940101","","01","영업/정상","18","사용중","","","","","","684","","부산광역시 중구 동광동5가 16번지 11호","부산광역시 중구 동광길93번길 5 (동광동5가)","600025","대동맨션","20190603112831","U","2019-06-05 02:40:00.0","","385386.910670474","180576.24477204","부산광역시 중구 동광동5가 16번지 11호","공공시설","대동맨션","",
"32","민방위대피시설","11_46_02_P","3250000","3250000-S199700014","19970101","","01","영업/정상","18","사용중","","","","","","726","","부산광역시 중구 동광동2가 4번지","부산광역시 중구 광복로97번길 18 (동광동2가)","600022","하나은행 동광지점","20200331195732","U","2020-04-02 02:40:00.0","","385514.844564816","179798.854865759","부산광역시 중구 동광동2가 4번지","공공시설","하나은행 동광지점","",
"33","민방위대피시설","11_46_02_P","3250000","3250000-S199400008","19940101","","01","영업/정상","18","사용중","","","","","","1320","","부산광역시 중구 동광동1가 66번지 3호","부산광역시 중구 중앙대로 21 (동광동1가)","600021","부산데파트","20190603112855","U","2019-06-05 02:40:00.0","","385587.465780386","179726.692445216","부산광역시 중구 동광동1가 66번지 3호","공공시설","부산데파트","",
"34","민방위대피시설","11_46_02_P","3250000","3250000-S199400014","19940101","","01","영업/정상","18","사용중","","","","","","687","","부산광역시 중구 대청동4가 12번지 9호","부산광역시 중구 중구로 121 (대청동4가)","600730","메리놀병원","20220620094521","U","2022-06-22 02:40:00.0","","385203.926916019","180571.713650198","부산광역시 중구 대청동4가 12번지 9호","공공시설","메리놀병원","",
"35","민방위대피시설","11_46_02_P","3250000","3250000-S199400016","19940101","","01","영업/정상","18","사용중","","","","","","261","","부산광역시 중구 보수동1가 50번지 4호","부산광역시 중구 흑교로 64 (보수동1가)","600758","중부산세무서","20200119152516","U","2020-01-21 02:40:00.0","","384539.294637329","180337.366844693","부산광역시 중구 보수동1가 50번지 4호","공공시설","중부산세무서","",
"36","민방위대피시설","11_46_02_P","3250000","3250000-S199400040","19940101","","01","영업/정상","18","사용중","","","","","","8687","","부산광역시 중구 남포동6가 83번지 2호","부산광역시 중구 구덕로 지하 44 (남포동6가)","48981","남포지하상가","20191210205559","U","2019-12-12 02:40:00.0","","384847.461936134","179528.146629155","부산광역시 중구 남포동6가 83번지 2호","공공시설","남포지하상가","",
"37","민방위대피시설","11_46_02_P","3250000","3250000-S199400043","19940101","","01","영업/정상","18","사용중","","","","","","185","","부산광역시 중구 영주동 595번지 3호","부산광역시 중구 대영로 242 (영주동)","600811","대영로지하보도","20220127080146","U","2022-01-29 02:40:00.0","","385640.132659563","181097.586816198","부산광역시 중구 영주동 595번지 3호","공공시설","대영로지하보도","",
"38","민방위대피시설","11_46_02_P","3250000","3250000-S198900001","19890205","","01","영업/정상","18","사용중","","","","","","2054","","부산광역시 중구 중앙동3가 1번지","부산광역시 중구 중앙대로 63 (중앙동3가)","600013","부산우체국","20220420141049","U","2022-04-22 02:40:00.0","","385561.650139456","180152.738082365","부산광역시 중구 중앙동3가 1번지","공공시설","부산우체국","",
"39","민방위대피시설","11_46_02_P","3250000","3250000-S199400012","19940101","","01","영업/정상","18","사용중","","","","","","267","","부산광역시 중구 대청동4가 79번지 1호","부산광역시 중구 중구로 81 (대청동4가)","600800","새들맨션","20220620094553","U","2022-06-22 02:40:00.0","","384987.199363072","180307.391607492","부산광역시 중구 대청동4가 79번지 1호","공공시설","새들맨션","",
"40","민방위대피시설","11_46_02_P","3250000","3250000-S199400013","19940101","","01","영업/정상","18","사용중","","","","","","314","","부산광역시 중구 대청동4가 81번지 1호","부산광역시 중구 중구로 71 (대청동4가)","600801","가톨릭센터","20220620094536","U","2022-06-22 02:40:00.0","","384895.9640319","180239.623081052","부산광역시 중구 대청동4가 81번지 1호","공공시설","가톨릭센터","",
"41","민방위대피시설","11_46_02_P","3250000","3250000-S199700011","19970101","","01","영업/정상","18","사용중","","","","","","454","","부산광역시 중구 동광동1가 15번지","부산광역시 중구 해관로 1 (동광동1가, 한국투자증권(주) 부산사옥)","48955","한국투자증권 부산사옥","20190603111125","U","2019-06-05 02:40:00.0","","385548.213592069","179660.979270477","부산광역시 중구 동광동1가 15번지","공공시설","한국투자증권 부산사옥","",
"42","민방위대피시설","11_46_02_P","3250000","3250000-S199700012","19970101","","01","영업/정상","18","사용중","","","","","","505","","부산광역시 중구 동광동2가 3번지 1호","부산광역시 중구 광복로97번길 24 (동광동2가)","48955","부산관광호텔주차장","20190603111219","U","2019-06-05 02:40:00.0","","385487.746789078","179850.256542468","부산광역시 중구 동광동2가 3번지 1호","공공시설","부산관광호텔주차장","",
"43","민방위대피시설","11_46_02_P","3250000","3250000-S199400010","19940101","","01","영업/정상","18","사용중","","","","","","264","","부산광역시 중구 대청동1가 1번지 4호","부산광역시 중구 중구로 120 (대청동1가)","600701","중구청","20220620094615","U","2022-06-22 02:40:00.0","","385234.096199521","180469.952504886","부산광역시 중구 대청동1가 1번지 4호","공공시설","중구청","",
"44","민방위대피시설","11_46_02_P","3250000","3250000-S199800001","19980216","","01","영업/정상","18","사용중","","","","","","158","","부산광역시 중구 대청동1가 39-5","부산광역시 중구 대청로 124(대청동1가)","48950","창국빌딩","20220620100229","U","2022-06-22 02:40:00.0","","385340.163423647","180059.65002186","부산광역시 중구 대청동1가 39-5","공공시설","창국빌딩","",
"45","민방위대피시설","11_46_02_P","3250000","3250000-S199700018","19970101","","01","영업/정상","18","사용중","","","","","","3457","","부산광역시 중구 부평동2가 2번지","부산광역시 중구 대청로 60 (부평동2가)","600806","월드밸리","20211025171711","U","2021-10-27 02:40:00.0","","384691.305122868","180070.025389847","부산광역시 중구 부평동2가 2번지","공공시설","월드밸리","",
"46","민방위대피시설","11_46_02_P","3250000","3250000-S199400031","19940101","","01","영업/정상","18","사용중","","","","","","264","","부산광역시 중구 광복동1가 2번지","부산광역시 중구 광복로97번안길 4 (광복동1가)","600031","기업은행 부산지점","20210107094842","U","2021-01-09 02:40:00.0","","385483.682407415","179705.928970913","부산광역시 중구 광복동1가 2번지","공공시설","기업은행 부산지점","",
"47","민방위대피시설","11_46_02_P","3250000","3250000-S199800003","19980216","","01","영업/정상","18","사용중","","","","","","594","","부산광역시 중구 대청동3가 20번지","부산광역시 중구 대청로 80 (대청동3가)","600093","백성빌딩","20220620094450","U","2022-06-22 02:40:00.0","","384893.634546496","180069.338251171","부산광역시 중구 대청동3가 20번지","공공시설","백성빌딩","",
"48","민방위대피시설","11_46_02_P","3250000","3250000-S199400018","19940101","","01","영업/정상","18","사용중","","","","","","62","","부산광역시 중구 보수동2가 64번지 1호","부산광역시 중구 보수대로124번길 24-2 (보수동2가)","600082","청소년문화의 집","20200119152959","U","2020-01-21 02:40:00.0","","384343.646038637","180387.92541197","부산광역시 중구 보수동2가 64번지 1호","공공시설","청소년문화의 집","",
"49","민방위대피시설","11_46_02_P","3250000","3250000-S200500001","20050622","","01","영업/정상","18","사용중","","","","","","281","","부산광역시 중구 보수동2가 118번지 3호","부산광역시 중구 대청로 37 (보수동2가)","600082","노블레스힐 오피스텔","20200119152312","U","2020-01-21 02:40:00.0","","384480.94814176","180127.143198464","부산광역시 중구 보수동2가 118번지 3호","공공시설","노블레스힐 오피스텔","",
"50","민방위대피시설","11_46_02_P","3250000","3250000-S199400025","19940101","","01","영업/정상","18","사용중","","","","","","320","","부산광역시 중구 부평동2가 57번지 1호","부산광역시 중구 흑교로 4 (부평동2가)","600807","롯데하이마트 부산충무점","20211025171545","U","2021-10-27 02:40:00.0","","384597.078600083","179726.776459523","부산광역시 중구 부평동2가 57번지 1호","공공시설","롯데하이마트 부산충무점","",
"51","민방위대피시설","11_46_02_P","3250000","3250000-S199700021","19970101","","01","영업/정상","18","사용중","","","","","","941","","부산광역시 중구 남포동5가 92번지","부산광역시 중구 자갈치로 42 (남포동5가)","600045","신동아시장","20191210210141","U","2019-12-12 02:40:00.0","","384953.004015023","179411.688598493","부산광역시 중구 남포동5가 92번지","공공시설","신동아시장","",
"52","민방위대피시설","11_46_02_P","3250000","3250000-S199700009","19970101","","01","영업/정상","18","사용중","","","","","","194","","부산광역시 중구 동광동2가 16번지 1호","부산광역시 중구 광복로97번길 25-1 (동광동2가)","600022","조흥빌딩","20200331195756","U","2020-04-02 02:40:00.0","","385441.07923541","179872.785865356","부산광역시 중구 동광동2가 16번지 1호","공공시설","조흥빌딩","",
"53","민방위대피시설","11_46_02_P","3250000","3250000-S197600001","19800616","","01","영업/정상","18","사용중","","","","","","991","","부산광역시 중구 중앙동4가 17번지 26호 부산세관","부산광역시 중구 충장대로 20, 부산세관 (중앙동4가)","48940","부산본부세관","20210729124748","U","2021-07-31 02:40:00.0","","385799.333219399","180292.212678325","부산광역시 중구 중앙동4가 17번지 26호 부산세관","공공시설","부산본부세관","",
"54","민방위대피시설","11_46_02_P","3260000","3260000-S200200114","20020121","","01","영업/정상","18","사용중","","","","","","495","","부산광역시 서구 아미동2가 261번지 126호","부산광역시 서구 까치고개로 102 (아미동2가)","602827","아미맨션","20210105192446","U","2021-01-07 02:40:00.0","","383286.597212501","180200.516246681","부산광역시 서구 아미동2가 261번지 126호","공공시설","아미맨션","",
"55","민방위대피시설","11_46_02_P","3260000","3260000-S200200119","20020121","","01","영업/정상","18","사용중","","","","","","95","","부산광역시 서구 초장동 91번지 43호","부산광역시 서구 해돋이로 192 (초장동)","49244","초장동교회","20210105191806","U","2021-01-07 02:40:00.0","","384046.073278402","179103.472894753","부산광역시 서구 초장동 91번지 43호","공공시설","초장동교회","",
"56","민방위대피시설","11_46_02_P","3260000","3260000-S200200129","20020121","","01","영업/정상","18","사용중","","","","","","198","","부산광역시 서구 토성동5가 28번지 1호","부산광역시 서구 구덕로 135-8 (토성동5가)","","동일빌라","20200723113916","U","2020-07-25 02:40:00.0","","384208.530134913","179450.507706881","부산광역시 서구 토성동5가 28번지 1호","공공시설","동일빌라","",
"57","민방위대피시설","11_46_02_P","3260000","3260000-S200200141","20020121","","01","영업/정상","18","사용중","","","","","","825","","부산광역시 서구 충무동1가 39번지 46호","부산광역시 서구 충무대로256번길 7 (충무동1가)","","창성빌딩","20200421104921","U","2020-04-23 02:40:00.0","","384530.759886871","179056.052902179","부산광역시 서구 충무동1가 39번지 46호","공공시설","창성빌딩","",
"58","민방위대피시설","11_46_02_P","3260000","3260000-S200200151","20020121","","01","영업/정상","18","사용중","","","","","","1914","","부산광역시 서구 남부민동 689번지 4호","부산광역시 서구 충무대로 234 (남부민동)","","우양냉장","20220620092906","U","2022-06-22 02:40:00.0","","384566.48631262","178809.387105856","부산광역시 서구 남부민동 689번지 4호","공공시설","우양냉장","",
"59","민방위대피시설","11_46_02_P","3260000","3260000-S200200155","20020121","","01","영업/정상","18","사용중","","","","","","231","","부산광역시 서구 남부민동 440번지","부산광역시 서구 해돋이로22번길 3-4 (남부민동)","","은성교회","20210105192006","U","2021-01-07 02:40:00.0","","384062.507291555","177874.783403471","부산광역시 서구 남부민동 440번지","공공시설","은성교회","",
"60","민방위대피시설","11_46_02_P","3260000","3260000-S200200156","20020121","","01","영업/정상","18","사용중","","","","","","7917","","부산광역시 서구 남부민동 523번지 1호","부산광역시 서구 충무대로 133-0 (남부민동)","","대림비치아파트","20210105192023","U","2021-01-07 02:40:00.0","","384563.393566611","177761.542432002","부산광역시 서구 남부민동 523번지 1호","공공시설","대림비치아파트","",
"61","민방위대피시설","11_46_02_P","3260000","3260000-S200200160","20020121","","01","영업/정상","18","사용중","","","","","","287","","부산광역시 서구 남부민동 692번지 13호","부산광역시 서구 충무대로 170-0 (남부민동)","","사조대림","20210105192104","U","2021-01-07 02:40:00.0","","384642.644706366","178184.497144815","부산광역시 서구 남부민동 692번지 13호","공공시설","사조대림","",
"62","민방위대피시설","11_46_02_P","3260000","3260000-S200200164","20020121","","01","영업/정상","18","사용중","","","","","","825","","부산광역시 서구 암남동 350번지 1호","부산광역시 서구 충무대로34번길 15 (암남동)","","고려빌라","20210105192135","U","2021-01-07 02:40:00.0","","383894.731663076","177290.04646776","부산광역시 서구 암남동 350번지 1호","공공시설","고려빌라","",
"63","민방위대피시설","11_46_02_P","3260000","3260000-S200600002","20060220","","01","영업/정상","18","사용중","","","","","","482","","부산광역시 서구 동대신동2가 367번지","부산광역시 서구 구덕로 310 (동대신동2가, 골든캐슬)","49217","골든캐슬","20200421110533","U","2020-04-23 02:40:00.0","","383849.626731783","181024.011216014","부산광역시 서구 동대신동2가 367번지","공공시설","골든캐슬","",
"64","민방위대피시설","11_46_02_P","3260000","3260000-S200600003","20070404","","01","영업/정상","18","사용중","","","","","","197","","부산광역시 서구 동대신동2가 204번지 5호","부산광역시 서구 보수대로 183 (동대신동2가)","49216","벽송빌딩","20210105190234","U","2021-01-07 02:40:00.0","","384203.775584222","181034.474646956","부산광역시 서구 동대신동2가 204번지 5호","공공시설","벽송빌딩","",
"65","민방위대피시설","11_46_02_P","3260000","3260000-S201100001","20110105","","01","영업/정상","18","사용중","","","","","","2677","","부산광역시 서구 동대신동3가 140번지","부산광역시 서구 보수대로242번길 6 (동대신동3가, 구덕금호아파트)","49213","구덕금호아파트","20210105190608","U","2021-01-07 02:40:00.0","","383931.314533224","181501.867549058","부산광역시 서구 동대신동3가 140번지","공공시설","구덕금호아파트","",
"66","민방위대피시설","11_46_02_P","3260000","3260000-S201100002","20110208","","01","영업/정상","18","사용중","","","","","","2500","","부산광역시 서구 아미동2가 89번지","부산광역시 서구 아미로 132-1 (아미동2가)","49249","아미초등학교 지하 공영 주차장","20210105192545","U","2021-01-07 02:40:00.0","","383724.92386942","179551.860518909","부산광역시 서구 아미동2가 89번지","공공시설","아미초등학교 지하 공영 주차장","",
"67","민방위대피시설","11_46_02_P","3260000","3260000-S201300001","20130321","","01","영업/정상","18","사용중","","","","","","360","","부산광역시 서구 암남동 2번지 1호","부산광역시 서구 천해로 39 (암남동)","49260","암남타워빌","20210105192334","U","2021-01-07 02:40:00.0","","383703.588760691","177985.049653672","부산광역시 서구 암남동 2번지 1호","공공시설","암남타워빌","",
"68","민방위대피시설","11_46_02_P","3260000","3260000-S200200075","20020121","","01","영업/정상","18","사용중","","","","","","129","","부산광역시 서구 서대신동3가 438번지","부산광역시 서구 구덕로321번길 50 (서대신동3가, 도영빌리지)","49225","도영빌리지","20210105191039","U","2021-01-07 02:40:00.0","","383544.284692109","181036.894750734","부산광역시 서구 서대신동3가 438번지","공공시설","도영빌리지","",
"69","민방위대피시설","11_46_02_P","3260000","3260000-S200200081","20020121","","01","영업/정상","18","사용중","","","","","","5000","","부산광역시 서구 서대신동3가 161번지 13호","부산광역시 서구 꽃마을로 43 (서대신동3가, 남성한빛가든아파트)","49207","남성한빛아파트","20210105191456","U","2021-01-07 02:40:00.0","","383259.412069714","181678.653570702","부산광역시 서구 서대신동3가 161번지 13호","공공시설","남성한빛아파트","",
"70","민방위대피시설","11_46_02_P","3260000","3260000-S200200115","20020121","","01","영업/정상","18","사용중","","","","","","657","","부산광역시 서구 아미동2가 261번지 128호","부산광역시 서구 까치고개로 91 (아미동2가)","602827","아미전원빌라","20210105192521","U","2021-01-07 02:40:00.0","","383294.861930137","180255.315519611","부산광역시 서구 아미동2가 261번지 128호","공공시설","아미전원빌라","",
"71","민방위대피시설","11_46_02_P","3260000","3260000-S200200158","20020121","","01","영업/정상","18","사용중","","","","","","2723","","부산광역시 서구 남부민동 523번지 52호","부산광역시 서구 충무대로 140-0 (남부민동)","","동양냉장 송도지점","20210105192051","U","2021-01-07 02:40:00.0","","384664.43085616","177871.739308163","부산광역시 서구 남부민동 523번지 52호","공공시설","동양냉장 송도지점","",
