"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","비상시설위치","시설구분명","시설명건물명","해제일자",
"1577","민방위대피시설","11_46_02_P","3260000","3260000-S200200093","20020121","20040227","04","취소/말소/만료/정지/중지","19","사용중지","20040227","","","","","158.68","","부산광역시 서구 부용1가 31-11","","","부용아파트","20131213195117","I","2018-08-31 23:59:59.0","","","","부산광역시 서구 부용1가 31-11","공공시설","부용아파트","20040227",
"1578","민방위대피시설","11_46_02_P","3260000","3260000-S200200097","20020121","20170405","04","취소/말소/만료/정지/중지","19","사용중지","20170405","","","","","132","","부산광역시 서구 부민동3가 57번지","부산광역시 서구 구덕로193번길 52 (부민동3가)","49236","부산서교회","20170406105214","I","2018-08-31 23:59:59.0","","383834.065178796","179984.399249808","부산광역시 서구 부민동3가 57번지","공공시설","부산서교회","20170405",
"1579","민방위대피시설","11_46_02_P","3260000","3260000-S200200100","20020121","20110401","04","취소/말소/만료/정지/중지","19","사용중지","20110401","","","","","99","","부산광역시 서구 부민동1가  22번지  15호","","","정수빌딩(한빛학원)","20131213195117","I","2018-08-31 23:59:59.0","","","","부산광역시 서구 부민동1가  22번지  15호","공공시설","정수빌딩(한빛학원)","20110401",
"1580","민방위대피시설","11_46_02_P","3270000","3270000-S201900001","20191118","20210215","04","취소/말소/만료/정지/중지","19","사용중지","20210215","","","","","769","","부산광역시 동구 초량동 827번지 268호","부산광역시 동구 초량로108번길 3-6 (초량동, 체어빌골드)","48805","체어빌골드아파트","20210302112653","U","2021-03-04 02:40:00.0","","385140.399928638","181974.338932157","부산광역시 동구 초량동 827번지 268호","공공시설","체어빌골드아파트","20210215",
"1581","민방위대피시설","11_46_02_P","3270000","3270000-S198400007","19840101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","257.85","","부산광역시 동구 좌천동  663","","","광림정보통신학원","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  663","공공시설","광림정보통신학원","20080701",
"1582","민방위대피시설","11_46_02_P","3270000","3270000-S198700004","19870101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","370.25","","부산광역시 동구 좌천동  70","","","쌍용정유","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  70","공공시설","쌍용정유","20080701",
"1583","민방위대피시설","11_46_02_P","3270000","3270000-S199500003","19950306","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","195.04","","부산광역시 동구 좌천동  684","","","좌천1동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  684","공공시설","좌천1동사무소","20080701",
"1584","민방위대피시설","11_46_02_P","3270000","3270000-S199600003","19960101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","495.87","","부산광역시 동구 좌천동  812","","","한성빌라","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  812","공공시설","한성빌라","20080701",
"1585","민방위대피시설","11_46_02_P","3270000","3270000-S197600001","19760101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","16.53","","부산광역시 동구 좌천동  858번지  12호 좌천치안센터","","","좌천치안센터","20080710160711","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  858번지  12호 좌천치안센터","정부지원시설","좌천치안센터","20080701",
"1586","민방위대피시설","11_46_02_P","3270000","3270000-S198700005","19871205","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","72.73","","부산광역시 동구 좌천동  889번지  1호 좌천4동사무소","","","좌천4동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  889번지  1호 좌천4동사무소","공공시설","좌천4동사무소","20080701",
"1587","민방위대피시설","11_46_02_P","3270000","3270000-S198900005","19890101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","79.34","","부산광역시 동구 좌천동  887번지  2호 좌천4동새마을금고","","","좌천4동 새마을금고","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  887번지  2호 좌천4동새마을금고","공공시설","좌천4동 새마을금고","20080701",
"1588","민방위대피시설","11_46_02_P","3270000","3270000-S197100001","19710101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","165.29","","부산광역시 동구 범일동  129","","","기업은행","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  129","공공시설","기업은행","20080701",
"1589","민방위대피시설","11_46_02_P","3270000","3270000-S199100001","19911210","20170117","04","취소/말소/만료/정지/중지","19","사용중지","20170117","","","","","1098","","부산광역시 동구 초량동 1213번지 17호","부산광역시 동구 대영로 267 (초량동)","48822","해광빌딩","20170118094216","I","2018-08-31 23:59:59.0","","385905.515805506","181077.473584446","부산광역시 동구 초량동 1213번지 17호","공공시설","해광빌딩","20170117",
"1590","민방위대피시설","11_46_02_P","3270000","3270000-S197300003","19730101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","492.56","","부산광역시 동구 범일동  830번지  38  호","","","부산은행본점","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  830번지  38  호","공공시설","부산은행본점","20080701",
"1591","민방위대피시설","11_46_02_P","3270000","3270000-S198100002","19810101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","512.4","","부산광역시 동구 범일동  614번지  1   호","","","농협부산진지점","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  614번지  1   호","공공시설","농협부산진지점","20080701",
"1592","민방위대피시설","11_46_02_P","3270000","3270000-S198100003","19810101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","472.73","","부산광역시 동구 범일동  830번지  274 호","","","세종빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  830번지  274 호","공공시설","세종빌딩","20080701",
"1593","민방위대피시설","11_46_02_P","3270000","3270000-S198800002","19880101","20131016","04","취소/말소/만료/정지/중지","19","사용중지","20131016","","","","","1485","","부산광역시 동구 초량동  1193","","","현대해상빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1193","공공시설","현대해상빌딩","20131016",
"1594","민방위대피시설","11_46_02_P","3270000","3270000-S199100003","19910124","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","79.34","","부산광역시 동구 초량동  110","","","초량3동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  110","공공시설","초량3동사무소","20080701",
"1595","민방위대피시설","11_46_02_P","3270000","3270000-S199400001","19940103","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","462.81","","부산광역시 동구 초량동  146","","","부산은행","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  146","공공시설","부산은행","20080701",
"1596","민방위대피시설","11_46_02_P","3270000","3270000-S199500002","19950101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","528.93","","부산광역시 동구 초량동  1145","","","동성빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1145","공공시설","동성빌딩","20080701",
"1597","민방위대피시설","11_46_02_P","3270000","3270000-S199900001","19990101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","462.81","","부산광역시 동구 초량동  1143","","","새마을금고 연합회","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1143","공공시설","새마을금고 연합회","20080701",
"1598","민방위대피시설","11_46_02_P","3270000","3270000-S199900002","19990101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","495.87","","부산광역시 동구 초량동  1199","","","한국토지개발공사","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1199","공공시설","한국토지개발공사","20080701",
"1599","민방위대피시설","11_46_02_P","3270000","3270000-S199900003","19990101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","330.58","","부산광역시 동구 초량동  1168","","","항운노조회관","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1168","공공시설","항운노조회관","20080701",
"1600","민방위대피시설","11_46_02_P","3270000","3270000-S199900004","19990101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","330.58","","부산광역시 동구 초량동  1169","","","강남빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1169","공공시설","강남빌딩","20080701",
"1601","민방위대피시설","11_46_02_P","3270000","3270000-S199900005","19990101","20091023","04","취소/말소/만료/정지/중지","19","사용중지","20091023","","","","","1662.82","","부산광역시 동구 초량동  1198","","","신흥빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1198","공공시설","신흥빌딩","20091023",
"1602","민방위대피시설","11_46_02_P","3270000","3270000-S199900006","19990101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","515.7","","부산광역시 동구 초량동  1198","","","조선일보","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1198","공공시설","조선일보","20080701",
"1603","민방위대피시설","11_46_02_P","3270000","3270000-S198800003","19881226","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","66.12","","부산광역시 동구 수정동  1011","","","수정1동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  1011","공공시설","수정1동사무소","20080701",
"1604","민방위대피시설","11_46_02_P","3270000","3270000-S198500003","19850101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","188.43","","부산광역시 동구 수정동  325","","","수정성결교회 사회복지관","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  325","공공시설","수정성결교회 사회복지관","20080701",
"1605","민방위대피시설","11_46_02_P","3270000","3270000-S199400002","19941015","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","105.79","","부산광역시 동구 수정동  1172","","","수정4동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  1172","공공시설","수정4동사무소","20080701",
"1606","민방위대피시설","11_46_02_P","3270000","3270000-S198000002","19800101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","99.17","","부산광역시 동구 수정동  490","","","정암아파트","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  490","공공시설","정암아파트","20080701",
"1607","민방위대피시설","11_46_02_P","3270000","3270000-S198300001","19830106","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","39.67","","부산광역시 동구 수정동  520번지  9   호","","","수정5동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  520번지  9   호","공공시설","수정5동사무소","20080701",
"1608","민방위대피시설","11_46_02_P","3270000","3270000-S198600002","19860101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","297.52","","부산광역시 동구 수정동  512","","","동원아파트","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  512","공공시설","동원아파트","20080701",
"1609","민방위대피시설","11_46_02_P","3270000","3270000-S199000004","19900101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","297.52","","부산광역시 동구 수정동  609","","","필우빌라","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  609","공공시설","필우빌라","20080701",
"1610","민방위대피시설","11_46_02_P","3270000","3270000-S199200002","19920101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","99.17","","부산광역시 동구 수정동  523","","","수정5동새마을금고","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  523","공공시설","수정5동새마을금고","20080701",
"1611","민방위대피시설","11_46_02_P","3270000","3270000-S198500006","19850101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","366.94","","부산광역시 동구 범일동  830번지  61  호","","","석화그릴","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  830번지  61  호","공공시설","석화그릴","20080701",
"1612","민방위대피시설","11_46_02_P","3270000","3270000-S199000005","19900101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","595.04","","부산광역시 동구 범일동  830번지  202 호","","","썬오피스텔","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  830번지  202 호","공공시설","썬오피스텔","20080701",
"1613","민방위대피시설","11_46_02_P","3270000","3270000-S199500004","19950701","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","459.51","","부산광역시 동구 범일동  830번지  276 호","","","삼정빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  830번지  276 호","공공시설","삼정빌딩","20080701",
"1614","민방위대피시설","11_46_02_P","3270000","3270000-S196800001","19680101","20061113","04","취소/말소/만료/정지/중지","19","사용중지","20061113","","","","","241.32","","부산광역시 동구 범일동  26","","","보림극장","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  26","공공시설","보림극장","20061113",
"1615","민방위대피시설","11_46_02_P","3270000","3270000-S197900002","19790906","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","16.53","","부산광역시 동구 범일동  1438","","","범일어린이집","20080710161639","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  1438","정부지원시설","범일어린이집","20080701",
"1616","민방위대피시설","11_46_02_P","3270000","3270000-S199100004","19910225","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","267.77","","부산광역시 동구 범일동  1452","","","동구종합복지관","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  1452","공공시설","동구종합복지관","20080701",
"1617","민방위대피시설","11_46_02_P","3270000","3270000-S199100005","19910101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","132.23","","부산광역시 동구 범일동  1435","","","삼보빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  1435","공공시설","삼보빌딩","20080701",
"1618","민방위대피시설","11_46_02_P","3270000","3270000-S200300002","20030630","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","80","","부산광역시 동구 초량동  754번지  1264호","","","묘음 어린이집","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  754번지  1264호","공공시설","묘음 어린이집","20080701",
"1619","민방위대피시설","11_46_02_P","3270000","3270000-S198800006","19880101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","330.58","","부산광역시 동구 좌천동  518","","","좌천탕","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  518","공공시설","좌천탕","20080701",
"1620","민방위대피시설","11_46_02_P","3270000","3270000-S198600003","19861023","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","16.53","","부산광역시 동구 범일동  79","","","범일1동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  79","공공시설","범일1동사무소","20080701",
"1621","민방위대피시설","11_46_02_P","3270000","3270000-S199200003","19920101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","165.29","","부산광역시 동구 범일동  62","","","두양빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  62","공공시설","두양빌딩","20080701",
"1622","민방위대피시설","11_46_02_P","3270000","3270000-S199300002","19930101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","214.88","","부산광역시 동구 범일동  62","","","보림빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  62","공공시설","보림빌딩","20080701",
"1623","민방위대피시설","11_46_02_P","3270000","3270000-S197300002","19730101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","267.77","","부산광역시 동구 범일동  830번지  31  호","","","시민회관","20080710161217","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 범일동  830번지  31  호","공공시설","시민회관","20080701",
"1624","민방위대피시설","11_46_02_P","3270000","3270000-S199200004","19920101","20220421","04","취소/말소/만료/정지/중지","19","사용중지","20220421","","","","","5359","","부산광역시 동구 범일동 828-9 상록","부산광역시 동구 조방로 4, 상록 (범일동)","48743","상록","20220428092851","U","2022-04-30 02:40:00.0","","388054.117193921","184024.698088642","부산광역시 동구 범일동 828-9 상록","공공시설","상록","20220421",
"1625","민방위대피시설","11_46_02_P","3270000","3270000-S198900003","19891122","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","66.12","","부산광역시 동구 초량동  824번지  301 호","","","초량4동 새마을금고","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  824번지  301 호","공공시설","초량4동 새마을금고","20080701",
"1626","민방위대피시설","11_46_02_P","3270000","3270000-S198900004","19891230","20060301","04","취소/말소/만료/정지/중지","19","사용중지","20060301","","","","","353.72","","부산광역시 동구 수정동  806","","","동구청 민방위교육장","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  806","공공시설","동구청 민방위교육장","20060301",
"1627","민방위대피시설","11_46_02_P","3270000","3270000-S198400003","19841128","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","26.45","","부산광역시 동구 수정동  806","","","수정2동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  806","공공시설","수정2동사무소","20080701",
"1628","민방위대피시설","11_46_02_P","3270000","3270000-S198400005","19840101","20150427","04","취소/말소/만료/정지/중지","19","사용중지","20150427","","","","","991","","부산광역시 동구 수정동  1","부산광역시 동구 중앙대로 365 (수정동)","","부산일보사","20150427140012","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  1","공공시설","부산일보사","20150427",
"1629","민방위대피시설","11_46_02_P","3270000","3270000-S197200001","19720101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","991.74","","부산광역시 동구 좌천동  68","","","봉생병원","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  68","공공시설","봉생병원","20080701",
"1630","민방위대피시설","11_46_02_P","3270000","3270000-S198200003","19821206","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","158.68","","부산광역시 동구 좌천동  498","","","구 좌천1동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 좌천동  498","공공시설","구 좌천1동사무소","20080701",
"1631","민방위대피시설","11_46_02_P","3270000","3270000-S198700001","19870101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","62.81","","부산광역시 동구 초량동   824-121","","","초량6동 주민센터","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동   824-121","공공시설","초량6동 주민센터","20080701",
"1632","민방위대피시설","11_46_02_P","3270000","3270000-S197700001","19771231","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","565.29","","부산광역시 동구 초량동  1213","","","선경빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1213","공공시설","선경빌딩","20080701",
"1633","민방위대피시설","11_46_02_P","3270000","3270000-S198400001","19841126","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","509.09","","부산광역시 동구 초량동  1209","","","제일생명빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1209","공공시설","제일생명빌딩","20080701",
"1634","민방위대피시설","11_46_02_P","3270000","3270000-S199000001","19900416","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","466.12","","부산광역시 동구 초량동  1203","","","중후2빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1203","공공시설","중후2빌딩","20080701",
"1635","민방위대피시설","11_46_02_P","3270000","3270000-S199600001","19960329","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","333.89","","부산광역시 동구 초량동  1211","","","조양상선","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1211","공공시설","조양상선","20080701",
"1636","민방위대피시설","11_46_02_P","3270000","3270000-S197300001","19730501","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","495.87","","부산광역시 동구 초량동  200","","","초량상가","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  200","공공시설","초량상가","20080701",
"1637","민방위대피시설","11_46_02_P","3270000","3270000-S198000001","19800620","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","198.35","","부산광역시 동구 초량동  410","","","삼선빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  410","공공시설","삼선빌딩","20080701",
"1638","민방위대피시설","11_46_02_P","3270000","3270000-S198100001","19810516","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","198.35","","부산광역시 동구 초량동  446","","","부산장","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  446","공공시설","부산장","20080701",
"1639","민방위대피시설","11_46_02_P","3270000","3270000-S198400002","19840614","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","165.29","","부산광역시 동구 초량동  505","","","동림장","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  505","공공시설","동림장","20080701",
"1640","민방위대피시설","11_46_02_P","3270000","3270000-S198900002","19890329","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","571.9","","부산광역시 동구 초량동  207","","","한마당","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  207","공공시설","한마당","20080701",
"1641","민방위대피시설","11_46_02_P","3270000","3270000-S199000002","19900818","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","181.82","","부산광역시 동구 초량동  503","","","초량2동 새마을금고","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  503","공공시설","초량2동 새마을금고","20080701",
"1642","민방위대피시설","11_46_02_P","3270000","3270000-S199100002","19910122","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","132.23","","부산광역시 동구 초량동  423","","","초량골든오피스텔","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  423","공공시설","초량골든오피스텔","20080701",
"1643","민방위대피시설","11_46_02_P","3270000","3270000-S199300001","19930508","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","396.7","","부산광역시 동구 초량동  207","","","해정빌딩","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  207","공공시설","해정빌딩","20080701",
"1644","민방위대피시설","11_46_02_P","3270000","3270000-S199200001","19920121","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","59.5","","부산광역시 동구 초량동  444","","","초량2동사무소","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  444","공공시설","초량2동사무소","20080701",
"1645","민방위대피시설","11_46_02_P","3270000","3270000-S198200001","19820101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","201.65","","부산광역시 동구 수정동  247","","","삼성생명","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  247","공공시설","삼성생명","20080701",
"1646","민방위대피시설","11_46_02_P","3270000","3270000-S198400006","19840101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","155.37","","부산광역시 동구 수정동  138","","","농협수정동지점","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  138","공공시설","농협수정동지점","20080701",
"1647","민방위대피시설","11_46_02_P","3270000","3270000-S198800001","19880101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","485.95","","부산광역시 동구 수정동  771","","","협성파크","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  771","공공시설","협성파크","20080701",
"1648","민방위대피시설","11_46_02_P","3270000","3270000-S198500002","19850101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","99.17","","부산광역시 동구 수정동  895","","","수정3동 새마을금고","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 수정동  895","공공시설","수정3동 새마을금고","20080701",
"1649","민방위대피시설","11_46_02_P","3270000","3270000-S197700003","19770101","20060530","04","취소/말소/만료/정지/중지","19","사용중지","20060530","","","","","694.22","","부산광역시 동구 초량동  1143번지  11  호","","","세일병원","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  1143번지  11  호","공공시설","세일병원","20060530",
"1650","민방위대피시설","11_46_02_P","3270000","3270000-S197800001","19780101","20060530","04","취소/말소/만료/정지/중지","19","사용중지","20060530","","","","","231.41","","부산광역시 동구 초량동  31","","","성분도병원","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  31","공공시설","성분도병원","20060530",
"1651","민방위대피시설","11_46_02_P","3270000","3270000-S198200002","19820101","20080701","04","취소/말소/만료/정지/중지","19","사용중지","20080701","","","","","495.87","","부산광역시 동구 초량동  50","","","삼일교회","20131213194917","I","2018-08-31 23:59:59.0","","","","부산광역시 동구 초량동  50","공공시설","삼일교회","20080701",
"1652","민방위대피시설","11_46_02_P","3280000","3280000-S200200001","20020514","20160822","04","취소/말소/만료/정지/중지","19","사용중지","20160822","","","","","158","","부산광역시 영도구 청학동  442번지  40  호","부산광역시 영도구 청학남로 6 (청학동)","606820","황토찜질방","20161019095322","I","2018-08-31 23:59:59.0","","387634.016801444","178711.751084088","부산광역시 영도구 청학동  442번지  40  호","공공시설","황토찜질방","20160822",
"1653","민방위대피시설","11_46_02_P","3280000","3280000-S200300003","20031011","20080408","04","취소/말소/만료/정지/중지","19","사용중지","20080408","","","","","122.31","","부산광역시 영도구 청학동  386번지  187 호","","","주택-정재용","20131213194557","I","2018-08-31 23:59:59.0","","","","부산광역시 영도구 청학동  386번지  187 호","공공시설","주택-정재용","20080408",
"1654","민방위대피시설","11_46_02_P","3280000","3280000-S197700001","19771231","20060620","04","취소/말소/만료/정지/중지","19","사용중지","20060620","","","","","122.31","","부산광역시 영도구 대교동1가  95","","","항남다방","20131213194557","I","2018-08-31 23:59:59.0","","","","부산광역시 영도구 대교동1가  95","공공시설","항남다방","20060620",
"1655","민방위대피시설","11_46_02_P","3280000","3280000-S197000002","19701231","20060620","04","취소/말소/만료/정지/중지","19","사용중지","20060620","","","","","125.62","","부산광역시 영도구 대교동2가  100","","","현대다방","20131213194557","I","2018-08-31 23:59:59.0","","","","부산광역시 영도구 대교동2가  100","공공시설","현대다방","20060620",
"1656","민방위대피시설","11_46_02_P","3280000","3280000-S199200012","19920818","20161223","04","취소/말소/만료/정지/중지","19","사용중지","20161223","","","","","83","","부산광역시 영도구 봉래동4가 116번지 1호","부산광역시 영도구 태종로 162 (봉래동4가, 한아름새마을금고)","49057","한아름 새마을금고(기동대점)","20170321141015","I","2018-08-31 23:59:59.0","","386529.237584713","179070.246522901","부산광역시 영도구 봉래동4가 116번지 1호","공공시설","한아름 새마을금고(기동대점)","20161223",
"1657","민방위대피시설","11_46_02_P","3280000","3280000-S199200005","19921231","20031111","04","취소/말소/만료/정지/중지","19","사용중지","20031111","","","","","214.88","","부산광역시 영도구 봉래동3가  42-2","","","해동빌딩","20131213194557","I","2018-08-31 23:59:59.0","","","","부산광역시 영도구 봉래동3가  42-2","공공시설","해동빌딩","20031111",
