"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","설비규격",
"1","용기냉동기특정설비","07_22_16_P","3260000","2007326006616500001","19930504","","01","영업/정상","01","영업중","","","","","","","","부산광역시 서구 남부민동 694","부산광역시 서구 등대로 122-20 (남부민동)","","(주)삼정이엠씨","20180206105251","I","2018-08-31 23:59:59.0","","384659.382264638","178129.57394293","",
"2","용기냉동기특정설비","07_22_16_P","3260000","2009326006616500001","20090602","","01","영업/정상","01","영업중","","","","","","","","부산광역시 서구 남부민동 694","부산광역시 서구 등대로 122-20 (남부민동)","","(주)삼정이엠씨","20180206112102","I","2018-08-31 23:59:59.0","","384659.382264638","178129.57394293","",
"3","용기냉동기특정설비","07_22_16_P","3280000","1988328007016500001","19880211","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 남항동2가 78","부산광역시 영도구 남항로10번길 11 (남항동2가)","","청강냉동공업(주)","20111030145746","I","2018-08-31 23:59:59.0","","385736.00461012","178578.719129197","",
"4","용기냉동기특정설비","07_22_16_P","3280000","1974328007016500001","19740217","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 남항동2가 28-2","부산광역시 영도구 남항서로104번길 2 (남항동2가)","","대동철공소","20131227192417","I","2018-08-31 23:59:59.0","","385663.360826982","178613.649112881","",
"5","용기냉동기특정설비","07_22_16_P","3280000","1978328007016500001","19780727","","01","영업/정상","01","영업중","","","","","","","","부산광역시 영도구 남항동2가 65-28","부산광역시 영도구 남항서로92번길 38 (남항동2가)","","창완냉동공업(주)","20131231141340","I","2018-08-31 23:59:59.0","","385806.243984601","178455.016867997","",
"6","용기냉동기특정설비","07_22_16_P","3280000","1987328007016500001","19870218","","03","폐업","03","폐업","20110304","","","","","","","부산광역시 영도구 남항동1가 21","부산광역시 영도구 남항서로 115  (남항동1가)","","(주)동우냉동","20110304092540","I","2018-08-31 23:59:59.0","","385684.058179344","178742.872856919","",
"7","용기냉동기특정설비","07_22_16_P","3340000","2018334008016500002","20181129","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 906-9","","","섬진피에이치텍 주식회사","20190110164625","U","2019-01-12 02:40:00.0","","378901.489193228","176633.44241033","",
"8","용기냉동기특정설비","07_22_16_P","3340000","2016334008016500004","20161026","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1518-3","부산광역시 사하구 다산로78번길 26 (다대동)","49498","(주)쿨 뱅크 이엔지","20191025124217","U","2019-10-27 02:40:00.0","","378752.598453432","175318.542002026","",
"9","용기냉동기특정설비","07_22_16_P","3340000","2016334008016500005","20161026","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1518-3","부산광역시 사하구 다산로78번길 26 (다대동)","49498","(주)쿨 뱅크 이엔지","20191025124157","U","2019-10-27 02:40:00.0","","378752.598453432","175318.542002026","",
"10","용기냉동기특정설비","07_22_16_P","3340000","2019334008016500001","20190703","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1522-9","","","케이엠씨(주)","20191025115011","U","2019-10-27 02:40:00.0","","378741.195198325","174642.251519806","",
"11","용기냉동기특정설비","07_22_16_P","3340000","2019334008016500002","20191205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 347-1","","","모리엘테크원(주)","20200110114934","U","2020-01-12 02:40:00.0","","379955.854729","177227.101871191","",
"12","용기냉동기특정설비","07_22_16_P","3340000","2019334008016500003","20191205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 347-1","","","모리엘테크원(주)","20200110115233","U","2020-01-12 02:40:00.0","","379955.854729","177227.101871191","",
"13","용기냉동기특정설비","07_22_16_P","3340000","2022334013116500001","20220310","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 695","부산광역시 사하구 을숙도대로873번길 10 (감천동)","49445","주식회사 엔피알티","20220315143005","I","2022-03-17 00:22:35.0","","382131.548766916","178479.884923608","",
"14","용기냉동기특정설비","07_22_16_P","3340000","2011334006616500001","20110411","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1110-3","부산광역시 사하구 하신중앙로 37 (장림동)","","비케이티부경테크(주)","20120104182819","I","2018-08-31 23:59:59.0","","379082.449867807","177682.334808969","",
"15","용기냉동기특정설비","07_22_16_P","3340000","2013334008016500003","20131007","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1509-1","부산광역시 사하구 다산로 154 (다대동)","","(주)대생엔지니어링","20140312145818","I","2018-08-31 23:59:59.0","","378463.200991698","175924.423208741","",
"16","용기냉동기특정설비","07_22_16_P","3340000","2021334013116500003","20211022","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 377-1","","","(주)태현이엔지","20211104171846","U","2021-11-06 02:40:00.0","","381553.171940078","176829.219380904","",
"17","용기냉동기특정설비","07_22_16_P","3340000","1982334008016500001","19820821","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 370-126","부산광역시 사하구 을숙도대로569번길 37 (신평동)","","(주)명성알앤티","20120306174204","I","2018-08-31 23:59:59.0","","379238.44636083","178414.936578331","",
"18","용기냉동기특정설비","07_22_16_P","3340000","2014334008016500003","20141205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 935-1","","","레프코리아","20150114090719","I","2018-08-31 23:59:59.0","","378863.88303838","176684.89188107","",
"19","용기냉동기특정설비","07_22_16_P","3340000","2014334008016500004","20141205","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 935-1","","","레프코리아","20150309170001","I","2018-08-31 23:59:59.0","","378863.88303838","176684.89188107","",
"20","용기냉동기특정설비","07_22_16_P","3340000","2016334008016500003","20160513","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1515-3","부산광역시 사하구 다산로53번길 49 (다대동)","","(주)동강금속","20170124181908","I","2018-08-31 23:59:59.0","","378413.574560936","175266.882245717","",
"21","용기냉동기특정설비","07_22_16_P","3340000","2018334008016500001","20180614","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 388-1","","","탱크테크(주)","20181206143815","U","2018-12-08 02:40:00.0","","381749.525652756","176835.185344088","",
"22","용기냉동기특정설비","07_22_16_P","3340000","2010334006616500002","20101004","","01","영업/정상","01","영업중","","","","20160405","","","","부산광역시 사하구 다대동 1517-1","","","(주)코밸","20160405183254","I","2018-08-31 23:59:59.0","","378627.693913196","175336.448679095","",
"23","용기냉동기특정설비","07_22_16_P","3340000","2011334006616500002","20110411","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1110-3","부산광역시 사하구 하신중앙로 37  (장림동)","","비케이티부경테크(주)","20120104182850","I","2018-08-31 23:59:59.0","","379082.449867807","177682.334808969","",
"24","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500040","20011108","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1511-1","부산광역시 사하구 홍티로 103  (다대동)","","부영씨에스티(주)","20070801133131","I","2018-08-31 23:59:59.0","","378689.680948359","175608.897194753","",
"25","용기냉동기특정설비","07_22_16_P","3340000","2012334008016500002","20120709","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 370-6","부산광역시 사하구 다대로605번길 66 (다대동)","","(주)대웅씨티","20120710100921","I","2018-08-31 23:59:59.0","","380149.478703416","174282.637515014","",
"26","용기냉동기특정설비","07_22_16_P","3340000","2013334008016500002","20131007","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 1509-1","부산광역시 사하구 다산로 154 (다대동)","","대생엔지니어링","20140312145748","I","2018-08-31 23:59:59.0","","378463.200991698","175924.423208741","",
"27","용기냉동기특정설비","07_22_16_P","3340000","2021334013116500001","20210406","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 478 E동","","","태양냉동","20210514173516","U","2021-05-16 02:40:00.0","","380115.93963671","176286.917498111","",
"28","용기냉동기특정설비","07_22_16_P","3340000","2021334013116500002","20210406","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 478","","","태양냉동","20210514173605","U","2021-05-16 02:40:00.0","","380115.93963671","176286.917498111","",
"29","용기냉동기특정설비","07_22_16_P","3340000","2001334006616500036","20010314","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 497","","","(주)엔케이","20140310190530","I","2018-08-31 23:59:59.0","","379599.390721702","178463.569747862","",
"30","용기냉동기특정설비","07_22_16_P","3340000","2004334006616500001","20040720","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1089","부산광역시 사하구 다산로 254  (장림동)","","삼오공사","20090210163452","I","2018-08-31 23:59:59.0","","378230.386696257","176906.692043393","",
"31","용기냉동기특정설비","07_22_16_P","3340000","1989334006616500001","19890213","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 496","","","(주)엔케이","20140310190812","I","2018-08-31 23:59:59.0","","379558.538631907","178464.464290082","",
"32","용기냉동기특정설비","07_22_16_P","3340000","1998334006616500002","19880113","","03","폐업","03","폐업","20150619","","","","","","","부산광역시 사하구 장림동 405","","","해성엔지니어링","20150619175123","I","2018-08-31 23:59:59.0","","380009.221673145","176819.819358184","",
"33","용기냉동기특정설비","07_22_16_P","3340000","2016334008016500001","20160222","","03","폐업","03","폐업","20170918","","","","","","","부산광역시 사하구 다대동 1522-4","","","(주)티알에스","20170918173828","I","2018-08-31 23:59:59.0","","378746.162224626","174668.007348611","",
"34","용기냉동기특정설비","07_22_16_P","3340000","2016334008016500002","20160222","","03","폐업","03","폐업","20170918","","","","","","","부산광역시 사하구 다대동 1522-4","","","(주)티알에스","20170918173739","I","2018-08-31 23:59:59.0","","378746.162224626","174668.007348611","",
"35","용기냉동기특정설비","07_22_16_P","3340000","2011334008016500003","20111116","","03","폐업","03","폐업","20161228","","","","","","","부산광역시 사하구 장림동 463-7","","","(주)파워닉스","20161228180653","I","2018-08-31 23:59:59.0","","379985.494794219","176470.445683076","",
"36","용기냉동기특정설비","07_22_16_P","3340000","2008334006616500001","20080821","","03","폐업","03","폐업","20100202","","","","","","","부산광역시 사하구 장림동 986-5","부산광역시 사하구 하신중앙로3번가길 64  (장림동)","","대성엔지니어링","20100201164216","I","2018-08-31 23:59:59.0","","378653.874986226","177228.520946487","",
"37","용기냉동기특정설비","07_22_16_P","3340000","2008334006616500002","20081010","","03","폐업","03","폐업","20170801","","","","","","","부산광역시 사하구 장림동 906-9","","","섬진피에이치텍(주)","20170801174850","I","2018-08-31 23:59:59.0","","378901.489193228","176633.44241033","",
"38","용기냉동기특정설비","07_22_16_P","3340000","2010334006616500001","20100818","","03","폐업","03","폐업","20110819","","","","","","","부산광역시 사하구 장림동 460-3","부산광역시 사하구 다대로354번길 72  (장림동)","","(주)대원엠텍","20110819155824","I","2018-08-31 23:59:59.0","","379960.120336187","176413.459003154","",
"39","용기냉동기특정설비","07_22_16_P","3340000","2011334008016500001","20110829","","03","폐업","03","폐업","20180731","","","","","","","부산광역시 사하구 다대동 1503-6","부산광역시 사하구 다산로 174 (다대동)","","㈜코렘덕신다대지점","20180308163823","I","2018-08-31 23:59:59.0","","378418.235507376","176163.16386741","",
"40","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500001","20090525","","03","폐업","03","폐업","20130116","","","","","","","부산광역시 사하구 장림동 350-1","부산광역시 사하구 장평로132번길 10 (장림동)","","세명히트보일러","20190702161431","U","2019-07-04 02:40:00.0","","379957.185310497","177133.358440259","",
"41","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500002","20070320","","03","폐업","03","폐업","20130116","","","","","","","부산광역시 사하구 장림동 350-1","부산광역시 사하구 장평로132번길 10 (장림동)","","(주)세명히트보일러","20190702161359","U","2019-07-04 02:40:00.0","","379957.185310497","177133.358440259","",
"42","용기냉동기특정설비","07_22_16_P","3340000","2011334006616500003","20110519","","03","폐업","03","폐업","20130809","","","","","","","부산광역시 사하구 신평동 648-2","부산광역시 사하구 신산로29번길 51 (신평동)","","진광기공(주)","20190702162044","U","2019-07-04 02:40:00.0","","378506.365937563","179068.473909771","",
"43","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500041","20071024","","03","폐업","03","폐업","20171231","","","","","","","부산광역시 사하구 신평동 654-1","부산광역시 사하구 신산로13번길 13 (신평동)","","에스엠이해인(주)","20180308164335","I","2018-08-31 23:59:59.0","","378306.745426226","178719.071112096","",
"44","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500042","20071024","","03","폐업","03","폐업","20171231","","","","","","","부산광역시 사하구 신평동 654-1","부산광역시 사하구 신산로13번길 13 (신평동)","","해인산업(주)","20180308163624","I","2018-08-31 23:59:59.0","","378306.745426226","178719.071112096","",
"45","용기냉동기특정설비","07_22_16_P","3340000","2011334008016500002","20110829","","03","폐업","03","폐업","20170731","","","","","","","부산광역시 사하구 다대동 1503-6","부산광역시 사하구 다산로 174 (다대동)","","㈜코렘덕신다대지점","20180309132544","I","2018-08-31 23:59:59.0","","378418.235507376","176163.16386741","",
"46","용기냉동기특정설비","07_22_16_P","3340000","2012334008016500001","20120118","","03","폐업","03","폐업","20160621","","","","","","","부산광역시 사하구 장림동 198-1","","","대성REF","20160621181542","I","2018-08-31 23:59:59.0","","379902.072799777","177686.007653493","",
"47","용기냉동기특정설비","07_22_16_P","3340000","2014334008016500001","20140411","","03","폐업","03","폐업","20180411","","","","","","","부산광역시 사하구 장림동 461","","","(주)모리엘","20180411152813","I","2018-08-31 23:59:59.0","","379929.938436779","176377.909373057","",
"48","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500043","20071224","","03","폐업","03","폐업","20081117","","","","","","","부산광역시 사하구 장림동 538-8","부산광역시 사하구 장평로41번길 25  (장림동)","","주식회사 영진에이텍","20081117105700","I","2018-08-31 23:59:59.0","","379749.152234102","176285.408932448","",
"49","용기냉동기특정설비","07_22_16_P","3340000","2007334006616500044","20071224","","03","폐업","03","폐업","20081117","","","","","","","부산광역시 사하구 장림동 538-8","부산광역시 사하구 장평로41번길 25  (장림동)","","주식회사 영진에이텍","20081117105852","I","2018-08-31 23:59:59.0","","379749.152234102","176285.408932448","",
"50","용기냉동기특정설비","07_22_16_P","3340000","2014334008016500002","20140411","","03","폐업","03","폐업","20180411","","","","","","","부산광역시 사하구 장림동 461","","","(주)모리엘","20180411153105","I","2018-08-31 23:59:59.0","","379929.938436779","176377.909373057","",
"51","용기냉동기특정설비","07_22_16_P","3340000","1998334006616500001","19980907","","03","폐업","03","폐업","20090507","","","","","","","부산광역시 사하구 장림동 198-1","부산광역시 사하구 장림로 234  (장림동)","","(주)대형엔지니어링","20090507091824","I","2018-08-31 23:59:59.0","","379902.072799777","177686.007653493","",
"52","용기냉동기특정설비","07_22_16_P","3340000","2001334008016500002","20010414","","03","폐업","03","폐업","20131002","","","","","","","부산광역시 사하구 다대동 1500-8","부산광역시 사하구 다산로175번길 29  (다대동)","","대생엔지니어링","20131002162310","I","2018-08-31 23:59:59.0","","378188.450708191","176227.011144773","",
"53","용기냉동기특정설비","07_22_16_P","3340000","2001334008016500003","20010926","","03","폐업","03","폐업","20180312","","","","","","","부산광역시 사하구 구평동 253-1","부산광역시 사하구 감천항로176번길 29 (구평동)","49460","(주)에이알","20180319173125","I","2018-08-31 23:59:59.0","","381358.066051233","177325.357971781","",
"54","용기냉동기특정설비","07_22_16_P","3340000","1993334006616500020","19930716","","03","폐업","03","폐업","20071214","","","","","","","부산광역시 사하구 다대동 1506-8","부산광역시 사하구 홍티로 123  (다대동)","","천우산업(주)","20071214104751","I","2018-08-31 23:59:59.0","","378640.601536762","175821.315519536","",
"55","용기냉동기특정설비","07_22_16_P","3340000","1994334006616500002","19940217","","03","폐업","03","폐업","20090429","","","","","","","부산광역시 사하구 다대동 1506-8","부산광역시 사하구 홍티로 123  (다대동)","","천우산업(주)","20090429141401","I","2018-08-31 23:59:59.0","","378640.601536762","175821.315519536","",
"56","용기냉동기특정설비","07_22_16_P","3340000","1994334006616500005","19940825","","03","폐업","03","폐업","20180905","","","","","","","부산광역시 사하구 신평동 499","","","(주)엔케이 신평지점","20180905142441","U","2018-09-05 23:59:59.0","","379714.875504093","178461.019770821","",
"57","용기냉동기특정설비","07_22_16_P","3350000","2020335011216500001","20200121","","01","영업/정상","01","영업중","","","","","","","","부산광역시 금정구 회동동 168-1 1동","","","㈜우덕","20200226151735","U","2020-02-28 02:40:00.0","","393091.729679323","194381.430605167","",
"58","용기냉동기특정설비","07_22_16_P","3350000","2020335011216500002","20200121","","01","영업/정상","01","영업중","","","","","","","","부산광역시 금정구 회동동 168-1 1동","","","㈜우덕","20200226151634","U","2020-02-28 02:40:00.0","","393091.729679323","194381.430605167","",
"59","용기냉동기특정설비","07_22_16_P","3350000","2014335008716500003","20140714","","01","영업/정상","01","영업중","","","","20140918","","","","부산광역시 금정구 회동동 148-13","부산광역시 금정구 동천로7번길 62-22 (회동동)","","제이에프씨(주)","20151104111151","I","2018-08-31 23:59:59.0","","393269.486536709","194218.756658602","",
"60","용기냉동기특정설비","07_22_16_P","3350000","2009335008016500001","20091130","","03","폐업","03","폐업","20100730","","","","","","","부산광역시 금정구 금사동 73-16","","","(주)에너지테크","20100730094602","I","2018-08-31 23:59:59.0","","392185.428533059","193085.543148617","",
"61","용기냉동기특정설비","07_22_16_P","3350000","2011335008516500001","20110318","","03","폐업","03","폐업","20110318","","","","","","","부산광역시 금정구 회동동 209-5","부산광역시 금정구 금사로 166 (회동동)","","한일산업사","20190516170019","U","2019-05-18 02:40:00.0","","392659.747541042","193879.793837392","",
"62","용기냉동기특정설비","07_22_16_P","3360000","2009336008216500005","20090916","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 592-9","부산광역시 강서구 화전산단6로32번길 17 (화전동)","","(주)엔에스브이","20170725102612","I","2018-08-31 23:59:59.0","","371796.724311312","179544.343530331","",
"63","용기냉동기특정설비","07_22_16_P","3360000","2009336008216500003","20090406","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1575-6","부산광역시 강서구 녹산산단261로 7 (송정동)","","(주)동화엔텍","20220502132958","U","2022-05-04 02:40:00.0","","368087.753125971","178283.501611121","",
"64","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500014","20120817","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저1동 1771 -1호","부산광역시 강서구 평강로229번길 112-26 (대저1동)","","태웅이엔지","20150504134403","I","2018-08-31 23:59:59.0","","376942.914556976","191758.984001135","",
"65","용기냉동기특정설비","07_22_16_P","3360000","2009336008216500006","20090916","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 강동동 2289-1","부산광역시 강서구 상덕로119번길 68-20 (강동동)","","(주)에프엔지","20200608141730","U","2020-06-10 02:40:00.0","","374585.654047477","189916.074251861","",
"66","용기냉동기특정설비","07_22_16_P","3360000","2009336008216500007","20090928","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 지사동 1202-4","부산광역시 강서구 과학산단로369번길 33  (지사동)","","(주)에이킨스","20120518141941","I","2018-08-31 23:59:59.0","","366697.569824759","184579.616079451","",
"67","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500015","20120912","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 3885-1","부산광역시 강서구 금호순서길89번길 24-16 (대저2동)","","(주)이지플러스원","20120912091048","I","2018-08-31 23:59:59.0","","377930.03316842","186354.614478863","",
"68","용기냉동기특정설비","07_22_16_P","3360000","2012336010516500016","20120912","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저2동 3885-1","부산광역시 강서구 금호순서길89번길 24-16 (대저2동)","","(주)이지플러스원","20120912092857","I","2018-08-31 23:59:59.0","","377930.03316842","186354.614478863","",
"69","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500008","20150921","","01","영업/정상","01","영업중","","","","20180919","","","","부산광역시 강서구 화전동 579-8","부산광역시 강서구 화전산단3로 32 (화전동)","46739","한화솔루션(주) 부산사업장","20220512143722","U","2022-05-14 02:40:00.0","","370980.505870352","180303.326223384","",
"70","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500005","20150623","","01","영업/정상","01","영업중","","","","20170221","","","","부산광역시 강서구 대저1동 498-67","부산광역시 강서구 대저중앙로286번길 105 (대저1동)","","(주)썬프리시즌","20170221181848","I","2018-08-31 23:59:59.0","","380424.987939904","193008.610289978","",
"71","용기냉동기특정설비","07_22_16_P","3360000","2015336013616500006","20150625","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1226-2","부산광역시 강서구 미음산단1로15번길 39 (구랑동)","","(주)해성이엔티","20150625114046","I","2018-08-31 23:59:59.0","","369486.640427478","182605.781589855","",
"72","용기냉동기특정설비","07_22_16_P","3360000","2018336014516500006","20181105","","01","영업/정상","01","영업중","","","","20191029","","","","부산광역시 강서구 강동동 253-2","","","(주)엔에스티이","20191122171052","U","2019-11-24 02:40:00.0","","375735.541579619","192778.426969644","",
"73","용기냉동기특정설비","07_22_16_P","3360000","2022336014516500004","20220421","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 미음동 1552-7 (주)와우메탈","","","(주)템코","20220612150808","U","2022-06-14 02:40:00.0","","369230.195213531","185669.551909565","",
"74","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500001","20190307","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 595-7 (주)성일엔케어","","","(주)성일엔케어","20191122171038","U","2019-11-24 02:40:00.0","","371534.40659044","179356.248775055","",
"75","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500002","20190410","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1629-14","부산광역시 강서구 녹산산단361로 27 (송정동)","46754","한선엔지니어링(주)","20191122171016","U","2019-11-24 02:40:00.0","","369229.83895574","178511.027248325","",
"76","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500003","20190514","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 범방동 1911-2","","","코리아토탈 엔지니어링(주)","20200103162836","U","2020-01-05 02:40:00.0","","371205.168434995","184506.761289787","",
"77","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500005","20190717","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 미음동 1552-12","","","(주)런텍","20191122170332","U","2019-11-24 02:40:00.0","","369286.18587708","185440.043904451","",
"78","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500006","20190816","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1478-2","부산광역시 강서구 녹산산단17로 20 (송정동)","46751","기성금속주식회사","20191122170318","U","2019-11-24 02:40:00.0","","366283.763436367","179237.960189699","",
"79","용기냉동기특정설비","07_22_16_P","3360000","2019336014516500007","20190909","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 586-8","부산광역시 강서구 화전산단6로90번길 19 (화전동)","46738","(주)대림기공 2공장","20191122170302","U","2019-11-24 02:40:00.0","","371812.492690379","180096.892153684","",
"80","용기냉동기특정설비","07_22_16_P","3360000","2022336014516500002","20220405","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1583-3","","","정우이앤이(주)","20220512164631","U","2022-05-14 02:40:00.0","","368456.163256496","178914.98065626","",
"81","용기냉동기특정설비","07_22_16_P","3360000","2022336014516500003","20220405","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1583-3","","","정우이앤이(주)","20220512164717","U","2022-05-14 02:40:00.0","","368456.163256496","178914.98065626","",
"82","용기냉동기특정설비","07_22_16_P","3360000","2003336006916500015","20030513","","01","영업/정상","01","영업중","","","","20151119","","","","부산광역시 강서구 송정동 1644-4","","","신라이앤티(주)","20151119172954","I","2018-08-31 23:59:59.0","","369680.017051967","178971.981021151","",
"83","용기냉동기특정설비","07_22_16_P","3360000","2005336006916500003","20050708","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 594-1","부산광역시 강서구 화전산단1로 155 (화전동)","","(주)크리오스","20160712105920","I","2018-08-31 23:59:59.0","","371800.38350847","179167.833899393","",
"84","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500005","20211222","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1226-5 큐알피테크","부산광역시 강서구 미음산단1로15번길 53, 큐알피테크 (구랑동)","46730","큐알피테크","20211222144236","I","2021-12-24 00:22:42.0","","369553.457016497","182507.200006196","",
"85","용기냉동기특정설비","07_22_16_P","3360000","2020336014516500002","20200407","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 579-8","","","태광후지킨 주식회사","20201204101346","U","2020-12-06 02:40:00.0","","370980.505870352","180303.326223384","",
"86","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500003","20211203","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 생곡동 1585-7","","","(주)앤써","20220111172610","U","2022-01-13 02:40:00.0","","371699.057158189","183675.664579393","",
"87","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500004","20211203","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 생곡동 1585-7","","","(주)앤써","20220111172705","U","2022-01-13 02:40:00.0","","371699.057158189","183675.664579393","",
"88","용기냉동기특정설비","07_22_16_P","3360000","2020336014516500004","20200827","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1471-1","부산광역시 강서구 녹산산단17로78번길 33 (송정동)","46751","(주)다스코","20201204101322","U","2020-12-06 02:40:00.0","","366744.575546669","179425.09069858","",
"89","용기냉동기특정설비","07_22_16_P","3360000","2020336014516500005","20201026","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 화전동 580-6","","","(주)대웅이티","20220126202219","U","2022-01-28 02:40:00.0","","371567.679570187","180363.373699098","",
"90","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500001","20210223","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 구랑동 1194-1 (주)디엠","부산광역시 강서구 미음산단로92번길 6 (주)디엠 (구랑동)","46748","(주)디엠","20211020103553","U","2021-10-22 02:40:00.0","","369052.083074065","183142.514963072","",
"91","용기냉동기특정설비","07_22_16_P","3360000","2021336014516500002","20210406","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 죽림동 461-1","","","(주)세종기술","20210503184526","U","2021-05-05 02:40:00.0","","372937.401595657","190538.925388997","",
"92","용기냉동기특정설비","07_22_16_P","3360000","2000336006916500002","20071220","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 대저1동 1639-4","부산광역시 강서구 낙동북로219번길 35  (대저1동)","","강서열기공업","20120620115412","I","2018-08-31 23:59:59.0","","377609.640682562","192390.756984964","",
"93","용기냉동기특정설비","07_22_16_P","3360000","2004336006916500001","20040702","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1464-1","부산광역시 강서구 녹산산단17로 113 (송정동)","","(주)에테르씨티","20220523154045","U","2022-05-25 02:40:00.0","","366955.288703522","179594.403228364","",
"94","용기냉동기특정설비","07_22_16_P","3360000","2001336006916500011","20011217","","01","영업/정상","01","영업중","","","","","","","","부산광역시 강서구 송정동 1573-1","부산광역시 강서구 녹산산단231로 20  (송정동)","","(주)태화인더스트리","20120518145736","I","2018-08-31 23:59:59.0","","368022.739699587","178403.526986219","",
