"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","설비규격",
"229","용기냉동기특정설비","07_22_16_P","3360000","2007336006916500002","20071102","","03","폐업","03","폐업","20120620","","","","","","","부산광역시 강서구 송정동 1523-5","부산광역시 강서구 녹산산업중로 171  (송정동)","","(주)유엔에스 제2공장","20120620114722","I","2018-08-31 23:59:59.0","","367589.842095682","178734.749013296","",
"230","용기냉동기특정설비","07_22_16_P","3360000","2000336006916500001","20000529","","03","폐업","03","폐업","20111018","","","","","","","부산광역시 강서구 송정동 1466-1","부산광역시 강서구 녹산산단27로 105-14  (송정동)","","(주)유엔에스","20111019090633","I","2018-08-31 23:59:59.0","","367119.973700489","179330.46849236","",
"231","용기냉동기특정설비","07_22_16_P","3380000","2005338006216500001","20121213","","01","영업/정상","01","영업중","","","","","","","","","부산광역시 수영구 구락로 165 (망미동)","","장원","20121213171826","I","2018-08-31 23:59:59.0","","392611.231858214","188953.493284539","",
"232","용기냉동기특정설비","07_22_16_P","3380000","2012338006216500001","20050722","","01","영업/정상","01","영업중","","","","","","","","부산광역시 수영구 망미동 27-5","부산광역시 수영구 구락로 165 (망미동)","","장원","20121213171657","I","2018-08-31 23:59:59.0","","392611.231858214","188953.493284539","",
"233","용기냉동기특정설비","07_22_16_P","3380000","2008338006216500001","20081211","","02","휴업","02","휴업","20100803","20110920","20120331","20120331","","","","부산광역시 수영구 망미동 27-5","","","장원","20121213170526","I","2018-08-31 23:59:59.0","","392611.231858214","188953.493284539","",
"234","용기냉동기특정설비","07_22_16_P","3380000","2010338006216500001","20101025","","03","폐업","03","폐업","20120504","","","20120412","","","","부산광역시 수영구 망미동 27-5","","","장원","20121213170029","I","2018-08-31 23:59:59.0","","392611.231858214","188953.493284539","",
"235","용기냉동기특정설비","07_22_16_P","3380000","2015338007116500001","20151029","","03","폐업","03","폐업","20200522","","","","","","","부산광역시 수영구 망미동 27-5","","","겸송","20200525133400","U","2020-05-27 02:40:00.0","","392611.231858214","188953.493284539","",
"236","용기냉동기특정설비","07_22_16_P","3380000","2005338006216500002","20050722","","03","폐업","03","폐업","20200525","20151120","20161119","","","","","부산광역시 수영구 망미동 186-2","부산광역시 수영구 구락로 166 (망미동)","48212","겸송","20201022152442","I","2020-10-24 00:23:10.0","","392618.255913457","188920.305139525","",
"237","용기냉동기특정설비","07_22_16_P","3390000","2020339009116500001","20200121","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 511-13","부산광역시 사상구 낙동대로841번길 26-12 (감전동)","47030","(주)에스엠지아이","20200427092424","U","2020-04-29 02:40:00.0","","379497.39588861","183644.027908648","",
"238","용기냉동기특정설비","07_22_16_P","3390000","2005339005616500001","20050609","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 모라동 660-8","부산광역시 사상구 모덕로67번길 123 (모라동)","","대성ENG","20111124131230","I","2018-08-31 23:59:59.0","","380714.846468416","189365.449715677","",
"239","용기냉동기특정설비","07_22_16_P","3390000","2010339006616500001","20100513","","01","영업/정상","01","영업중","","20120418","20130417","","","","","부산광역시 사상구 학장동 287-20","부산광역시 사상구 가야대로 212 (학장동)","","우성진공기술(주)","20130409163851","I","2018-08-31 23:59:59.0","","381784.621807069","185190.8808825","",
"240","용기냉동기특정설비","07_22_16_P","3390000","2013339008316500001","20130710","","01","영업/정상","01","영업중","","","","20130809","","","","부산광역시 사상구 주례동 1160-23","부산광역시 사상구 학장로323번길 31 (주례동)","","웰스기화기","20200619155711","U","2020-06-21 02:40:00.0","","382030.418817802","185148.079893747","",
"241","용기냉동기특정설비","07_22_16_P","3390000","2018339009116500001","20180525","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 957-45 현대종합피팅","부산광역시 사상구 낙동대로902번길 57 (감전동)","47029","지엔테크","20191205165904","U","2019-12-07 02:40:00.0","","379787.269763862","184196.170776839","",
"242","용기냉동기특정설비","07_22_16_P","3390000","2006339005616500001","20050609","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 모라동 660-8","부산광역시 사상구 모덕로67번길 123  (모라동)","","대성ENG","20071106142829","I","2018-08-31 23:59:59.0","","380714.846468416","189365.449715677","",
"243","용기냉동기특정설비","07_22_16_P","3390000","2007339005616500001","20070131","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 748-4","부산광역시 사상구 학장로83번길 56 (학장동)","","윈테크","20111124131115","I","2018-08-31 23:59:59.0","","379887.375218181","184154.144817711","",
"244","용기냉동기특정설비","07_22_16_P","3390000","2007339005616500002","20071105","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 모라동 660-8","부산광역시 사상구 모덕로67번길 123  (모라동)","","대성ENG","20071105172501","I","2018-08-31 23:59:59.0","","380714.846468416","189365.449715677","",
"245","용기냉동기특정설비","07_22_16_P","3390000","2007339005616500003","20070517","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 모라동 279-2","부산광역시 사상구 모라로51번길 83-9 (모라동)","","(주)세명이엔지","20111124131025","I","2018-08-31 23:59:59.0","","381031.760556842","190019.658653768","",
"246","용기냉동기특정설비","07_22_16_P","3390000","2008339005616500001","20080410","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 277-20","부산광역시 사상구 학장로 215 (학장동)","","(주)신광냉열기산업","20140509174932","I","2018-08-31 23:59:59.0","","381269.596502051","184639.191760804","",
"247","용기냉동기특정설비","07_22_16_P","3390000","2008339005616500003","20080509","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 155-15","부산광역시 사상구 가야대로133번길 41  (감전동)","","화전기술","20080513120002","I","2018-08-31 23:59:59.0","","381032.415543448","185459.621106471","",
"248","용기냉동기특정설비","07_22_16_P","3390000","2008339005616500004","20080509","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 155-15","부산광역시 사상구 가야대로133번길 41 (감전동)","","화전기술","20111124130900","I","2018-08-31 23:59:59.0","","381032.415543448","185459.621106471","",
"249","용기냉동기특정설비","07_22_16_P","3390000","2008339005616500005","20080717","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 감전동 215","부산광역시 사상구 주감로 32 (감전동)","","화인테크","20111124130832","I","2018-08-31 23:59:59.0","","381382.807435949","185984.22555645","",
"250","용기냉동기특정설비","07_22_16_P","3390000","2008339006616500001","20081211","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 723-50","부산광역시 사상구 새벽로 59 (학장동)","","ACE공조","20111124130751","I","2018-08-31 23:59:59.0","","380416.967800171","184856.245979512","",
"251","용기냉동기특정설비","07_22_16_P","3390000","2009339006616500003","20091223","","01","영업/정상","01","영업중","","","","20100325","","","","부산광역시 사상구 감전동 508-10","부산광역시 사상구 낙동대로 865 (감전동)","","세원엔지니어링","20111124130601","I","2018-08-31 23:59:59.0","","379478.073383396","183851.624687518","",
"252","용기냉동기특정설비","07_22_16_P","3390000","1988339005616500001","19880321","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 264-5","부산광역시 사상구 학장로 165 (학장동)","","(주)MS이엔지","20201126125856","U","2020-11-28 02:40:00.0","","380847.349924547","184429.806177009","",
"253","용기냉동기특정설비","07_22_16_P","3390000","1999339005616500002","19991220","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 삼락동 356-14","부산광역시 사상구 낙동대로1396번길 55 (삼락동)","","대현냉동ENG(주)","20111124131413","I","2018-08-31 23:59:59.0","","380248.528377238","189045.950324207","",
"254","용기냉동기특정설비","07_22_16_P","3390000","2000339005616500001","20001228","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 학장동 271-2","부산광역시 사상구 학장로169번길 92 (학장동)","","(주)한국 S.V","20111124131456","I","2018-08-31 23:59:59.0","","380978.69212685","184869.193952165","",
"255","용기냉동기특정설비","07_22_16_P","3390000","2018339009116500002","20181224","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사상구 엄궁동 651-98","","","(주)유연","20190429163008","U","2019-05-01 02:40:00.0","","378728.627688213","181900.202749533","",
"256","용기냉동기특정설비","07_22_16_P","3390000","2013339008316500002","20130726","","02","휴업","02","휴업","","20190828","20991231","","","","","부산광역시 사상구 학장동 279-5","부산광역시 사상구 학감대로178번길 80 (학장동)","","동방테크주식회사","20190829164711","U","2019-08-31 02:40:00.0","","381566.921880069","184850.541016352","",
"257","용기냉동기특정설비","07_22_16_P","3390000","2008339005616500002","20080410","","02","휴업","02","휴업","","20090410","20091010","","","","","부산광역시 사상구 학장동 277-20","부산광역시 사상구 학장로 215  (학장동)","","(주)신광냉열기산업","20090410174746","I","2018-08-31 23:59:59.0","","381269.596502051","184639.191760804","",
"258","용기냉동기특정설비","07_22_16_P","3390000","1999339005616500001","19990625","","02","휴업","02","휴업","","20081219","20091218","20091218","","","","부산광역시 사상구 학장동 717-5","부산광역시 사상구 감전천로 186  (학장동)","","두성엔지니어링","20081219165518","I","2018-08-31 23:59:59.0","","380052.11803509","185179.104535208","",
"259","용기냉동기특정설비","07_22_16_P","3390000","2012339008316500002","20120820","","03","폐업","03","폐업","20121210","","","","","","","부산광역시 사상구 엄궁동 556-15","부산광역시 사상구 낙동대로 809-37  (엄궁동)","","주식회사 이엠이","20121210154401","I","2018-08-31 23:59:59.0","","379540.221345857","183136.424435296","",
"260","용기냉동기특정설비","07_22_16_P","3390000","2002339005616500001","20021001","","03","폐업","03","폐업","20100127","","","","","","","부산광역시 사상구 학장동 722-30","부산광역시 사상구 새벽로45번길 64  (학장동)","","(주)대림기공","20100128093212","I","2018-08-31 23:59:59.0","","380098.590396885","184797.583250247","",
"261","용기냉동기특정설비","07_22_16_P","3390000","2005339005616500002","20050804","","03","폐업","03","폐업","20110107","","","","","","","부산광역시 사상구 학장동 477-6","부산광역시 사상구 학감대로133번길 13  (학장동)","","(주)일진기건","20110107092611","I","2018-08-31 23:59:59.0","","381029.207605098","184370.651675268","",
"262","용기냉동기특정설비","07_22_16_P","3390000","2012339008316500001","20120522","","03","폐업","03","폐업","20130306","","","","","","","부산광역시 사상구 삼락동 378-2","부산광역시 사상구 모덕로 34  (삼락동)","","(주)지에스씨코리아","20130306143021","I","2018-08-31 23:59:59.0","","380271.398229655","188768.58758883","",
"263","용기냉동기특정설비","07_22_16_P","3390000","2012339008316500003","20120820","","03","폐업","03","폐업","20121210","","","","","","","부산광역시 사상구 엄궁동 556-15","부산광역시 사상구 낙동대로 809-37 (엄궁동)","","주식회사 이엠이","20121210154504","I","2018-08-31 23:59:59.0","","379540.221345857","183136.424435296","",
"264","용기냉동기특정설비","07_22_16_P","3390000","2016339009116500001","19990625","","03","폐업","03","폐업","20160120","","","","","","","","부산광역시 사상구 감전천로 186 (학장동)","","두성엔지니어링","20170628110424","I","2018-08-31 23:59:59.0","","380075.416946531","185179.104535208","",
"265","용기냉동기특정설비","07_22_16_P","3390000","2006339005616500002","20061130","","03","폐업","03","폐업","20131224","","","","","","","부산광역시 사상구 학장동 723-52","","","(주)아이지에스","20131224172002","I","2018-08-31 23:59:59.0","","","","",
"266","용기냉동기특정설비","07_22_16_P","3390000","2006339005616500003","20061130","","03","폐업","03","폐업","20080213","","","","","","","부산광역시 사상구 학장동 723-52","","","(주)아이지에스","20080213165951","I","2018-08-31 23:59:59.0","","","","",
"267","용기냉동기특정설비","07_22_16_P","3390000","2009339006616500001","20090115","","03","폐업","03","폐업","20120113","","","","","","","부산광역시 사상구 감전동 166-23","부산광역시 사상구 감전천로 215  (감전동)","","경운범양에너지(주)","20120113160145","I","2018-08-31 23:59:59.0","","379971.604498203","185510.082021673","",
"268","용기냉동기특정설비","07_22_16_P","3390000","2009339006616500002","20090115","","03","폐업","03","폐업","20120113","","","","","","","부산광역시 사상구 감전동 166-23","부산광역시 사상구 감전천로 215 (감전동)","","경운범양에너지(주)","20120113160245","I","2018-08-31 23:59:59.0","","379971.604498203","185510.082021673","",
"269","용기냉동기특정설비","07_22_16_P","3400000","2011340004416500001","20110113","","01","영업/정상","01","영업중","","","","","","","","부산광역시 기장군 정관면 달산리 1069-5 정관일반산업단지내","부산광역시 기장군 정관면 산단4로 99","","(주)대일","20190701162514","U","2019-07-03 02:40:00.0","","399230.47380000000","204488.55698700000","",
"270","용기냉동기특정설비","07_22_16_P","3400000","2011340004416500002","20111227","","01","영업/정상","01","영업중","","","","","","","","부산광역시 기장군 정관면 달산리 1069-5","부산광역시 기장군 정관면 산단4로 99","","(주)대일","20190701162442","U","2019-07-03 02:40:00.0","","399230.47380000000","204488.55698700000","",
"271","용기냉동기특정설비","07_22_16_P","3400000","2014340004416500001","20140213","","01","영업/정상","01","영업중","","","","","","","","부산광역시 기장군 장안읍 월내리 661-2","부산광역시 기장군 장안읍 장안산단9로 87","46034","에스피엑스플로우테크놀로지(주)","20201202112940","U","2020-12-04 02:40:00.0","","405900.785278243","205453.443244287","",
"272","용기냉동기특정설비","07_22_16_P","3400000","1993340002516500001","19930517","","02","휴업","02","휴업","","20210818","20220817","","","","","부산광역시 기장군 정관면 예림리 712","","","장우기계(주)","20210818170840","U","2021-08-20 02:40:00.0","","","","",
"273","용기냉동기특정설비","07_22_16_P","3400000","2000340002516500001","20001016","","03","폐업","03","폐업","20161129","","","","","","","부산광역시 기장군 기장읍 청강리 706-2","","","(주)리싸이클","20161130095622","I","2018-08-31 23:59:59.0","","401628.223429622","195044.018708132","",
"274","용기냉동기특정설비","07_22_16_P","3400000","2010340004416500001","20100708","","03","폐업","03","폐업","20190607","","","","","","","부산광역시 기장군 정관면 매학리 397-28","","","㈜피케이이엔지","20190610104453","U","2019-06-12 02:40:00.0","","","","",
