"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호","사업자등록번호",
"37","환경전문공사업","09_30_16_P","6260000","626000009201700001","20200212","","01","영업/정상","N","신규","","","","","","","","","부산광역시 강서구 미음산단3로 55 (미음동)","46744","주식회사 파나시아","20200302165910","U","2020-03-04 02:40:00.0","","369354","184937","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"38","환경전문공사업","09_30_16_P","6260000","626000009200600004","20210721","","01","영업/정상","N","신규","","","","","","","607842","부산광역시 동래구 온천3동   1379번지 14호","부산광역시 동래구 여고북로73번길 37 (온천동)","607837","(주)대한환경이엔지","20210721115244","U","2021-07-23 02:40:00.0","","388316.452069542","191178.011028057","0","환경전문공사업","0","","2626010800","607842","1","1379","14","","","","","","26260","2626010800","1","4190380","","0","37","","607837","",
"39","환경전문공사업","09_30_16_P","6260000","626000009201600003","20181224","","01","영업/정상","N","신규","","","","","","","","","부산광역시 해운대구 해운대해변로 291, 크리스탈비치오피스텔 709호 (중동)","48095","주식회사 정우티엔에스","20181224104037","U","2018-12-26 02:40:00.0","","396962.538162221","186759.94170898","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"40","환경전문공사업","09_30_16_P","6260000","626000009202100001","20220112","","01","영업/정상","N","신규","","","","","","","46721","부산광역시 강서구 대저2동 3138-1 220동 203호","부산광역시 강서구 유통단지1로 50, 220동 203호 (대저2동)","46721","(주)동민이엔피","20220112160648","U","2022-01-14 02:40:00.0","","377988.03993089","187305.367579412","0","환경전문공사업","49","","","","","","","","","","","","","","","","","","","","","",
"41","환경전문공사업","09_30_16_P","6260000","626000009202000005","20220621","","01","영업/정상","N","신규","","","","","","","46729","부산광역시 강서구 생곡동 1513-11","부산광역시 강서구 생곡산단2로11번길 20(생곡동)","46729","(주)영진메카텍","20220621103213","U","2022-06-23 02:40:00.0","","371434","183355","0","환경전문공사업","0","","","","","","","","","","","","","","","","","","","","","",
"42","환경전문공사업","09_30_16_P","6260000","626000009202200004","20220504","","01","영업/정상","N","신규","","","","","","","","부산광역시 사상구 주례동 60-10","부산광역시 사상구 가야대로 368, 5층(주례동)","","(주)우성환경","20220504091110","I","2022-05-06 00:22:32.0","","","","0","환경전문공사업","0","","","","","","","","","","","","","","","","","","","","","",
"43","환경전문공사업","09_30_16_P","6260000","626000009201500005","20181119","","03","폐업","Q","폐업","20190621","","","","","","","","부산광역시 금정구 부산대학로63번길 2, 408호 (장전동,효원산학협동관)","46241","(주)신명엔텍","20200928100303","U","2020-09-30 02:40:00.0","","389544.97158500000","195422.17686300000","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"44","환경전문공사업","09_30_16_P","6260000","626000009201900001","20190121","","03","폐업","Q","폐업","20190405","","","","","","47330","부산광역시 부산진구 가야동 330-4","부산광역시 부산진구 대학로44번길 13-5 (가야동)","47330","(주)한일환경플랜트","20190405153321","U","2019-04-07 02:40:00.0","","385338","185560","","환경전문공사업","77.5","","","","","","","","","","","","","","","","","","","","","",
"45","환경전문공사업","09_30_16_P","6260000","626000009200600030","20190125","","03","폐업","Q","폐업","20190820","","","","","","48314","부산광역시 수영구 남천동 78번지 도시철도금련산역 5호","부산광역시 수영구 수영로 지하 482, 도시철도금련산역 5호 (남천동)","48314","(주)세일엔지니어링","20190823130818","U","2019-08-25 02:40:00.0","","392192.533536373","184947.713983935","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"46","환경전문공사업","09_30_16_P","6260000","626000009201400005","20160805","","03","폐업","Q","폐업","20170712","","","","","","","","부산광역시 사하구 다산로176번길 58 (장림동)","604842","(주)국제기산","20170714103811","I","2019-03-23 02:20:03.0","","378526.32928800000","176901.70983800000","0","환경전문공사업","399","","","","","","","","","","","","","","","","","","","","","",
"47","환경전문공사업","09_30_16_P","6260000","626000009201500001","20160719","","03","폐업","Q","폐업","20170911","","","","","","","","부산광역시 사상구 새벽로 181, 3층 (감전동)","617800","초석환경기술단","20170911163837","I","2019-03-23 02:20:03.0","","380648.74078808","186045.030047051","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"48","환경전문공사업","09_30_16_P","6260000","626000009201500002","20150608","","03","폐업","Q","폐업","20150806","","","","","","","","부산광역시 기장군 산단6로 4","619961","현대환경산업","20150806111216","I","2019-03-23 02:20:03.0","","399926.96690000000","204533.31786500000","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"49","환경전문공사업","09_30_16_P","6260000","626000009201500004","20180207","","03","폐업","Q","폐업","20190128","","","","","","","","부산광역시 금정구 동부곡로23번길 30 (부곡동)","609822","(주)한신환경","20190405142208","U","2019-04-07 02:40:00.0","","390624.256291267","193959.335175462","","환경전문공사업","","","","","","","","","","","","","26410","2641010900","1","4205140","","0","30","","609822","",
"50","환경전문공사업","09_30_16_P","6260000","626000009201600001","20170127","","03","폐업","Q","폐업","20170228","","","","","","","","부산광역시 강서구 공항앞길33번길 9 (대저2동)","46720","(주)엔바이오","20170309101937","I","2019-03-23 02:20:03.0","","377886.055777011","188426.408224606","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"51","환경전문공사업","09_30_16_P","6260000","626000009201600002","20160218","","03","폐업","Q","폐업","20161123","","","","","","","","부산광역시 해운대구 센텀중앙로 48, 1411호 (우동)","48059","소리텍엔지니어링(주)","20170206185309","I","2019-03-23 02:20:03.0","","394035.24909500000","188368.64865100000","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"52","환경전문공사업","09_30_16_P","6260000","626000009201700005","20090817","","03","폐업","Q","폐업","20171019","","","","","","612020","부산광역시 해운대구 우동   1470번지 에이스하이테크21 1611호","부산광역시 해운대구 센텀중앙로 48, 1611호 (우동,에이스하이테크21)","612020","부림산기(주)","20171024100527","I","2019-03-23 02:20:03.0","","393963.840834294","188061.35516256","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"53","환경전문공사업","09_30_16_P","6260000","626000009201700006","20200113","","03","폐업","Q","폐업","20200218","","","","","","","","부산시 수영구 광남로 103-6 (광안동)","","코리아이엔티(주)","20200302165402","U","2020-03-04 02:40:00.0","","","","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"54","환경전문공사업","09_30_16_P","6260000","626000009201800002","20210513","","03","폐업","Q","폐업","20210720","","","","","","48434","부산광역시 남구 대연동 406-1","부산광역시 남구 수영로 295, 세웅빌딩 401호 (대연동)","48434","극동건설(주)","20210720160345","U","2021-07-22 02:40:00.0","","391165.78197459","183999.389271383","0","환경전문공사업","109.57","","","","","","","","","","","","","","","","","","","","","",
"55","환경전문공사업","09_30_16_P","6260000","626000009201800003","20180921","","03","폐업","Q","폐업","20190404","","","","","","46047","부산광역시 기장군 일광면 화전리 35-2","부산광역시 기장군 일광면 기장대로 1047-7","46047","주식회사 우람코리아","20190405141935","U","2019-04-07 02:40:00.0","","403109","200972","","환경전문공사업","49.5","","","","","","","","","","","","","","","","","","","","","",
"56","환경전문공사업","09_30_16_P","6260000","626000009200600001","20090817","","03","폐업","Q","폐업","20091204","","","","","","604817","부산광역시 사하구 구평동   116번지 1호","부산광역시 사하구 을숙도대로724번길 2 (구평동)","604817","한성엔테크(주)","20100813145536","I","2019-03-23 02:20:03.0","","380940.507128226","177979.117100246","","환경전문공사업","","","2638010700","604817","1","116","1","","","","","","","","","","","","","","","",
"57","환경전문공사업","09_30_16_P","6260000","626000009200600002","20160718","","03","폐업","Q","폐업","20171109","","","","","","","","부산광역시 강서구 가락대로 704 (생곡동)","46729","창신기계공업(주)","20171110091904","I","2019-03-23 02:20:03.0","","370328","183535","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"58","환경전문공사업","09_30_16_P","6260000","626000009200600015","20080417","","03","폐업","Q","폐업","20090525","","","","","","609815","부산광역시 금정구 남산동   970번지 6호 원재빌딩 7층","부산광역시 금정구 금샘로 547 (남산동)","609815","선두환경기술(주)","20100813144508","I","2019-03-23 02:20:03.0","","389638.493187323","198877.710588158","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"59","환경전문공사업","09_30_16_P","6260000","626000009200600016","20080909","","03","폐업","Q","폐업","20090423","","","","","","617805","부산광역시 사상구 감전1동   512번지 3호","부산광역시 사상구 감전천로 33 (감전동)","617805","아주환경(주)","20100813144352","I","2019-03-23 02:20:03.0","","379676.739126262","183709.666376222","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"60","환경전문공사업","09_30_16_P","6260000","626000009200600005","20060727","","03","폐업","Q","폐업","20070326","","","","","","614031","부산광역시 부산진구 부전1동   474번지 54호","부산광역시 부산진구 부전로 102-5 (부전동)","614876","(주)한일환경","20070406143629","I","2019-03-23 02:20:03.0","","387170.66199816","186381.131910033","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"61","환경전문공사업","09_30_16_P","6260000","626000009200600006","20070621","","03","폐업","Q","폐업","20070919","","","","","","618270","부산광역시 강서구 송정동   1553번지 5호","부산광역시 강서구 녹산산단261로13번길 41 (송정동)","618818","대성산업종합환경","20100813145208","I","2019-03-23 02:20:03.0","","367857.458495184","178278.912388691","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"62","환경전문공사업","09_30_16_P","6260000","626000009200600007","20071214","","03","폐업","Q","폐업","20100223","","","","","","600755","부산광역시 중구 중앙동4가  한진해운빌딩 15층","","","ABC상사(주)","20100622174042","I","2019-03-23 02:20:03.0","","","","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"63","환경전문공사업","09_30_16_P","6260000","626000009200600008","20081118","","03","폐업","Q","폐업","20190405","","","","","","617841","부산광역시 사상구 학장동   173번지 15호","부산광역시 사상구 학감대로 68-5 (학장동)","617841","(주)홍익환경","20190405151659","U","2019-04-07 02:40:00.0","","381575.923566507","184045.35464653","","환경전문공사업","","","2653010700","617841","1","173","15","","","","","","26530","2653010700","1","2006017","","0","68","5","617841","",
"64","환경전문공사업","09_30_16_P","6260000","626000009200600009","20180410","","03","폐업","Q","폐업","","","","","","","","","부산광역시 수영구 연수로 332-1, 3층 (망미동)","48236","고려환경엔지니어링(주)","20191205090313","U","2019-12-07 02:40:00.0","","391864.26891926","187869.348969428","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"65","환경전문공사업","09_30_16_P","6260000","626000009200600011","20061221","","03","폐업","Q","폐업","20070917","","","","","","617843","부산광역시 사상구 학장동   723번지 63호","부산광역시 사상구 새벽로 53-24 (학장동)","617843","(주)하나로엔텍","20100622173906","I","2019-03-23 02:20:03.0","","380313.226160694","184839.734848071","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"66","환경전문공사업","09_30_16_P","6260000","626000009200600013","20090817","","03","폐업","Q","폐업","20171019","","","","","","612020","부산광역시 해운대구 우동   1470번지 에이스하이테크21 1611호","부산광역시 해운대구 센텀중앙로 48, 1611호 (우동,에이스하이테크21)","612020","부림산기(주)","20171024100630","I","2019-03-23 02:20:03.0","","393963.840834294","188061.35516256","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"67","환경전문공사업","09_30_16_P","6260000","626000009200600014","20081029","","03","폐업","Q","폐업","20090528","","","","","","606805","부산광역시 영도구 동삼3동   192번지 6호","부산광역시 영도구 해양로246번길 8 (동삼동)","606805","부산종합환경(주)","20100813144625","I","2019-03-23 02:20:03.0","","389170.383889098","178216.262032315","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"68","환경전문공사업","09_30_16_P","6260000","626000009200600019","20090119","","03","폐업","Q","폐업","20090908","","","","","","616090","부산광역시 북구 구포동   926번지 5호 동양빌딩 7층","부산광역시 북구 구남언덕로 32 (구포동)","616806","진도종합건설(주)","20100813144233","I","2019-03-23 02:20:03.0","","381736.145807629","190909.787504605","","환경전문공사업","","","2632010500","616090","1","926","5","","","동양빌딩 7층","","","","","","","","","","","","",
"69","환경전문공사업","09_30_16_P","6260000","626000009200600020","20080327","","03","폐업","Q","폐업","","","","","","","607100","부산광역시 동래구 안락동   442번지 24호 2층","부산광역시 동래구 안락로 45 (안락동)","607828","(주)기경아이이앤드씨","20100813144208","I","2019-03-23 02:20:03.0","","391366.381334534","191019.656039286","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"70","환경전문공사업","09_30_16_P","6260000","626000009200600023","20070226","","03","폐업","Q","폐업","20100123","","","","","","618270","부산광역시 강서구 송정동   1473번지 7호","부산광역시 강서구 녹산산업중로61번길 11 (송정동)","618817","(주)미진산기","20100622165620","I","2019-03-23 02:20:03.0","","366706.343051375","179230.595274196","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"71","환경전문공사업","09_30_16_P","6260000","626000009200600024","20060728","","03","폐업","Q","폐업","20071122","","","","","","617809","부산광역시 사상구 괘법동   580번지 21호","부산광역시 사상구 새벽로 195 (괘법동)","617809","(주)홍해환경산업","20100813144010","I","2019-03-23 02:20:03.0","","380672.60158062","186180.038153169","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"72","환경전문공사업","09_30_16_P","6260000","626000009200600025","20110309","","03","폐업","Q","폐업","20111101","","","","","","600814","부산광역시 중구 중앙동4가   17번지 7호","부산광역시 중구 대청로155번길 6 (중앙동4가)","600814","일경산업개발(주)","20111101171231","I","2019-03-23 02:20:03.0","","385688.912554323","180165.79651993","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"73","환경전문공사업","09_30_16_P","6260000","626000009200600026","20180828","","03","폐업","Q","폐업","20181130","","","","","","609843","부산광역시 금정구 청룡동   632번지 3호","부산광역시 금정구 범어사로 423 (청룡동)","609843","(주)우일환경테크닉스","20190405143343","U","2019-04-07 02:40:00.0","","389635.415888168","199385.436227116","","환경전문공사업","","","2641010300","609843","1","632","3","","","","","","","","","","","","","","","",
"74","환경전문공사업","09_30_16_P","6260000","626000009200600027","20070608","","03","폐업","Q","폐업","20090406","","","","","","614866","부산광역시 부산진구 전포1동   683번지 11호 쌍용플래티넘 301호","부산광역시 부산진구 동천로 70 (전포동)","614866","범양정수(주)","20100813143824","I","2019-03-23 02:20:03.0","","387884.134562506","185923.837553854","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"75","환경전문공사업","09_30_16_P","6260000","626000009200600028","20160712","","03","폐업","Q","폐업","20180424","","","","","","","","부산광역시 강서구 녹산산업중로 285 (송정동)","46754","(주)생","20180424102127","I","2019-03-23 02:20:03.0","","368714.166047268","178773.785944731","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"76","환경전문공사업","09_30_16_P","6260000","626000009200600029","20120224","","03","폐업","Q","폐업","20150721","","","","","","617801","부산광역시 사상구 감전2동   161번지 4호","부산광역시 사상구 새벽시장로 70 (감전동)","617800","(주)보국환경기술","20151202163728","I","2019-03-23 02:20:03.0","","380879.017753643","185372.682348691","","환경전문공사업","","","2653010500","617801","1","161","4","","","","","","","","","","","","","","","",
"77","환경전문공사업","09_30_16_P","6260000","626000009200600031","20080924","","03","폐업","Q","폐업","20100817","","","","","","608094","부산광역시 남구 용호4동   528번지 40호","부산광역시 남구 용주로 10 (용호동)","608839","(주)팔공환경엔지니어링","20100817161859","I","2019-03-23 02:20:03.0","","392448.287117148","181361.423857465","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"78","환경전문공사업","09_30_16_P","6260000","626000009200600033","20060728","","03","폐업","Q","폐업","20070919","","","","","","604836","부산광역시 사하구 신평1동   497번지","부산광역시 사하구 신산로 140 (신평동)","604836","(주)엔케이","20100813143637","I","2019-03-23 02:20:03.0","","379599.390721702","178463.569747862","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"79","환경전문공사업","09_30_16_P","6260000","626000009200600035","20080806","","03","폐업","Q","폐업","20090410","","","","","","608043","부산광역시 남구 문현3동   127번지 51호","부산광역시 남구 문현로23번길 10 (문현동)","608821","(주)동해환경","20100813143521","I","2019-03-23 02:20:03.0","","388825.788637512","184487.967513063","","환경전문공사업","","","2629010900","608043","1","127","51","","","","","","","","","","","","","","","",
"80","환경전문공사업","09_30_16_P","6260000","626000009200600037","20060728","","03","폐업","Q","폐업","20071004","","","","","","607807","부산광역시 동래구 명장2동   25번지 1호","부산광역시 동래구 충렬사로67번길 13 (명장동)","607807","(주)청신엔텍","20100813143359","I","2019-03-23 02:20:03.0","","391040.73655135","191543.880318097","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"81","환경전문공사업","09_30_16_P","6260000","626000009200600038","20070417","","03","폐업","Q","폐업","20080331","","","","","","616845","부산광역시 북구 화명1동   732번지","부산광역시 북구 화명대로 119 (화명동)","616798","삼영이엔테크(주)","20100813143230","I","2019-03-23 02:20:03.0","","383718.70873538","194822.155172988","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"82","환경전문공사업","09_30_16_P","6260000","626000009200600039","20080702","","03","폐업","Q","폐업","20091221","","","","","","611811","부산광역시 연제구 연산1동   308번지 2호","부산광역시 연제구 과정로322번길 30 (연산동)","611811","(주)우진환경관리","20100622165422","I","2019-03-23 02:20:03.0","","390603.52851106","189941.201516817","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"83","환경전문공사업","09_30_16_P","6260000","626000009200600040","20060728","","03","폐업","Q","폐업","20080318","","","","","","609845","부산광역시 금정구 회동동   144번지 2호","부산광역시 금정구 금사로 232 (회동동)","609845","(주)대진테크닉","20100813143055","I","2019-03-23 02:20:03.0","","393123.666254354","194354.071588257","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"84","환경전문공사업","09_30_16_P","6260000","626000009200600042","20060728","","03","폐업","Q","폐업","20070124","","","","","","618270","부산광역시 강서구 송정동   1563번지 13호","부산광역시 강서구 녹산산단261로73번길 13 (송정동)","618818","(주)이엔피","20100813142845","I","2019-03-23 02:20:03.0","","368121.178923836","178909.726914088","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"85","환경전문공사업","09_30_16_P","6260000","626000009200600043","20171124","","03","폐업","Q","폐업","20171227","","","","","","604808","부산광역시 사하구 괴정2동   328번지 17호 2층","부산광역시 사하구 낙동대로 118 (괴정동)","604808","녹수건설(주)","20171227164153","I","2019-03-23 02:20:03.0","","382544.085676221","180133.289122155","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"86","환경전문공사업","09_30_16_P","6260000","626000009200600045","20100427","","03","폐업","Q","폐업","20100909","","","","","","616841","부산광역시 북구 금곡동   1880번지 5호 해성빌딩 5층","부산광역시 북구 금곡대로441번길 7 (금곡동)","616841","(주)청앤생","20100909180356","I","2019-03-23 02:20:03.0","","383090.133003427","196124.737004344","","환경전문공사업","33","","","","","","","","","","","","","","","","","","","","","",
"87","환경전문공사업","09_30_16_P","6260000","626000009200600047","20060728","","03","폐업","Q","폐업","20070612","","","","","","617817","부산광역시 사상구 모라3동   419번지","부산광역시 사상구 모라로 136-10 (모라동)","617824","(주)동현이엔씨","20100813142700","I","2019-03-23 02:20:03.0","","381563.510384967","189179.930192315","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"88","환경전문공사업","09_30_16_P","6260000","626000009200600048","20161111","","03","폐업","Q","폐업","20170613","","","","","","607833","부산광역시 동래구 온천1동   186번지 66호","부산광역시 동래구 차밭골로20번길 3 (온천동)","607833","(주)이노비즈","20170614134238","I","2019-03-23 02:20:03.0","","389259.519128358","192792.281938712","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"89","환경전문공사업","09_30_16_P","6260000","626000009200600050","20140430","","03","폐업","Q","폐업","20150313","","","","","","","","부산광역시 강서구 녹산산단381로40번길 51 (송정동)","618270","(주)동신이엔텍","20151202163516","I","2019-03-23 02:20:03.0","","369966.069133219","178672.818256947","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"90","환경전문공사업","09_30_16_P","6260000","626000009200600051","20120215","","03","폐업","Q","폐업","20131021","","","","","","612010","부산광역시 해운대구 중동   1408번지 5호","부산광역시 해운대구 해운대해변로 296 (중동)","612846","(주)파라다이스글로벌","20131022092314","I","2019-03-23 02:20:03.0","","397216.86090988","186702.956398282","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"91","환경전문공사업","09_30_16_P","6260000","626000009200600053","20060728","","03","폐업","Q","폐업","20081226","","","","","","618270","부산광역시 강서구 송정동   1666번지 2호 C동6호","부산광역시 강서구 녹산화전로 23, C동 6호 (송정동)","618819","홍익엔지니어링(주)","20081229103309","I","2019-03-23 02:20:03.0","","369981.263320302","178473.733823448","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"92","환경전문공사업","09_30_16_P","6260000","626000009200600054","20060728","","03","폐업","Q","폐업","20071119","","","","","","617801","부산광역시 사상구 감전2동   157번지 21호 진하빌딩401호","부산광역시 사상구 학감대로 238-26, 401호 (감전동,진하빌딩)","617801","신라환경","20100813142542","I","2019-03-23 02:20:03.0","","381412.617621273","185431.849564122","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"93","환경전문공사업","09_30_16_P","6260000","626000009200600055","20060728","","03","폐업","Q","폐업","20071128","","","","","","617805","부산광역시 사상구 감전1동   509번지 4호","부산광역시 사상구 낙동대로943번길 157-15 (감전동)","617805","대양엔베텍(주)","20100622165052","I","2019-03-23 02:20:03.0","","379286.807180708","183893.96974413","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"94","환경전문공사업","09_30_16_P","6260000","626000009200600056","20080111","","03","폐업","Q","폐업","20080519","","","","","","609320","부산광역시 금정구 부곡동   23번지 8호","부산광역시 금정구 중앙대로1667번길 20 (부곡동)","609767","이원환경엔지니어링","20080519152503","I","2019-03-23 02:20:03.0","","390478.234603697","195651.433098633","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"95","환경전문공사업","09_30_16_P","6260000","626000009200700002","20070115","","03","폐업","Q","폐업","20070330","","","","","","608739","부산광역시 남구 용당동 산 100번지 부경대학교용당캠퍼스 산학협력동 421호","부산광역시 남구 신선로 365, 421호 (용당동,산학렵력동)","608739","(주)이레앤텍","20100813142415","I","2019-03-23 02:20:03.0","","390774.84952800000","182281.08974600000","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"96","환경전문공사업","09_30_16_P","6260000","626000009200700003","20100310","","03","폐업","Q","폐업","20130724","","","","","","607834","부산광역시 동래구 온천1동   435번지 1호 온천프라자 301호","부산광역시 동래구 금강로 69, 301호 (온천동,온천프라자)","607834","(주)비엠피","20130724112359","I","2019-03-23 02:20:03.0","","389072.954085227","192669.658512569","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"97","환경전문공사업","09_30_16_P","6260000","626000009200700004","20070115","","03","폐업","Q","폐업","20070704","","","","","","613813","부산광역시 수영구 남천2동   64번지","부산광역시 수영구 광남로48번길 10 (남천동)","613813","(주)티.엔.에이","20070706132201","I","2019-03-23 02:20:03.0","","","","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"98","환경전문공사업","09_30_16_P","6260000","626000009200700005","20070816","","03","폐업","Q","폐업","20081103","","","","","","618807","부산광역시 강서구 대저2동   1312번지 4호","부산광역시 강서구 대저동서로212번길 20 (대저2동)","618807","(주)삼성하이텍","20100813142030","I","2019-03-23 02:20:03.0","","378419.901182258","189918.350091381","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"99","환경전문공사업","09_30_16_P","6260000","626000009200700006","20110331","","03","폐업","Q","폐업","20121213","","","","","","619903","부산광역시 기장군 기장읍 대라리  170번지 5호","부산광역시 기장군 기장읍 차성로190번길 97","619903","(주)신라정화사","20140730141845","I","2019-03-23 02:20:03.0","","401638.040844059","195299.187228319","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"100","환경전문공사업","09_30_16_P","6260000","626000009200700007","20100211","","03","폐업","Q","폐업","20110413","","","","","","618270","부산광역시 강서구 송정동   1619번지 16호","부산광역시 강서구 녹산산업북로 263 (송정동)","618819","위크린텍","20110413101946","I","2019-03-23 02:20:03.0","","368962.956071328","179262.14339102","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"101","환경전문공사업","09_30_16_P","6260000","626000009200700008","20081125","","03","폐업","Q","폐업","20090107","","","","","","612822","부산광역시 해운대구 우1동   760번지 3호 오션타워 727호","부산광역시 해운대구 해운대해변로 203, 727호 (우동,오션타워)","612726","(주)케이케이씨","20140730141909","I","2019-03-23 02:20:03.0","","396180.621244719","186522.35047527","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"102","환경전문공사업","09_30_16_P","6260000","626000009200700009","20071109","","03","폐업","Q","폐업","20090527","","","","","","604850","부산광역시 사하구 하단1동   596번지 34호","부산광역시 사하구 낙동남로 1376 (하단동)","604850","(주)정원환경개발","20090527163611","I","2019-03-23 02:20:03.0","","378820.309152572","180298.00973516","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"103","환경전문공사업","09_30_16_P","6260000","626000009200700010","20130724","","03","폐업","Q","폐업","20141104","","","","","","607834","부산광역시 동래구 온천1동   435번지 1호 온천프라자 301호","부산광역시 동래구 금강로 69, 301호 (온천동,온천프라자)","607834","(주)비엠피","20141105133627","I","2019-03-23 02:20:03.0","","389072.954085227","192669.658512569","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"104","환경전문공사업","09_30_16_P","6260000","626000009200700011","20071231","","03","폐업","Q","폐업","20081215","","","","","","607825","부산광역시 동래구 안락2동   171번지 12호","부산광역시 동래구 연안로52번길 81 (안락동)","607825","(주)한국환경이엔지","20100813142231","I","2019-03-23 02:20:03.0","","392287.216248758","190001.625744624","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"105","환경전문공사업","09_30_16_P","6260000","626000009200800002","20140605","","03","폐업","Q","폐업","20190405","","","","","","617829","부산광역시 사상구 엄궁동   138번지 2호 부산테크노파크 207호","부산광역시 사상구 엄궁로 70-16, 207호 (엄궁동,부산테크노파크)","617829","아쿠아셀(주)","20190405143706","U","2019-04-07 02:40:00.0","","379809.907618382","182140.508159068","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"106","환경전문공사업","09_30_16_P","6260000","626000009200800003","20100827","","03","폐업","Q","폐업","20101006","","","","","","616818","부산 북구 덕천1동   388번지 1호 대방아파트 상가301호","부산광역시 북구 만덕대로90번길 13, 301호 (덕천동,대방아파트상가)","616819","(주)진성기연","20101006164102","I","2019-03-23 02:20:03.0","","383443.264423517","192181.296404737","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
"107","환경전문공사업","09_30_16_P","6260000","626000009200800004","20110315","","03","폐업","Q","폐업","20120210","","","","","","609805","부산광역시 금정구 구서2동   1033번지 2호","부산광역시 금정구 금샘로 347 (구서동)","609805","(주)동아지질","20120213105230","I","2019-03-23 02:20:03.0","","389658.432023295","196968.59519108","","환경전문공사업","","","","","","","","","","","","","","","","","","","","","","",
