"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","제조구분명","사업장부지용도구분명",
"376","고압가스업","09_28_05_P","3340000","1987334001702100004","19870818","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 150","부산광역시 사하구 서포로 36 (구평동)","","삼일냉장(주)","20200518162203","U","2020-05-20 02:40:00.0","제조","381106.099822692","177695.384291504","냉동","기타",
"377","고압가스업","09_28_05_P","3340000","1988334001702100001","19880402","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 520","부산광역시 사하구 다대로170번길 71  (신평동)","","(주)성광밴드","20030627000000","I","2018-08-31 23:59:59.0","판매","379572.01565424","178216.926969976","일반","기타",
"378","고압가스업","09_28_05_P","3340000","1988334001702100003","19881104","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 하단동 887-9","부산광역시 사하구 하신번영로 304 (하단동)","","동성 E.G","20220106155020","U","2022-01-08 02:40:00.0","판매","378528","180546","일반","기타",
"379","고압가스업","09_28_05_P","3340000","1988334001702100004","20100903","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 568-5번지","부산광역시 사하구 을숙도대로677번길 13 (신평동)","","한국산업가스주식회사","20190403100339","U","2019-04-05 02:40:00.0","제조","380523.41368900000","178478.82948700000","충전","기타",
"380","고압가스업","09_28_05_P","3340000","1988334001702100005","19880601","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 하단동 1149","","","건설부낙동강홍수통제소","20220621141618","U","2022-06-23 02:40:00.0","제조","377914.334220948","181712.386990315","냉동","기타",
"381","고압가스업","09_28_05_P","3340000","1988334001702100006","19880621","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 29-1","부산광역시 사하구 사하로 70 (구평동)","","(주)하하물산","20200824113030","U","2020-08-26 02:40:00.0","제조","381822.168184258","178372.319498059","냉동","기타",
"382","고압가스업","09_28_05_P","3340000","1988334001702100007","19880811","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 387-19","부산광역시 사하구 원양로 353 (감천동)","","고려수산(주)","20190918161940","U","2019-09-20 02:40:00.0","제조","382863.699185003","177780.404172615","냉동","기타",
"383","고압가스업","09_28_05_P","3340000","1989334001702100001","20100629","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 391-1","부산광역시 사하구 원양로 391 (감천동)","","동일조선(주)","20220106153827","U","2022-01-08 02:40:00.0","저장소","382768.687040586","178143.699924509","일반","기타",
"384","고압가스업","09_28_05_P","3340000","1989334001702100003","20091126","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 하단동 616-10","부산광역시 사하구 하신중앙로 328-1 (하단동)","","국일산소","20220106155043","U","2022-01-08 02:40:00.0","판매","379202.959266936","180194.566229302","일반","상업용",
"385","고압가스업","09_28_05_P","3340000","1989334001702100004","19890304","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 944-16","부산광역시 사하구 윤공단로14번길 39 (다대동)","","신일산소","20220106155812","U","2022-01-08 02:40:00.0","판매","379597.971312047","174845.857886117","일반","주거용",
"386","고압가스업","09_28_05_P","3340000","1989334001702100005","19890429","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 933-14","부산광역시 사하구 윤공단로14번길 74 (다대동)","","평화종합가스상사","20220329171934","U","2022-03-31 02:40:00.0","판매","379773.01575400000","175305.84900800000","일반","주거용",
"387","고압가스업","09_28_05_P","3340000","1989334001702100007","19891226","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 32-2,-7","부산광역시 사하구 사하로70번길 30 (구평동)","","남일종합가스","20220106161151","U","2022-01-08 02:40:00.0","판매","381853.669188633","178250.963282022","일반","공업용",
"388","고압가스업","09_28_05_P","3340000","1989334001702100008","20110131","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 신평동 569-34","부산광역시 사하구 을숙도대로677번길 10 (신평동)","","동원수산(주)제2공장","20211001111943","U","2021-10-03 02:40:00.0","제조","380528.005939675","178083.481154057","냉동","기타",
"389","고압가스업","09_28_05_P","3340000","1989334001702100010","20081114","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 387-21","부산광역시 사하구 원양로 349 (감천동)","","대한수산(주)","20211227164854","U","2021-12-29 02:40:00.0","제조","382814.336782951","177752.599291291","냉동","기타",
"390","고압가스업","09_28_05_P","3340000","1989334001702100011","19890327","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 387-18","부산광역시 사하구 원양로 359 (감천동)","","정양산업(주)","20170412161021","I","2018-08-31 23:59:59.0","제조","382887.925944907","177818.316282589","냉동","기타",
"391","고압가스업","09_28_05_P","3340000","1989334001702100012","20100713","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 680-8","부산광역시 사하구 다대동로6번길 1 (다대동)","","(주)신우농수산부산냉동공장","20160202164240","I","2018-08-31 23:59:59.0","제조","379817.679226262","174559.454973096","냉동","기타",
"392","고압가스업","09_28_05_P","3340000","1990334001702100001","19900217","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-4","부산광역시 사하구 하신중앙로 44-6 (장림동)","","장림종합가스상사","20220106160355","U","2022-01-08 02:40:00.0","판매","379224.542646581","177762.030420525","일반","공업용",
"393","고압가스업","09_28_05_P","3340000","1990334001702100003","19900103","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 다대동 680-21","부산광역시 사하구 다대로605번길 5 (다대동)","","해용궁산업(주)","20140102103140","I","2018-08-31 23:59:59.0","제조","379848.331355993","174428.418993288","냉동","기타",
"394","고압가스업","09_28_05_P","3340000","1990334001702100004","20091126","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 414-5","부산광역시 사하구 감천항로 239 (구평동)","","삼일냉장(주) 제2물류센터","20200518162148","U","2020-05-20 02:40:00.0","제조","381544.168014437","176519.765319749","냉동","기타",
"395","고압가스업","09_28_05_P","3340000","1991334001702100001","20080401","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 구평동 90","부산광역시 사하구 을숙도대로 760 (구평동)","","와이케이스틸(주)","20201005093959","U","2020-10-07 02:40:00.0","제조","381421.685168289","178026.287380357","일반","공업용",
"396","고압가스업","09_28_05_P","3340000","2002334001702100009","20021223","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 감천동 759-8","부산광역시 사하구 감천항로 7 (감천동)","","한국남부발전(주)","20140102100722","I","2018-08-31 23:59:59.0","저장소","","","일반","공업용",
"397","고압가스업","09_28_05_P","3340000","2002334001702100010","20021230","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1118-4","","","미래가스테크","20220106160440","U","2022-01-08 02:40:00.0","판매","379157.466095499","177769.760203103","일반","공업용",
"398","고압가스업","09_28_05_P","3340000","2002334006602200002","20020427","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 325-1","부산광역시 사하구 장림로 196 (장림동)","","(주)재호식품","20190702143448","U","2019-07-04 02:40:00.0","제조","379605.38150455","177658.489334275","냉동","공업용",
"399","고압가스업","09_28_05_P","3340000","2003334001702100001","20030712","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1085-4","부산광역시 사하구 다대로1066번길 34 (장림동)","","호현수산","20140102100558","I","2018-08-31 23:59:59.0","제조","378174.986900839","177168.421931163","냉동","공업용",
"400","고압가스업","09_28_05_P","3340000","2003334001702100002","20030802","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 816-5","부산광역시 사하구 장림시장9길 25 (장림동)","","남일가스","20220106161318","U","2022-01-08 02:40:00.0","판매","379187","177413","일반","주거용",
"401","고압가스업","09_28_05_P","3340000","2003334006602100001","20080514","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1081-1","부산광역시 사하구 장림로93번길 37  (장림동)","","동경물산","20080514174058","I","2018-08-31 23:59:59.0","제조","378291.209789829","177406.913394192","냉동","공업용",
"402","고압가스업","09_28_05_P","3340000","2004334001702100002","20070920","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1037","부산광역시 사하구 다대로 210 (장림동)","","씨제이제일제당(주) 부산공장 (제10-78호)","20210423145530","U","2021-04-25 02:40:00.0","제조","380101.664479822","177863.674839855","냉동","공업용",
"403","고압가스업","09_28_05_P","3340000","2004334001702200001","19780727","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 339-5","부산광역시 사하구 장림번영로84번길 21 (장림동)","","부경웰푸드(주)","20140625165036","I","2018-08-31 23:59:59.0","제조","380041.693372696","177398.15774907","냉동","공업용",
"404","고압가스업","09_28_05_P","3340000","2004334001702200002","20041013","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 339-6","부산광역시 사하구 장림번영로84번길 27  (장림동)","","부경수산(주)","20081222140613","I","2018-08-31 23:59:59.0","제조","380042.542233125","177338.239914423","일반","공업기타",
"405","고압가스업","09_28_05_P","3340000","2004334006602200001","20090210","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 1089","부산광역시 사하구 다산로 254  (장림동)","","삼오공사","20090210162943","I","2018-08-31 23:59:59.0","제조","378230.386696257","176906.692043393","특정","공업용",
"406","고압가스업","09_28_05_P","3340000","2005334001702100003","20050805","","01","영업/정상","01","영업중","","","","","","","","부산광역시 사하구 장림동 321-18","부산광역시 사하구 장림로 204 (장림동)","","태원종합가스","20220106160710","U","2022-01-08 02:40:00.0","판매","379729.269201546","177679.018286164","일반","공업용",
